Nama,Betweenness
PT PUSAKA BERSATU,0.0
SRI ADRIYANI LESTARI,0.0
BAYU PRIAWAN DJOKOSOETONO,0.0
LIE SUHANTO,0.0
TOMSI TOHIR,0.0
RUDIE KUSMAYADI,0.0
YUSUF SAADUDIN,0.0
HANA DARTIWAN,0.0
JOKO HARTONO KALISMAN,0.0
AYI SUBARNA,0.0
MAS UD SAID,0.0
ADHY KARYONO,0.0
R ARIEF WICAKSONO,0.0
ARIF SUHIRMAN,0.0
UMI RODIYAH,0.0
DADANG SETIABUDI,0.0
ADI SULISTYOWATI,0.0
ASRI AGUNG PUTRA,0.0
NURUL GHUFRON,0.0
WINARDI LEGOWO,0.0
RM WAHYUKUSUMO WISNUBROTO,0.0
TONNY PRASETYO,0.0
WIWEKO PROBOJAKTI,0.0
WIOGA ADHIARMA AJI,0.0
STELLA ISABELLA DJOHAN,0.0
GATOT SUDARIYANTO,0.0
GEDE SHANTA WIGUNA,0.0
MARIO ALBERT UTAMA MARIO UTAMA,0.0
WINDIARTONO TABINGIN,0.0
FATMA ABDULLA AL SUWAIDI FATMA AL SUWAIDI,0.0
NICOLAS ALIX GROENE,0.0
KHALID AHMED AL SADA KHALID AL SADA,0.0
MUHAMMAD ANAS MALLA,0.0
PT ASWATAMA SAMUDERA NUSANTARA,0.0
BENNY RACHMAT,0.0
YANG CHEOLUNG,0.0
TOBIAS ERNST CHUN DAMEK,0.0
TAN BOON SHING,0.0
HARYANI SUWIRMAN,0.0
BRATANATA PERDANA,0.0
YOYOK SRI NURCAHYO,0.0
NAH JEONGHUN,0.0
PT CETAK BIRU KAPITAL,0.0
SIEK AGUNG GUNTORO,0.0
FADJAR TASRIF,0.0
RUDY TASRIF,0.0
ADRIAN WICAKSONO,0.0
CHARLES DANIEL GOBEL,0.0
ADIKA NURAGA BAKRIE,0.0
SUGIMAN HALIM,0.0
PT NUSANTARA BERAU COAL,0.0
PT ARTHA TUNGGAL MANDIRI,0.0
PT AMMAN MINERAL NUSA TENGGARA,0.0
FUAD HELMY,0.0
DAVID I TJIPTOBIANTORO,0.0
ADRIAN KOESNENDAR,0.0
ACHMAD WIDJAJA,0.0
PT LASMANA SWASTI PRASHIDA,0.0
PUJIHASANA WIJAYA,0.0
BENEDIKTA MARITZA,0.0
PT ICI PAINTS INDONESIA,0.0
PT MULTI KUSUMA CEMERLANG,0.0
PT BINAJAYA RODAKARYA,0.0
PT KRAKATAU DAYA LISTRIK,0.0
AGUS SALIM PANGESTU,0.0
DIANA ARSIYANTI,0.0
DAVID KOSASIH,0.0
SYUKUR LAWIGENA,0.0
LIAUW HERRY HENDARTA,0.0
PRAMAYARI HARDIAN D,0.0
ARIYANTI PELITA SARI,0.0
ANDRIANSYAH PRAYITNO,0.0
HENRY ANGKASA,0.0
JENNY TANUJAYA,0.0
EDDO CHANDRA,0.0
CHOW YING HOONG,0.0
NINIK HERLANI MASLI RIDHWAN,0.0
ONNY WIDJANARKO,0.0
KUSUMANINGTUTI SANDRIHARMY SOETIONO,0.0
HENOCH MUNANDAR,0.0
JUN SAITO,0.0
MICHELLINA LAKSMI TRIWARDHANY,0.0
DINI HERDINI,0.0
HANNA TANTANI,0.0
MERISA DARWIS,0.0
ATSUSHI HINO,0.0
YUKI TERAYAMA,0.0
MARITA ALISJAHBANA,0.0
TAKESHI KIMOTO,0.0
FACHMY ACHMAD,0.0
DWIYONO BAYU WINANTIO,0.0
KEMAL AZIS STAMBOEL,0.0
DEWI PELITAWATI,0.0
ONGKI WANADJATI DANA,0.0
HADI WIBOWO,0.0
DEWI NUZULIANTI,0.0
MULYA EFFENDI SIREGAR,0.0
ARIEF ISMAIL,0.0
RD ADI WARDHANA SARIAATMADJA,0.0
ZANNUBA ARIFAH,0.0
WILLIX HALIM,0.0
NATALIA FIRMANSYAH,0.0
VICTOR PUTRA LESMANA,0.0
PT BUMI KARSA,0.0
SUHAELLY KALLA,0.0
PT KERINCI MERANGIN HIDRO,0.0
PT CIDAS SUPRA METALINDO,0.0
NANNY D TIRTAWIDJAJA,0.0
WONG KEVIN,0.0
PT ASTRINDO NUSANTARA INFRASTRUKTUR TBK,0.0
FAUQI HAPIDEKSO,0.0
EDDY SANUSI,0.0
PT TRIGUNA INTERNUSA PRATAMA,0.0
RUKUN RAHARJA TBK,0.0
SATRIO,0.0
HENDRY UTOMO,0.0
CINDY BUDIJONO,0.0
VERENA LIM,0.0
HERI SUNARYADI,0.0
LUDOVICUS SENSI WONDABIO,0.0
HERMAN SETYA BUDI,0.0
BUDIANTO PURWAHJO,0.0
LEONARDUS WAHYU WASONO MIHARDJO,0.0
PT SETIA SAPTA,0.0
PT SUPREME POWER,0.0
PT SATU SATU SEMBILAN SUKSES MAKMUR,0.0
PT MODA SUKSES MAKMUR,0.0
TSUTOMU AOKI,0.0
TORU UMEKI,0.0
DEWA NYOMAN ADNYANA,0.0
WANTINA DHARMAWI,0.0
TSUYOSHI KOBAYASHI,0.0
HITOSHI YAMAGUCHI,0.0
TORU MURAKAMI,0.0
HERRY CAHYO TRI YUNIARTO,0.0
HENGKY KARTASASMITA,0.0
HIROKAZU KAGAMI,0.0
NAOYA KOIZUMI,0.0
MEITY TJIPTOBIANTORO,0.0
CHARISE N SOEMARNO W,0.0
PATRICK RUDIANTO WIIDJAJA,0.0
ROY PETRUS CHALIM,0.0
IWAN SUGIARJO,0.0
DJANI SUTEDJA,0.0
LASMAN CITRA,0.0
ABYASA KAMDANI,0.0
RUDIANTO DARMAWAN SANTOSO,0.0
SELO WINARDI,0.0
ELY,0.0
TOTOK INDRATNO,0.0
SOESENO ADI,0.0
STEPHEN TEN,0.0
PT KEMAKMURAN BERKAH TIMBER,0.0
HENDRA SURYA,0.0
DJOHAN SURJA PUTRA,0.0
POHAN WIJAYA PO,0.0
ANGGA RAKA PRABOWO,0.0
YOHANES SURYA,0.0
RIZAL MALLARANGENG,0.0
PT KRAKATAU POSCO,0.0
OSSY DERMAWAN,0.0
DESWANDHY AGUSMAN,0.0
DIAN SISWARINI,0.0
PT GAPURA ANGKASA,0.0
VERANITA YOSEPHINE,0.0
NANANG HENDARNO,0.0
SENO SOEMADJI,0.0
HENRY CHRISTIADI,0.0
HONESTI BASYIR,0.0
PT TELKOM INFRASTRUKTUR INDONESIA,0.0
FAIZAL ROCHMAD DJOEMADI,0.0
FATY KHUSUMO,0.0
WONG CHAU LIN,0.0
SUTIKNO KHUSUMO,0.0
TIFFANY KHUSUMO,0.0
HARTO KHUSUMO,0.0
GANNY ZHENG,0.0
GOENAWAN MOHAMAD,0.0
BAMBANG HARYMURTI,0.0
PINARTO SUTANTO,0.0
DJADJANG TANUWIDJAJA,0.0
EKO SANTOSO HADIPRODJO,0.0
INDRA GUNAWAN,0.0
ANITA ANWAR,0.0
ARIO WIBISONO,0.0
FERDINANDUS AMING SANTOSO,0.0
PT NUSANTARA POLYMER SOLUTIONS,0.0
EDI RIVA I,0.0
RAYMOND,0.0
ANDRE KHOR KAH HIN,0.0
PHILMON SAMUEL TANURI,0.0
DAVID AGUS,0.0
MATIUS JUSUF,0.0
ISHAK CHANDRA,0.0
JOHANES L ANDAYAPRANA,0.0
DANNY SUTRADEWA,0.0
HENRY SUSANTO,0.0
MARCUS HARIANTO B,0.0
TRISULA INTERNATIONAL TBK,0.0
R HESTHI SAMBODO,0.0
KIM JOONSEOK,0.0
REX ALEXANDER JOSEPH SYAUTA,0.0
KIM TAEJAE,0.0
KINDARTO KOHAR,0.0
TRIAS SENTOSA TBK,0.0
ERMAN SUPARNO,0.0
VINCENT YO,0.0
BUDI GUNAWAN,0.0
CAROLINA KUSUMA,0.0
DIANA WIRAWAN,0.0
LIZA PRASODJO,0.0
HARTATY SUSANTO,0.0
LINDA LUKITASARI,0.0
I MADE DHARMA WIJAYA,0.0
SHANIA,0.0
RORITA LIM,0.0
JOSEP ISMANTO,0.0
AVIASKA DIAH RESPATI H,0.0
PT BLUE BIRD TAXI,0.0
ABDI ANDRE,0.0
YAP SUCI KUSWARDANI M,0.0
JAY T OENTORO,0.0
JUSTINUS SUPARTONO,0.0
HANS JURGEN KASCHULL,0.0
JOKO KUS SULISTYOKO,0.0
DWI HARTANTO,0.0
HIMAWAN SUTANTO,0.0
ALDO HENRY ARTOKO,0.0
PT PRASETIA DWIDHARMA,0.0
TANDEAN RUSTANDY,0.0
EDY SUYANTO,0.0
EDWIN PAMIMPIN SITUMORANG,0.0
LUCAS,0.0
ARTHAVEST TBK,0.0
HASTANTO SRI MARGI WIDODO,0.0
RENIWATI DARMAKUSUMAH,0.0
SIDHARTA UTAMA,0.0
ARYA NARAYANA SOEMALI,0.0
GUNAWAN GENIUSAHARDJA,0.0
HENDRIX PRAMANA,0.0
JOSEPH SANUSI TJONG,0.0
A WINOTO DOERIAT,0.0
WIRASTUTI PUNTARAKSMA,0.0
PRODJO SUNARJANTO,0.0
INDRIATI,0.0
YOYO SUGENG TRIYOGO,0.0
ROSY MERIANTI TANUADJI,0.0
PT XDC INDONESIA,0.0
PT VIRTUS TECHNOLOGY INDONESIA,0.0
LIE DAVID LIMINA,0.0
PT BANJARSARI PRIBUMI,0.0
PT BARA ANUGRAH SEJAHTERA,0.0
PT MEGA BUANA TEKNOLOGI,0.0
PT TITAN INFRA ENERGY,0.0
PT MANGGALA USAHA MANUNGGAL,0.0
PT TITAN INVESTAMA,0.0
PT SERVO LINTAS RAYA,0.0
PT NUSANTARA TERMINAL TERPADU,0.0
PT KARUNIA MULTIFINANCE,0.0
PT SWARNADWIPA DERMAGA JAYA,0.0
ANTONIUS AGUS SUSANTO,0.0
ADRIANSYAH ADNAN,0.0
ROBERT CHRISTIAN TANOKO,0.0
KURNIA HADI SINANTO,0.0
ANGELICA TANISIA JOZAR,0.0
WIJONO TANOKO,0.0
ROY OCTAVIAN,0.0
DENNY JONG WIDJAJA,0.0
INDRA JAYA DAVID PARDOSI,0.0
RICKY SASTRA HIDAYAT,0.0
PT SARANA SURYA SAKTI,0.0
HANDAJA SUSANTO,0.0
PANDJI SURYA SOERJOPRAHONO,0.0
LAKSMONO TIRTO KUSUMO,0.0
ANTON SEBASTIAN,0.0
ROBBY HERMANTO,0.0
SIMON HENDIAWAN,0.0
INDRIANI SUHARTONO,0.0
VERA EVE LIM,0.0
GREGORY HENDRA LEMBONG,0.0
HARYANTO TIARA BUDIMAN,0.0
FRENGKY CHANDRA KUSUMA,0.0
JOHN KOSASIH,0.0
ANTONIUS WIDODO MULYONO,0.0
PT ASURANSI JIWA BCA,0.0
PT GLOBAL DISTRIBUSI PUSAKA,0.0
PT HARTONO PLANTATION INDONESIA,0.0
PT MARS MULTI MANDIRI,0.0
PT BCA FINANCE,0.0
JAHJA SETIAATMADJA,0.0
ARMAND WAHYUDI HARTONO,0.0
PT BASKARA ASRI GHAS,0.0
RUHIMAT,0.0
PT SUBANG ENERGI ABADI,0.0
ANTONIUS PRABOWO,0.0
PT NAGA BERKAT INDONESIA,0.0
JOSSY WIDYANTARA,0.0
GRAHA KONSTRUKSI PERKASA,0.0
RUDY SUWANDI,0.0
PT KARYA CIPTA KREASI,0.0
DENDY SETIAWAN,0.0
PT BERKAT MITRA LESTARI,0.0
WENDY LIE JAYA,0.0
PT WEJAS IMANUEL,0.0
ANTONIUS HIOE,0.0
PT INOVASI LINTAS MEDIA,0.0
MULYONO,0.0
PT SUMBER CEMERLANG KENCANA PERMAI,0.0
YESISKHA SOERYO WIHARSARI,0.0
PT ORLIE INDONESIA,0.0
LI DEGAO,0.0
PT HYPER DIGITAL ENGINEERING NUSANTARA,0.0
WU BIN,0.0
PT CONCH CEMENT INDONESIA,0.0
RADEN MAS HARYO ARYO HIDAYAT ADISENO,0.0
PT SHA SOLO,0.0
EKO RACHMAN DJAYA,0.0
PT TRI CITRA SEJAHTERA,0.0
NICOLAS D KANTER,0.0
PT ANTAM RESOURCINDO,0.0
ABRAHAM SINATRAWAN,0.0
PT PANCAPURI INDOPERKASA,0.0
ALBERTH KINDANGEN,0.0
PT LAUTAN ARTHA INVESTAMA,0.0
HANNY KUNCORO HENDARSO,0.0
PT LIMA PILAR RESOURCES,0.0
AMIN DELIMA,0.0
PT BATOLA PRIMATAMA,0.0
IRWAN KAMDANI,0.0
PT DATASCRIP,0.0
MITIT SUNARMI DS,0.0
PT JAYA WIRA MANGGALA,0.0
CAI SU,0.0
PT NAVATAMA KREASI CEMERLANG,0.0
NGADIMAN,0.0
PT DTUR PESONA INDONESIA,0.0
LENNY LIESLIANI,0.0
CV TIRTA ASTRO,0.0
PT LEMATANG JAYA,0.0
PT KALIBAN BANGUN PRAKARSA,0.0
WAHYUDI GAUTAMA,0.0
PT SEMPURNA MANDIRI SUKSES,0.0
TONNY CHUA,0.0
PT INTERLOCK KARYA BERJAYA,0.0
SUDISNO,0.0
CV TANJUNG EMAS INDAH,0.0
ALBERTUS AGUNG CATURPUTRA NG,0.0
PT HERAFIKA,0.0
SUTRISNO,0.0
PT PILAR TEGUH UTAMA,0.0
ZHENG GUOFU,0.0
PT INDO FUDONG KONSTRUKSI,0.0
SO ROBINSON SANJAYA,0.0
PT MODEREN MULTI GRAHA,0.0
CHANDRA DICARDO,0.0
PT INTINIAGA UNGGUL NUSANTARA,0.0
VICTOR SUNIK,0.0
PT NUSA INTI CEMERLANG,0.0
ROBEEN SYAIFUL,0.0
PT NUSACIPTA INDONESIA,0.0
SATIADI HALIM,0.0
PT SINERGI WAHANA GEMILANG,0.0
JOHN KURNIAWAN,0.0
PT SISTECH KHARISMA,0.0
LIM JONSEN,0.0
PT WAHANA PIRANTI GUNA,0.0
ANDRI CAHYADI,0.0
PT DAYA GUNA LAKSANA,0.0
DIDI MULIAWAN RAHARDJA,0.0
PT OJI INDO MAKMUR PERKASA,0.0
DWIJAYA HADI SURYA,0.0
PT BATURONA ADIMULYA,0.0
RAM KUMAR JAYARAMAN,0.0
PT CRODA TRADING INDONESIA,0.0
SIVAKUMAR THANGARAJA,0.0
FITRIA YUSUF,0.0
FEISAL HAMKA,0.0
ZAINAL HADI,0.0
H. RACHMADI HAS,0.0
SURYA ANDARURACHMAN PUTRA,0.0
SIMON JAMES MILROY,0.0
CLARISSA SUMASTO,0.0
BONA BUDHISURYA,0.0
SANDIAGA UNO,0.0
MICHAEL WP. SOERYADJAYA,0.0
ARIF PATRICK RAHMAT,0.0
ARINI SARASWATI SUBIANTO,0.0
JULIUS ASLAN,0.0
MANOJ PUNJABI,0.0
DHAMOO PUNJABI,0.0
SUNITA PUNJABI,0.0
SHANIA PUNJABI,0.0
PRILLI BUDI PASRAVITA SOETANTYO,0.0
IPENG WIDJOYO,0.0
ERICK TONNY TJANDRA,0.0
SURYA PRANOTO BUDIHARJO,0.0
RIKA HADI,0.0
KUSNOKO,0.0
SANG PELOPOR,0.0
SUSANTO SOELISTIO,0.0
SRI MULIANINGSIH,0.0
ALFONSUS ARDIAN SOELISTIO,0.0
MERCIA PISCESA SOELISTIO,0.0
LENNY MARLYNA WIBISONO,0.0
BOBBY HENRY NOYA,0.0
HANS FALITA HUTAMA,0.0
KRISDA MONTHIENVICHIENCHAI,0.0
KOSUKE IKEDA,0.0
JOHANNES ZAMINDA JALI,0.0
ANTHONY NICHOLAS SEYMOUR HAMPTON,0.0
PT TATE AND LYLE INDONESIA,0.0
PT MEDIA SEJAHTERA SELARAS,0.0
PT ERA MEDIA SEJAHTERA TBK,0.0
BERY,0.0
TONY SIMON SI,0.0
GUSTI NGURAH KOMANG PANJI PRAMANA,0.0
PT DIGITAL NATA KARYA,0.0
ANDRE ARIEF LEMBONG,0.0
PT CENTURY FRANCHISINDO UTAMA,0.0
ABDILLAH NATSIR,0.0
PT SWAPRO INTERNATIONAL,0.0
IMELDA JUSUF,0.0
MARIA LIE,0.0
HUMAS SOPUTRO,0.0
SAYID MUHAMMAD RIYADH,0.0
AGUS PRASETYA B,0.0
PT LAZ COAL MANDIRI,0.0
AFIFY JAUHARI,0.0
FRENGKY ERIADI,0.0
PT TITIAN TRANS ENERGY,0.0
RAMAN SHARMA,0.0
PT VISTA CONTRACTING SERVICES,0.0
HISASHI YAJIMA,0.0
PT ANEKA BUMI PRATAMA,0.0
IRWAN MUALIM,0.0
INDRA KURNIAWAN MUALIM,0.0
JORIDA,0.0
GANI MUALIM,0.0
SUN WEILIANG,0.0
PT SUNAN RUBBER,0.0
NINIK KUSUMOWATI TJAHJONO,0.0
PT 1 INTI DOT COM,0.0
ILLIAH,0.0
PT MAHAKARYA GEO SURVEY,0.0
JULFAHDIN PANCA,0.0
NGATIRAN,0.0
RIRIS HARYATI,0.0
PT NOBEL RIGGINDO SAMUDRA,0.0
TJOE TJOE PENG LAWER SUPENDI,0.0
ERICK TRIBASKARA KUSUMA,0.0
PT BUMI AGUNG PERKASA INDAH,0.0
YOHANES SETIAWAN NG,0.0
PT CAHAYA SEJAHTERA ABADI,0.0
JONATA GITAPRABOWO,0.0
SURYA MENARA LESTARI,0.0
MUTIARA ANJANI,0.0
LAREINA KUSUMA,0.0
LUVENA KATHERINE HALIM,0.0
RIO GOZAL,0.0
RUDY HUSMANTO,0.0
SONYA MERY ANNA PASKAWATY HUTABARAT,0.0
CERWIN VEGA,0.0
RUDY TANZIL,0.0
PT NEXUS DISTRIBUSI NUSANTARA,0.0
ARISTIKA BUDIHARTO,0.0
PT SUMBER TIRTA SENTOSA,0.0
DRH MEITI IFIANTI,0.0
MICHAEL JAMES WALLACE ASHLEY,0.0
PT SPORTS DIRECT INDONESIA,0.0
ERIK STEVEN LO,0.0
PT GLOBAL STEVEDORING INDONESIA,0.0
MONICA HANDAYANI,0.0
JONAH IGNATIUS SUHARYA,0.0
JOSHUA SUHARYA,0.0
JEREMY SUHARYA,0.0
BOBBY RANGGA REZKI,0.0
RAY ABRAHAM SYAHBAN,0.0
WAYAN YOGA SEGARA,0.0
SAKARIN TANGKAVACHIRANON,0.0
RICHARD HEINHUIS,0.0
BERRY PERDANA PUTRA,0.0
PT GERBANG MULTI SEJAHTERA,0.0
JIANG XIAOZHEN,0.0
DONG JINGWEI,0.0
BRIAN CHARLES BENNET,0.0
TREVOR REGINALD KROEMER,0.0
ELISABETH DIANY PRANATA,0.0
SAMUEL EDUARD PRANATA,0.0
SANDRA CREA,0.0
ROBERT GARAVAGNO,0.0
DONALD EDWARD GULBRANDSEN,0.0
PT GULBRANDSEN TECHNOLOGIES INDONESIA,0.0
JANTO WIKANDHA,0.0
PT BAHTERA ENERGI INDONESIA,0.0
THE IU SIA,0.0
PT GEMILANG ASIA SEJAHTERA,0.0
LIN JIQUN,0.0
PT OCEAN SKY METAL INDUSTRY,0.0
HENDRY LIUSNO,0.0
CV NOVENA TRACTOR,0.0
HARIJADI SUPRAPTO,0.0
VINCENTIUS PARNINGOTAN BATUBARA,0.0
ANDRI HIMAWAN SANTOSO,0.0
YUSUF,0.0
ARIEF SUGIANTO,0.0
EKA ROSITA KASIH,0.0
ERIC ADITYA DALIMARTA,0.0
MUHAMMAD ABRAHAMSYAH,0.0
EKA KHENDRY KASIH,0.0
HENKY SUWARNA DALIMARTA,0.0
PT ERAINDO SARANA JAYA,0.0
SRI YULIANI KALIANDA,0.0
PT KALIANDA GOLDEN BUNKER,0.0
DAISUKE ISOBE,0.0
PT AEON MALL INDONESIA,0.0
INDRAJAYA WARDHANA,0.0
PT KURNIA SEJAHTERA UTAMA,0.0
SAPRI,0.0
JULIANA WIDJAJA,0.0
IRWAN SUSANTO,0.0
DIDIK RUBI HARTADI,0.0
SUPRIYANTORO,0.0
MAHLIL SIREGAR,0.0
JOHNSON JOVIAL,0.0
APING JOHANES CHORMAN,0.0
I KETUT SIANDANA,0.0
MADE SUTARJANA,0.0
ACHMAD HIDAYAT,0.0
SANDRA LINATA HIDAJAT,0.0
LIMAS ANANTO,0.0
HENDRIKUS YULIDAR PUTRA KARIM,0.0
CHANDRALEIKA M MULIA,0.0
PAULUS UTOMO,0.0
LIE ANG SIOE NIO,0.0
HONG SIOE LAN,0.0
JUSLINA DJAJA,0.0
I WAYAN PASEK,0.0
SARAH KALAY,0.0
PT INTERPORT MANDIRI UTAMA,0.0
ZUBIR AMIN,0.0
YUSUF WIBISONO,0.0
PT BAHARI KARYA MAKMUR,0.0
PT SHIELD ON SERVICE TBK,0.0
CHANDRA SAPULETE,0.0
PT CITRA BORNEO GLOBAL FEEDS,0.0
PT CITRA BORNEO INDAH,0.0
PT SAWIT SUMBERMAS SARANA TBK,0.0
BENNY MAKULAWU WIDJAJA,0.0
THUNG HOEN NIO,0.0
FEROLINE KURNIAWAN,0.0
MEITY SUBIANTO,0.0
SUGIANTO TANOTO,0.0
BIN NAHADI,0.0
YESSIKA,0.0
NOVITA DEWI,0.0
EDDY SANTOSO TJAHJA,0.0
ADRIANUS PIO,0.0
ADRIANUS NOE,0.0
MOTONOBU NISHIMURA,0.0
PT JHONLIN AGRO RAYA TBK,0.0
PT DANA BRATA LUHUR TBK,0.0
ANDRIJANTO,0.0
KARTIKA,0.0
SOFYAN BASIR,0.0
M IRFAN,0.0
MICHAEL STEVEN,0.0
PT TELEFAST INDONESIA TBK,0.0
GOENAWAN SUSATIYO MOHAMAD,0.0
MARIUS OBBERT MULIA,0.0
KIM JOHANES MULIA,0.0
JUAN MULYA,0.0
PT TBS ENERGI UTAMA TBK,0.0
GANI ATMADIREDJA,0.0
HWAMINA ANDY,0.0
KELVIN BUDIMAN,0.0
PT SURYA PERTIWI NUSANTARA,0.0
RATNA ANDY,0.0
TONNY SURYANTO,0.0
ANNY GOEMOELJO,0.0
PATRICIA PS PRASATYA,0.0
TRANS POWER MARINE TBK,0.0
SOETIKNO SOEDARJO,0.0
TRI RAMADI,0.0
ABDULLAH SABANA PRAWIRAWIDJAJA,0.0
NURMAN DIAH,0.0
ALFAY RAUF DIAH,0.0
PT MAJU BERSAMA GEMILANG,0.0
VOKSEL ELECTRIC TBK,0.0
ADRIAN T KELLER,0.0
PT PSV INDONESIA,0.0
ALI MAZI,0.0
PT TELEMEDIA KOMUNIKASI PRATAMA,0.0
PT ABDI HARAPAN UNGGUL,0.0
PATRICK NG HONG CHUAN,0.0
PT KREASIJAYA ADHIKARYA,0.0
PT ASIANAGRO AGUNGJAYA,0.0
PT SARI DUMAI SEJATI,0.0
PT SARI DUMAI OLEO,0.0
PT KUTAI REFINERY NUSANTARA,0.0
PT ISUZU ASTRA MOTOR INDONESIA (DH PT PANTJA MOTOR),0.0
PT TJAHJA SAKTI MOTOR,0.0
PT ISUZU ASTRA MOTOR INDONESIA,0.0
HUGENG GOZALI,0.0
MOHAMMAD FARAUK,0.0
PT SERASI SHIPPING INDONESIA,0.0
DAVID RAKA BUDI NURCAHYA,0.0
PT SWADAYA HARAPAN NUSANTARA,0.0
CHIKAATSU MOCHIDA,0.0
WINARMAN HALIM,0.0
PT BINUANG MITRA BERSAMA BLOK DUA,0.0
DJAN FARIDZ,0.0
PT DIZAMATRA POWERINDO,0.0
TOMMY ISNUTOMO,0.0
PT ENERGI BATUBARA LESTARI,0.0
FRANS WIJAYA,0.0
PT INTI MURNI KENCANA,0.0
PT ANDAKARA NIAGA BUMI,0.0
PT BINTANG ALAM REJEKI,0.0
PT SURYAMAS TRANSPORT NUSANTARA,0.0
SALIK SOETEMO,0.0
PT SALAM PACIFIC INDONESIA LINES,0.0
SUTARYA,0.0
PT TRANSINDO INTERDWIPANTARA,0.0
MUHAMMAD BAYU AFFANDI,0.0
PT BAYU SINERGI SAKTI,0.0
REBECCA BRIONY SCOTT,0.0
PT HOWDEN INSURANCE BROKERS INDONESIA,0.0
BILLY SANTOSO LIE,0.0
PT KINDO RITEL PRIMA,0.0
JASON J LAMUDA,0.0
PT LOE CUAN DULUAN,0.0
LIU SUNG PHIN,0.0
PT PILOFICE,0.0
YENNY SETIA WIDJAJA,0.0
PT TOP FOOD INDONESIA,0.0
ISHAK RACHMAT TJAHYONO,0.0
PT BLACKSTEEL PROPERTIES,0.0
CHARLES,0.0
PT CAREFASTINDO,0.0
PANDU PATRIA SJAHRIR,0.0
PT CENTREPARK CITRA CORPORA,0.0
RAHMAT ZUHRI,0.0
PT HARAFIEL TRI JAYA,0.0
KUOK KHOON CHEN,0.0
JOHAN ERAWAN,0.0
CV BANGUN BERKAH MAJU BERSAMA,0.0
TEGUH NUGROHO,0.0
GUNADI WIDJAJA,0.0
PT EVERGREEN SHIPPING AGENCY INDONESIA,0.0
SAMSUL MAARIF,0.0
PT PRATAMA LOGISTIC SYSTEM,0.0
ANTONIUS SETIAWAN,0.0
PT BAUER PRATAMA INDONESIA,0.0
MINTONO SUGIHARTO,0.0
PT CASA PRIMA INDONESIA,0.0
NAWA GULARSO IR,0.0
PT DELIMA KREASI NUSA,0.0
GERY NYOTO,0.0
PT DINAMIKA SOLUSI OPTIMA,0.0
EKO SETYAWAN,0.0
PT FARMEL CAHAYA MANDIRI,0.0
KHURNIATI,0.0
PT PERSADA MANDIRI SUKSES,0.0
THAKURDAS PURSANI WADHUMAL,0.0
PT SHIVA SAKTI STEEL,0.0
PT SARANA USAHA SEJAHTERA INSANPALAPA (TELKOMEDIKA),0.0
PT SARANA USAHA SEJAHTERA INSANPALAPA,0.0
CRISTINA SANDJAJA,0.0
PT PRODIA DIAGNOSTIC LINE,0.0
LINARDO LIE,0.0
PT ANUGRAH SOLIDINDO PRATAMA,0.0
OLAV HUGO POOT,0.0
PT OMEGA DRILLING SERVICES,0.0
FAJAR SASONGKO,0.0
PT TRUBA JAGA CITA,0.0
EDWARD TIRTANATA,0.0
PT BUMI CIPTA RASA,0.0
LI CHUO PIN,0.0
PT HON CHUAN INDONESIA,0.0
SOEDOMO MERGONOTO,0.0
PT SANTOS JAYA ABADI,0.0
DAVID GATOT GUNAWAN,0.0
HANDY,0.0
CV SUDIRA UTAMA LESTARI,0.0
GEORGE SANTOS,0.0
PT BUKIT BATU MULIA,0.0
SITI SURYANI,0.0
PT BUKIT PEMBANGKIT INNOVATIVE,0.0
ASTUTI,0.0
PT BUMI ALAM RAYA,0.0
WIDIANTA,0.0
PT MARAJA MASOGI,0.0
ARISTYO RAHADIYAN,0.0
PT CT ADVANCE TECHNOLOGY,0.0
SALIM SALOMO,0.0
PT IVORY FORTUNER MAS,0.0
MARCHO IBRAHIM,0.0
PT MEGAH ADHI KARYA,0.0
JOHANES KENNEDY ARITONANG,0.0
PT PERKASA BETON BATAM,0.0
PT ROYAL PRATAMA ENERGI,0.0
PT ROYAL KRANE PERKASA,0.0
ZHANG ZHAOQIANG,0.0
PT SANY PERKASA,0.0
NANCY SARIKY,0.0
TJANDRA SARI,0.0
PT KARTIKA SELABUMI MINING,0.0
BOYKE POERBAYA ABAIDIN,0.0
PT MASMINDO DWI AREA,0.0
DESKA YUDA PRATAMA,0.0
TUNG TZUHSIEN,0.0
PT PEGAUNIHAN TECHNOLOGY INDONESIA,0.0
AGUNG PRAMBUDI,0.0
NIKKO LIANDRY,0.0
PT LANCAR PUTRA ABADI,0.0
PT RAJAWALI MAS ELASTIC,0.0
TOMOYA SETO,0.0
PT GUNZE SOCKS INDONESIA,0.0
GUNAWAN,0.0
PT GARDATAMA MULIA KENCANA,0.0
SUCIPTO,0.0
PT GOLDEN GREAT BORNEO,0.0
SELAMAT BUDIMAN,0.0
PT BAHTERA PERMATA SARANA LANCAR,0.0
SAULUS ERWIN PAMUNGKAS,0.0
PT BANYAN KOALINDO LESTARI,0.0
PT SATRIA HUPASARANA,0.0
PT KARYA TEKNIK UTAMA,0.0
PT GEMAREKSA MEKARSARI,0.0
PT KARYA PACIFIC SHIPPING,0.0
M SURI,0.0
PT USAHA MAJU MAKMUR,0.0
HERMAN SETIADY,0.0
PT GEMA KARYA ABADI,0.0
ANTTI JUHANI HERLIN,0.0
PT KONE INDO ELEVATOR,0.0
