Nama,indegree,outdegree,betweenness,closeness,pagerank,cluster_sna
BUKA AUSTRALIA PTY. LTD.,1.0,0.0,0.0,0.53,0.17,0
BUKA INVESTASI BERSAMA,1.0,0.0,0.0,0.53,0.17,0
BUKA KOREA CO LTD,1.0,0.0,0.0,0.16,0.15,1
BUKA MITRA INDONESIA,1.0,0.0,0.0,0.53,0.17,0
BUKA MITRA PROPERTI,1.0,0.0,0.0,0.53,0.17,0
BUKA PENGADAAN INDONESIA,1.0,0.0,0.0,0.53,0.17,0
BUKAKA INTERNATIONAL LLC,1.0,0.0,0.0,0.18,0.15,1
BUKAKA TEKNIK UTAMA TBK,1.0,69.0,1058834.69,0.22,0.17,2
BUKAKA THREE D PRIVATE LIMITED,1.0,0.0,0.0,0.18,0.15,1
BUKALAPAK,0.0,8.0,28.0,1.0,0.15,0
BUKALAPAK PTE LTD,1.0,0.0,0.0,0.16,0.15,1
BUKALAPAK PTE. LTD.,1.0,0.0,0.0,0.53,0.17,0
BUKIT ASAM TBK,10.0,67.0,1555573.85,0.24,0.23,2
BUKIT MAKMUR MANDIRI UTAMA PTE LTD,1.0,0.0,0.0,0.17,0.16,1
BULL INTERNATIONAL HOLDING PTE LTD,1.0,0.0,0.0,0.14,0.17,1
BULL INTERNATIONAL MARITIME PTE LTD,1.0,0.0,0.0,0.14,0.17,1
BULL INTERNATIONAL SHIPPING PTE LTD,1.0,0.0,0.0,0.14,0.17,1
BULL MARITIME CAPITAL PTE LTD,1.0,0.0,0.0,0.14,0.17,1
BULL MARITIME INC PTE LTD,1.0,0.0,0.0,0.14,0.17,1
BULL MARITIME INTERNATIONAL SERVICES,1.0,0.0,0.0,0.14,0.17,1
BUMA AUSTRALIA PTY LTD,1.0,0.0,0.0,0.17,0.16,1
BUMD PERDANA CIPTA MANDIRI,1.0,0.0,0.0,0.18,0.16,1
BUMI CITRA PERMAI TBK,2.0,16.0,152.0,0.95,0.4,0
BUMI RESOURCES MINERALS TBK,7.0,38.0,610636.01,0.2,0.6,2
BUMI RESOURCES TBK,13.0,30.0,654789.17,0.21,1.6,2
BUMI TEKNOKULTURA UNGGUL TBK,3.0,5.0,73051.35,0.17,0.35,1
BUNGASARI FLOUR MILLS,1.0,0.0,0.0,0.18,0.16,1
BURAPA ASCENDING CO LTD,0.0,1.0,0.0,0.16,0.15,1
BYTTEBIER HOUT NV,1.0,0.0,0.0,0.15,0.16,1
C LOGISTICS GROUP LIMITED,1.0,0.0,0.0,0.14,0.18,1
C&A BUYING GMBH & CO KG,1.0,0.0,0.0,0.37,0.16,1
C&D (CHENGDU) CO LTD,1.0,0.0,0.0,0.15,0.17,1
C&D (SINGAPORE) BUSINESS PTE LTD,4.0,0.0,96035.13,0.19,0.19,1
C&D (WUHAN) CO LTD,1.0,0.0,0.0,0.15,0.17,1
C&D LOGISTICS GROUP CO LTD,3.0,0.0,71999.59,0.18,0.21,1
C-ENG CO LTD,1.0,0.0,0.0,0.41,0.2,0
CABLES DE COMUNICACIONES ZARAGOZA SL,1.0,0.0,0.0,0.18,0.16,1
CABLESCOM,1.0,0.0,0.0,0.18,0.16,1
CAESAR HOLDING CELLA PTE LTD,1.0,0.0,0.0,0.14,0.15,1
CAHAYA AERO SERVICES TBK,2.0,18.0,197606.5,0.13,0.41,2
CALIPSO INVESTMENT PTE LTD,1.0,0.0,0.0,0.16,0.16,1
CAMAR RESOURCES CANADA INC,1.0,0.0,0.0,0.16,0.16,1
CAPGC PTE LTD,1.0,0.0,0.0,0.16,0.16,1
CAPITOL GRAVURE INDUSTRIES,0.0,1.0,0.0,0.15,0.15,1
CAPRAL ALUMINIUM IND,1.0,0.0,0.0,0.17,0.19,1
CARAVAGGIO HOLDINGS LIMITED,0.0,1.0,0.0,0.14,0.15,1
CARAVEL CARBONS LIMITED,1.0,0.0,0.0,0.18,0.16,1
CARBON RESILIENCE PTE LTD,1.0,0.0,0.0,0.16,0.16,1
CARBON RESOURCES ALLIANCE APS,1.0,0.0,0.0,0.11,0.17,1
CARGILL PALM PRODUCTS SDN BHD,1.0,0.0,0.0,0.12,0.16,1
CARGOTEC FINLAND OY,1.0,0.0,0.0,0.19,0.15,1
CARLISLE VENTURE PTE LTD,1.0,0.0,0.0,0.14,0.18,1
CASCADE CREEK PTY LTD,0.0,1.0,0.0,0.14,0.15,1
CASHIN RESOURCE COMPANY LIMITED,1.0,0.0,0.0,0.19,0.15,1
CASTLE PEAK POWER CO LTD,1.0,0.0,0.0,0.17,0.17,1
CATHAY UTIMA INVESTMENT PTE LTD,0.0,1.0,0.0,0.56,0.15,0
CATUR KUSUMA ABADI SEJAHTERA,0.0,1.0,0.0,0.18,0.15,1
CATUR SENTOSA ADIPRANA TBK,6.0,15.0,498404.65,0.17,0.63,2
CAVENAGH OLEO S PTE LTD,0.0,1.0,0.0,0.16,0.15,1
CBH RESOURCES PTE LTD,1.0,0.0,0.0,0.16,0.16,1
CCL LABEL (THAI) LTD,1.0,0.0,0.0,0.15,0.16,1
CCL LABEL SINGAPORE PTE LTD,1.0,0.0,0.0,0.15,0.16,1
CEAMSA ASIA,1.0,0.0,0.0,0.09,0.18,1
CELESTA PRIME TECHNOLOGY PTE LTD,1.0,0.0,0.0,0.18,0.15,1
CELLA MANAGEMENT PTE LTD,1.0,0.0,0.0,0.14,0.15,1
CELLAR TECHNOLOGY VENTURE PTE LTD,1.0,0.0,0.0,0.16,0.15,1
CEMINDO INVESTMENT PTE LTD,1.0,0.0,0.0,0.18,0.16,1
CENTRAL BUSINESS ALLIANCE,0.0,1.0,0.0,0.16,0.15,1
CENTRAL OMEGA RESOURCES TBK,1.0,9.0,45.0,1.0,0.28,0
CENTRAL PROTEINA PRIMA TBK,3.0,13.0,138369.0,0.16,0.41,2
CENTURY COMMODITIES SOLUTION PTE LTD,3.0,0.0,44174.44,0.21,0.16,1
CEPR BV,0.0,1.0,0.0,0.14,0.15,1
CGI HOLDINGS LIMITED,0.0,1.0,0.0,0.15,0.15,1
CGS CIMB SECURITIES SINGAPORE PTE LTD,0.0,1.0,0.0,0.13,0.15,1
CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,0.0,2.0,126353.25,0.16,0.15,1
CHALCO TRADING HONGKONG CO LTD,1.0,0.0,0.0,0.15,0.17,1
CHAMPION PACIFIC INDONESIA TBK,2.0,26.0,350247.66,0.2,0.55,2
CHANCE STAND FINANCE LIMITED,0.0,1.0,0.0,0.14,0.15,1
CHANDRA ASRI BIO INVESTMENT PTE LTD,1.0,0.0,0.0,0.16,0.16,1
CHANDRA ASRI CAPITAL PTE LTD,1.0,0.0,0.0,0.16,0.16,1
CHANDRA ASRI TRADING COMPANY PTE LTD,1.0,0.0,0.0,0.16,0.16,1
CHANNEL INTERNATIONAL INC,1.0,0.0,0.0,0.52,0.17,0
CHARLIE HOLDING CELLA PTE LTD,1.0,0.0,0.0,0.14,0.15,1
CHAROEN POKPHAND INDONESIA TBK,4.0,10.0,327232.81,0.19,0.25,1
CHAROEN POKPHAND JAYA FARM,1.0,0.0,0.0,0.16,0.17,1
CHATIME HK LIMITED,1.0,0.0,0.0,0.16,0.17,1
CHEMICAL ASIA CORPORATION PTE LTD,0.0,1.0,0.0,0.13,0.15,1
CHEMICAL PETROLEUM INTERNATIONAL TRADING PTE LTD,1.0,0.0,0.0,0.17,0.17,1
CHEMICO GROUP CO LTD,0.0,1.0,0.0,0.14,0.15,1
CHENG I MACHINERY CO LTD,1.0,0.0,0.0,0.16,0.16,1
CHENG TUN METAL INTERNATIONAL TRADE PTE LTD,1.0,0.0,0.0,0.14,0.18,1
CHENGDONG INVESTMENT CORP SELF,0.0,1.0,0.0,0.17,0.15,1
CHEONGFULI (HONG KONG) COMPANY LIMITED,1.0,0.0,0.0,0.15,0.17,1
CHEVRON PHILLIPS CHEMICAL,1.0,0.0,0.0,0.15,0.16,1
CHICKEN OF THE SEA FROZEN FOODS,1.0,0.0,0.0,0.15,0.18,1
CHIN FUNG TRADING CO LTD,1.0,0.0,0.0,0.17,0.25,1
CHINA BAI GUI INTERNATIONAL TRADE LTD,4.0,0.0,60110.3,0.2,0.17,1
CHINA CONSTRUCTION BANK CORPORATION,0.0,1.0,0.0,0.14,0.15,1
CHINA HUANENG GROUP FUEL CO LTD,1.0,0.0,0.0,0.17,0.16,1
CHINA MERCHANTS INTERNATIONAL PORT INTEGRATED DEVELOPMENT HONG KONG CO LTD,0.0,1.0,0.0,0.15,0.15,1
CHINA NATIONAL MACHINERY IMPORT AND EXPORT CORPORATION,1.0,0.0,0.0,0.15,0.16,1
CHINA RESOURCES POWER HOLDINGS COMPANY LIMITED,1.0,0.0,0.0,0.18,0.15,1
CHINA STEEL CORPORATION,1.0,0.0,0.0,0.16,0.16,1
CHINA STEEL GLOBAL TRADING CORPORATION,1.0,0.0,0.0,0.16,0.16,1
CHINFON CEMENT CORPORATION,1.0,0.0,0.0,0.18,0.16,1
CHINFON VIETNAM HOLDING,1.0,0.0,0.0,0.18,0.16,1
CHOICE PTE LTD,1.0,0.0,0.0,0.14,0.19,1
CIKAL JAYA PERMAI,1.0,0.0,0.0,0.14,0.21,1
CIMB GROUP SDN BHD,0.0,1.0,0.0,0.15,0.15,1
CIMBGNT SA CIMBPE,0.0,1.0,0.0,0.55,0.15,0
CIPTA COAL TRADING PTE LTD,2.0,0.0,0.0,0.2,0.17,1
CIPTA COMMODITY TRADING PTE LTD,2.0,0.0,0.0,0.2,0.17,1
CIPTA SATWA INTERNATIONAL,1.0,0.0,0.0,0.16,0.17,1
CIPTA SEJAHTERA SUKSES MAKMUR,1.0,0.0,0.0,0.18,0.16,1
CIPUTRA DEVELOPMENT TBK,3.0,21.0,324501.19,0.19,0.41,2
CITA MINERAL INVESTINDO TBK,2.0,14.0,145189.25,0.18,0.32,1
CITIC HEAVY INDUSTRIES CO LTD,1.0,0.0,0.0,0.16,0.15,1
CITILINK,1.0,0.0,0.0,0.18,0.16,1
CITRA MARGA NUSAPHALA PERSADA TBK,2.0,8.0,71695.08,0.18,0.32,1
CITRA TUBINDO TBK,3.0,38.0,355573.72,0.19,0.49,2
CITY RETAIL DEVELOPMENTS TBK,1.0,89.0,866571.21,0.17,0.28,2
CJ GLOBAL HOLDINGS LIMITED,0.0,2.0,0.5,0.14,0.15,1
CJ INTERNATIONAL ASIA PTE LTD,1.0,0.0,0.0,0.16,0.16,1
CLARIANT CATALYSTS JAPAN KK,0.0,1.0,0.0,0.15,0.15,1
CLG ENTERPRISES INC,1.0,0.0,0.0,0.15,0.16,1
CLIPAN FINANCE INDONESIA TBK,4.0,0.0,55582.96,0.17,0.33,1
CLOVER UNIVERSAL ENTERPRISE LIMITED,0.0,1.0,0.0,0.13,0.15,1
CNBM INTERNATIONAL CORPORATION,1.0,0.0,0.0,0.17,0.17,1
CNH INDUSTRIAL NV,1.0,0.0,0.0,0.15,0.16,1
CNH PRODUCTS INC,1.0,0.0,0.0,0.15,0.16,1
COASTAL GUJARAT POWER LTD,1.0,0.0,0.0,0.14,0.27,1
COCACOLA AMATIL LIMITED,0.0,1.0,0.0,0.17,0.15,1
COCKETT MARINE OIL AUSTRALIA PTY LTD,1.0,0.0,0.0,0.16,0.16,1
COIM ASIA PACIFIC PTE LTD,1.0,0.0,0.0,0.14,0.16,1
COLORPAK INDONESIA TBK,2.0,29.0,285385.75,0.17,0.4,2
COMETPELL SRL,1.0,0.0,0.0,0.14,0.16,1
COMFEED FINANCE B.V,1.0,0.0,0.0,0.16,0.16,1
COMFEED TRADING B.V,1.0,0.0,0.0,0.16,0.16,1
COMPAGNIE FINANCIERE MICHELIN SCMA,0.0,1.0,0.0,0.15,0.15,1
COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN,0.0,2.0,0.0,0.13,0.15,1
COMSAT DISTRIBUTIONS SDN BHD MALAYSIA,1.0,0.0,0.0,0.16,0.15,1
CONCORD BUILDING MATERIALS PTE LTD,1.0,0.0,0.0,0.13,0.24,1
CONCORD PHARMACEUTICALS LTD,1.0,0.0,0.0,0.16,0.18,1
CONSILIUM FRONTIER EQUITY FUND,0.0,1.0,0.0,0.15,0.15,1
CONSOLIDATED GRAIN AND BARGE CO,1.0,0.0,0.0,0.16,0.16,1
CONVIVIAL NAVIGATION CO PTE LTD,0.0,1.0,0.0,0.16,0.15,1
COREE CAPITAL LIMITED,0.0,1.0,0.0,0.15,0.15,1
CORNEL COFFEE,1.0,0.0,0.0,0.17,0.16,1
CORNERSTONE OFFSHORE PTE LTD,1.0,0.0,0.0,0.17,0.16,1
COSMOS STAR GENERAL TRADING LLC,1.0,0.0,0.0,0.19,0.15,1
COSTCO WHOLESALE CORPORATION,1.0,0.0,0.0,0.11,0.17,1
COVESTRO (HONG KONG) LIMITED,1.0,0.0,0.0,0.16,0.16,1
CP FOOD PRODUCTS INC,1.0,0.0,0.0,0.15,0.18,1
CP PRIMA AQUACULTURE PRIVATE LIMITED,1.0,0.0,0.0,0.14,0.18,1
CP PRIMA CORPORATION LIMITED,1.0,0.0,0.0,0.14,0.18,1
CPP INTERTRADE PTE LTD,1.0,0.0,0.0,0.14,0.18,1
CR LAURENCE CO INC,1.0,0.0,0.0,0.17,0.19,1
CR POWER FUEL (CHINA) LIMITED,1.0,0.0,0.0,0.18,0.15,1
CREATIVE AUDIO STREAM TECHNOLOGY PTE LTD,1.0,0.0,0.0,0.13,0.17,1
CRODA INDIA COMPANY PVT LTD,0.0,1.0,0.0,0.15,0.15,1
CRODA OVERSEAS HOLDINGS LIMITED,0.0,1.0,0.0,0.15,0.15,1
CRONIMET FERROLEG GMBH,1.0,0.0,0.0,0.18,0.16,1
CROWN PRINCE COURT,1.0,0.0,0.0,0.19,0.15,1
CRUSTACEA SEAFOOD COMPANY INC,1.0,0.0,0.0,0.14,0.19,1
CRYSTAL CHAIN HOLDINGS LTD,0.0,1.0,0.0,0.12,0.15,1
CRYSTAL COVE,1.0,0.0,0.0,0.52,0.17,0
CS AG SG ASIALINK ELECTRONICS,0.0,1.0,0.0,0.55,0.15,0
CV ADIPURA MAS PLASTINDO,1.0,0.0,0.0,0.52,0.17,0
CV ALERGA,1.0,0.0,0.0,0.16,0.16,1
CV ALIFA BERKAH ABADI,1.0,0.0,0.0,0.16,0.16,1
CV ANEKA AUTO PART,1.0,0.0,0.0,0.17,0.16,1
CV ANEKA USAHA SUKSES JAYA,1.0,0.0,0.0,0.14,0.17,1
CV ANIRAH KARYA MANDIRI,1.0,0.0,0.0,0.16,0.16,1
CV ANJAYA TEKNIK,1.0,0.0,0.0,0.17,0.17,1
CV ANUGRAH SINAR SEJAHTERA,2.0,0.0,0.0,0.17,0.16,1
CV AR AR LANDSCAPE,1.0,0.0,0.0,0.16,0.18,1
CV ARSYATMA PERKASA ENGINEER,1.0,0.0,0.0,0.16,0.16,1
CV ARTHA PUTRA WARDHANA,1.0,0.0,0.0,0.15,0.17,1
CV ATTHAFOOD,1.0,0.0,0.0,0.15,0.16,1
CV BABY WISE INDONESIA,1.0,0.0,0.0,0.16,0.16,1
CV BAJA BALI,1.0,0.0,0.0,0.18,0.15,1
CV BALI BLESSINDO,1.0,0.0,0.0,0.16,0.17,1
CV BALI CROCO DESIGN,1.0,0.0,0.0,0.13,0.16,1
CV BANGUN BERKAH MAJU BERSAMA,2.0,0.0,0.0,0.17,0.16,1
CV BASO SOEKAKOE,1.0,0.0,0.0,0.16,0.16,1
CV BATU PERMAI,1.0,0.0,0.0,0.17,0.16,1
CV BERKAH MULIA SEJAHTERA,1.0,0.0,0.0,0.16,0.16,1
CV BHARA RASA ENERGI COAL,1.0,0.0,0.0,0.17,0.16,1
CV BINO ARSITAMA,1.0,0.0,0.0,0.15,0.16,1
CV BUANA RAYA DUTA,1.0,0.0,0.0,0.15,0.16,1
CV BUKAHA GROUP,1.0,0.0,0.0,0.17,0.17,1
CV BUMI ANGKASA SEJAHTERA,1.0,0.0,0.0,0.16,0.16,1
CV CAHAYA KREASI,1.0,0.0,0.0,0.15,0.17,1
CV CIPTA KREASI UTAMA,1.0,0.0,0.0,0.16,0.16,1
CV CIPTA NUSA,1.0,0.0,0.0,0.31,0.16,1
CV CLIK,1.0,0.0,0.0,0.13,0.16,1
CV DELLA SUKSES,1.0,0.0,0.0,0.15,0.15,1
CV DIGITAL JAYA SUMATERA,2.0,0.0,153.0,0.52,0.19,0
CV DUA MUTIARA,1.0,0.0,0.0,0.14,0.17,1
CV DUTA KARYA BARU,1.0,0.0,0.0,0.16,0.16,1
CV ERA JAYA PERKASA,1.0,0.0,0.0,0.16,0.16,1
CV FAMILY PLASTINDO,1.0,0.0,0.0,0.55,0.2,0
CV GABRIEL INTI MARINDO,1.0,0.0,0.0,0.16,0.16,1
CV GALLERY AC,1.0,0.0,0.0,0.17,0.16,1
CV GALLERY AUTO SOLUTION,1.0,0.0,0.0,0.17,0.16,1
CV GARUDA MAS LESTARI,1.0,0.0,0.0,0.14,0.15,1
CV GOLDEN LEAF,1.0,0.0,0.0,0.17,0.16,1
CV GOLDEN MONKEY,1.0,0.0,0.0,0.12,0.16,1
CV HEMDEN CORP,1.0,0.0,0.0,0.16,0.15,1
CV HIDUP HIDAYAH ILAHI,1.0,0.0,0.0,0.15,0.16,1
CV IMAGO RAYA,1.0,0.0,0.0,0.38,0.16,1
CV INDAH KENCANA,1.0,0.0,0.0,0.18,0.16,1
CV INDO GAS MERAUKE,1.0,0.0,0.0,0.17,0.16,1
CV INDOSTAR SEJAHTERA,1.0,0.0,0.0,0.16,0.16,1
CV INDOTECH SARANA ENGINEERING,1.0,0.0,0.0,0.14,0.16,1
CV JASA BOGA NIAGA,1.0,0.0,0.0,0.16,0.15,1
CV JASA SAHABAT ABADI,1.0,0.0,0.0,0.15,0.16,1
CV JAYA ENERGI TRANS,1.0,0.0,0.0,0.15,0.16,1
CV JAYA MAS MOTOR,2.0,0.0,0.0,0.17,0.16,1
CV JUARA LINTAS ABADI,1.0,0.0,0.0,0.16,0.17,1
CV KARUNIA MULTI DAYA,1.0,0.0,0.0,0.16,0.18,1
CV KARYA BANGUNAN ANUGERAH,1.0,0.0,0.0,0.13,0.18,1
CV KARYA HIDUP MULYA,1.0,0.0,0.0,0.31,0.18,1
CV KARYA INDAH ESTAINDO,1.0,0.0,0.0,0.15,0.16,1
CV KARYA INDAH LAKSANA,1.0,0.0,0.0,0.16,0.16,1
CV KARYA USAHA ANEKA TEKNIK,1.0,0.0,0.0,0.16,0.16,1
CV KENCANA JAYA BOX,1.0,0.0,0.0,0.12,0.16,1
CV KEYSAR PUTRA MANDIRI,1.0,0.0,0.0,0.16,0.16,1
CV KREASI IMPIAN TERWUJUD,1.0,0.0,0.0,0.17,0.16,1
CV LANCAR MARITIM JAYA,1.0,0.0,0.0,0.14,0.18,1
CV LEGIT PUTRA,1.0,0.0,0.0,0.16,0.16,1
CV LINA GARMINDO SUKSES,1.0,0.0,0.0,0.14,0.16,1
CV MAHKOTA MAS PRATAMA,1.0,0.0,0.0,0.52,0.17,0
CV MAHKOTA TUNAS ABADI,1.0,0.0,0.0,0.51,0.16,0
CV MAJU BERSAMA MEAT SHOP,1.0,0.0,0.0,0.16,0.15,1
CV MEGA ELEKTRONIK GADGET,1.0,0.0,0.0,0.14,0.16,1
CV MITRA GARMINDO,1.0,0.0,0.0,0.51,0.16,0
CV MITRA KERJA LESTARI,1.0,0.0,0.0,0.15,0.16,1
CV MITRA SEKAWAN,1.0,0.0,0.0,0.16,0.16,1
CV MITRA TOP,1.0,0.0,0.0,0.55,0.2,0
CV MUL JAYA,1.0,0.0,0.0,0.14,0.17,1
CV MULIA RAYA,1.0,0.0,0.0,0.16,0.16,1
CV MULTI KREASI SUKSES ABADI,1.0,0.0,0.0,0.14,0.16,1
CV NAY SILA AMELIA,1.0,0.0,0.0,0.15,0.16,1
CV NOGO SOSTRO BAJINTEN,1.0,0.0,0.0,0.16,0.16,1
CV NOVENA TRACTOR,1.0,0.0,0.0,0.18,0.16,1
CV NUTRINDO PANGAN,1.0,0.0,0.0,0.16,0.16,1
CV ORION PUTRA MANDIRI,1.0,0.0,0.0,0.16,0.16,1
CV PACIFIC INDOJAYA,1.0,0.0,0.0,0.31,0.16,1
CV PUTRA PERDANA CHICKEN,1.0,0.0,0.0,0.16,0.18,1
CV PUTRA RANCAMAYA,1.0,0.0,0.0,0.53,0.18,0
CV PUTRA SONGKA MANDIRI,1.0,0.0,0.0,0.14,0.16,1
CV QUASAR PRIMA ABADI,1.0,0.0,0.0,0.17,0.16,1
CV RALISA CPO,1.0,0.0,0.0,0.16,0.16,1
CV RAYA DIPTA SWASTIKA,1.0,0.0,0.0,0.16,0.16,1
CV RINDASIWI MAKMUR JAYA,1.0,0.0,0.0,0.15,0.16,1
CV RR LIFESTYLE,1.0,0.0,0.0,0.51,0.16,0
CV SAMUDRA PANCA JAYA,1.0,0.0,0.0,0.18,0.16,1
CV SANTI JAYA LESTARI,1.0,0.0,0.0,0.16,0.15,1
CV SATRIA BAGUS,1.0,0.0,0.0,0.16,0.16,1
CV SELALU LANCAR USAHA,1.0,0.0,0.0,0.14,0.17,1
CV SENANG SETUJU JAKARTA,1.0,0.0,0.0,0.16,0.16,1
CV SILIH WANGI SAWARGI,1.0,0.0,0.0,0.16,0.16,1
CV SINAR CAHAYA MULIA,1.0,0.0,0.0,0.16,0.16,1
CV SRI REZEKI,1.0,0.0,0.0,0.15,0.16,1
CV SUDIRA UTAMA LESTARI,1.0,0.0,0.0,0.14,0.17,1
CV SUGI PERKASA,1.0,0.0,0.0,0.16,0.16,1
CV SUMBER KARYA LOGAM,1.0,0.0,0.0,0.17,0.18,1
CV TANJUNG EMAS INDAH,1.0,0.0,0.0,0.52,0.17,0
CV TIGA CAHAYA INTAN,1.0,0.0,0.0,0.14,0.17,1
CV TIRTA ASTRO,1.0,0.0,0.0,0.1,0.2,1
CV TRIJAYA PERKASA,1.0,0.0,0.0,0.18,0.16,1
CV UNITECH INDOSURTA,1.0,0.0,0.0,0.16,0.16,1
CV UTAMA LESTAR,1.0,0.0,0.0,0.17,0.16,1
CV WAHANA INDONUSA,1.0,0.0,0.0,0.15,0.17,1
CV WANARAYA TERPADU,1.0,0.0,0.0,0.16,0.16,1
CV WASTRA NUSANTARA,1.0,0.0,0.0,0.13,0.16,1
DAE WON CHONG UP CORPORATION,1.0,0.0,0.0,0.14,0.16,1
DAI TAY DUONG SEAFOODS IMPORT EXPORT CO LTD,1.0,0.0,0.0,0.12,0.16,1
DAIKIN AIRCONDITIONING,1.0,0.0,0.0,0.14,0.17,1
DAIWA HOUSE INDUSTRY CO LTD,0.0,1.0,0.0,0.16,0.15,1
DALIAN JUHUATONG INTERNATIONAL TRADE CO LTD TIONGKOK,1.0,0.0,0.0,0.17,0.17,1
DALLIGENT SOLUTIONS PTE LTD,1.0,0.0,0.0,0.18,0.15,1
DAMIANO INVESTMENTS BV,0.0,1.0,0.0,0.13,0.15,1
DANA KESEHATAN INDONESIA,0.0,1.0,0.0,0.14,0.15,1
DANA PENSIUN BANK RAKYAT INDONESIA,0.0,1.0,0.0,0.15,0.15,1
DANA PENSIUN KARYAWAN PANIN BANK,0.0,2.0,73390.26,0.16,0.15,1
DANA PENSIUN KARYAWAN SEMEN BATURAJA,0.0,1.0,0.0,0.15,0.15,1
DANA PENSIUN PERKEBUNAN,0.0,1.0,0.0,0.67,0.15,0
DANKA MINERALS JOINT STOCK COMPANY,1.0,0.0,0.0,0.14,0.16,1
DARMA HENWA TBK,7.0,35.0,392223.6,0.2,0.86,2
DARYA-VARIA LABORATORIA TBK,2.0,10.0,71355.85,0.19,0.3,1
DATANG GROUP HOLDINGS LIMITED REPUBLIK RAKYAT CINA,2.0,0.0,0.0,0.18,0.16,1
DAYA ADICIPTA MUSTIKA,0.0,1.0,0.0,0.18,0.15,1
DAYCO INDUSTRIES LLC,1.0,0.0,0.0,0.17,0.19,1
DAYSEADAY FROZEN BV,1.0,0.0,0.0,0.12,0.16,1
DAYTON PARTS LLC,1.0,0.0,0.0,0.14,0.16,1
DB SPORE SES CLT AC,0.0,1.0,0.0,0.6,0.15,0
DBS BANK LTD,0.0,3.0,20318.32,0.16,0.15,1
DBS VICKERS HONG KONG LIMITED,0.0,1.0,0.0,0.18,0.15,1
DDT HOLDING NZ LTD,1.0,0.0,0.0,0.16,0.16,1
DE LICACY INDUSTRIAL CO LTD,1.0,0.0,0.0,0.31,0.16,1
DEKKER HOUT BV,1.0,0.0,0.0,0.15,0.16,1
DELHAIZE THE LION NEDERLAND BV,0.0,1.0,0.0,0.17,0.15,1
DELTA DJAKARTA TBK,2.0,8.0,88974.0,0.12,0.34,1
DEMETER INDO INVESTMENT PTE LTD,0.0,1.0,0.0,0.17,0.15,1
DENHAM PTE LTD,0.0,1.0,0.0,0.15,0.15,1
DENSO INTERNATIONAL ASIA PTE LTD,0.0,1.0,0.0,0.15,0.15,1
DENZIN INTERNATIONAL LTD,0.0,1.0,0.0,0.51,0.15,0
DESTINASI TIRTA NUSANTARA TBK,5.0,14.0,374629.5,0.17,0.45,2
DEUTSCHE BANK AG,0.0,1.0,0.0,0.17,0.15,1
DFS VENTURE SINGAPORE (PTE) LIMITED,1.0,0.0,0.0,0.13,0.16,1
DFS VENTURE SINGAPORE PTE LTD,0.0,1.0,0.0,0.13,0.15,1
DG GLOBAL INC,1.0,0.0,0.0,0.16,0.16,1
DHARMA SAMUDERA FISHING IND TBK,1.0,10.0,55.0,1.0,0.28,0
DI,1.0,0.0,0.0,0.35,0.44,0
DIAMOND BRIDGE PTE LTD,0.0,1.0,0.0,0.67,0.15,0
DIAMOND BRIDGE PTE. LTD,0.0,1.0,0.0,0.67,0.15,0
DIAMOND PACIFIC INTERNATIONAL CORPORATION,1.0,0.0,0.0,0.14,0.16,1
DIAMONDBACK MARITIME LTD,1.0,0.0,0.0,0.14,0.17,1
DIAN SWASTATIKA SENTOSA TBK,1.0,155.0,1830890.74,0.22,0.28,2
DIC INVESTMENT AND TRADING JOINT STOCK COMPANY,1.0,0.0,0.0,0.14,0.16,1
DIE-NAMIC INC,1.0,0.0,0.0,0.17,0.16,1
DIGITAL EDGE (HONG KONG) LTD,1.0,1.0,0.0,0.15,0.18,1
DIGITAL EDGE HK SPVI LIMITED,0.0,1.0,0.0,0.15,0.15,1
DINAS KESEHATAN,1.0,0.0,0.0,0.19,0.16,1
DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK PROVINSI DKI JAKARTA,1.0,0.0,0.0,0.17,0.16,1
DINAS PEMUDA DAN OLAHRAGA KAB KOLAKA TIMUR,1.0,0.0,0.0,0.18,0.16,1
DINAS PERPUSTAKAAN DAN KEARSIPAN DAERAH,1.0,0.0,0.0,0.16,0.16,1
DINAS PERUMAHAN RAKYAT DAN KAWASAN PEMUKIMAN PROVINSI DKI JAKARTA,1.0,0.0,0.0,0.19,0.15,1
DIRECTD RETAIL & WHOLESALE SDN BHD MALAYSIA,1.0,0.0,0.0,0.16,0.15,1
DIREKTORAT JENDERAL KEKAYAAN NEGARA KEMENTERIAN KEUANGAN,0.0,1.0,0.0,0.6,0.15,0
DIRTA JAYA,1.0,0.0,0.0,0.16,0.16,1
DISHUB KAB TELUK WONDAMA,1.0,0.0,0.0,0.18,0.16,1
DK FOOD GROUP,1.0,0.0,0.0,0.12,0.16,1
DK LIM SONS INVESTMENT PTE LTD,0.0,1.0,0.0,0.55,0.15,0
DKSH HOLDING AG,0.0,1.0,0.0,0.15,0.15,1
DKSH HOLDING LTD,1.0,0.0,0.0,0.15,0.16,1
DKSH INTERNATIONAL LTD,1.0,0.0,0.0,0.15,0.16,1
DKSH SINGAPORE PTE LTD,1.0,0.0,0.0,0.15,0.16,1
DNX AUSTRALIA PTY LIMITED,1.0,0.0,0.0,0.17,0.16,1
