Nama,indegree,outdegree,betweenness,closeness,pagerank,cluster_sna
PT SATU SUMMARECON SUKSES,1.0,0.0,0.0,0.51,0.16,0
PT SATUAN HARAPAN INDONESIA,1.0,0.0,0.0,0.44,0.17,0
PT SATYA ABADI VISIMED,1.0,0.0,0.0,0.17,0.16,1
PT SATYA BOGA UTAMA,1.0,0.0,0.0,0.1,0.2,1
PT SATYA LANGGENG SENTOSA,1.0,0.0,0.0,0.16,0.18,1
PT SATYA MULIA GEMA GEMILANG,0.0,2.0,131187.77,0.16,0.15,1
PT SATYAMITRA INVESTINDO PRATAMA,0.0,1.0,0.0,0.15,0.15,1
PT SATYAMITRA KEMAS LESTARI TBK,2.0,1.0,19779.0,0.17,0.4,1
PT SATYAMITRA SURYA PERKASA,2.0,0.0,5339.72,0.18,0.16,1
PT SAUDARA SEJATI LUHUR,1.0,0.0,0.0,0.14,0.17,1
PT SAUNG BERDIKARI SENTOSA,1.0,0.0,0.0,0.17,0.17,1
PT SAVANA LESTARI,2.0,0.0,0.0,0.43,0.18,0
PT SAWIT AGRO LESTARI,1.0,0.0,0.0,0.15,0.16,1
PT SAWIT ASAHAN INDAH,1.0,0.0,0.0,0.17,0.15,1
PT SAWIT INTI PERKASA,0.0,1.0,0.0,0.6,0.15,0
PT SAWIT JAYA ABADI,1.0,0.0,0.0,0.17,0.15,1
PT SAWIT KALTIM LESTARI,1.0,0.0,0.0,0.15,0.16,1
PT SAWIT MANDIRI LESTARI,1.0,0.0,0.0,0.15,0.16,1
PT SAWIT SELATAN,1.0,0.0,0.0,0.15,0.16,1
PT SAWIT SUKSES SEJAHTERA,1.0,0.0,0.0,0.15,0.16,1
PT SAWIT SUMBERMAS SARANA TBK,3.0,36.0,367887.46,0.18,0.41,2
PT SAWIT UTAMA LESTARI,1.0,0.0,0.0,0.18,0.17,1
PT SAWITA ANTARIS MAKMUR,1.0,0.0,0.0,0.16,0.18,1
PT SAWITA PERSADA NUSANTARA,1.0,0.0,0.0,0.16,0.16,1
PT SAWUT PRIMA PERMAI,0.0,1.0,0.0,0.17,0.15,1
PT SAYAP MAS UTAMA,3.0,0.0,107639.71,0.19,0.17,1
PT SBI BANGUN NUSANTARA,1.0,0.0,0.0,0.18,0.16,1
PT SCAN-SHIPPING INDONESIA,1.0,0.0,0.0,0.12,0.16,1
PT SCG BARITO LOGISTICS,1.0,0.0,0.0,0.16,0.16,1
PT SCHLUMBERGER GEOPHYSICS NUSANTARA,1.0,0.0,0.0,0.17,0.16,1
PT SCHLUMBERGER INDONESIA,1.0,0.0,0.0,0.17,0.16,1
PT SCHNEIDER ELECTRIC MANUFACTURING BATAM,1.0,0.0,0.0,0.16,0.16,1
PT SCHNEIDER INDONESIA,1.0,0.0,0.0,0.18,0.16,1
PT SCORPICANUS GEPI JOVINDO,1.0,0.0,0.0,0.16,0.16,1
PT SCOTIA SENTOSA INDONESIA,1.0,0.0,0.0,0.11,0.16,1
PT SCREENPLAY BUMILANGIT PRODUKSI,1.0,0.0,0.0,0.15,0.16,1
PT SCREENPLAY PRODUKSI,1.0,0.0,0.0,0.14,0.16,1
PT SDI AKTIF INDONESIA,1.0,0.0,0.0,0.13,0.15,1
PT SEA BRIDGE SHIPPING,1.0,0.0,0.0,0.17,0.15,1
PT SEA HORSE,1.0,0.0,0.0,0.17,0.17,1
PT SEA SENTOSA INDONESIA,1.0,0.0,0.0,0.12,0.16,1
PT SEA TRANSHIPMENT SERVICES,1.0,0.0,0.0,0.16,0.16,1
PT SEABREEZ INDONESIA,1.0,0.0,0.0,0.14,0.18,1
PT SEATECH MARINE AND OFFSHORE GLOBAL,1.0,0.0,0.0,0.17,0.16,1
PT SEBAMBAN TERMINAL UMUM,1.0,0.0,0.0,0.15,0.16,1
PT SEBANGUN BUMI ANDALAS WOOD INDUSTRIES,2.0,0.0,26722.55,0.18,0.18,1
PT SEBATIK MARIN SERVIS,2.0,0.0,0.0,0.14,0.17,1
PT SEBUKU,2.0,0.0,21434.84,0.16,0.19,1
PT SECURINDO PACKATAMA,1.0,0.0,0.0,0.13,0.17,1
PT SEDAYA MULTI INVESTAMA,2.0,0.0,0.0,0.2,0.17,1
PT SEDAYA PRATAMA,1.0,0.0,0.0,0.18,0.16,1
PT SEDERHANA MANDIRI,1.0,0.0,0.0,0.17,0.17,1
PT SEFAS PELINDOTAMA,3.0,0.0,22956.55,0.19,0.19,1
PT SEGARA BIRU KENCANA,1.0,0.0,0.0,0.13,0.18,1
PT SEGURI SERASAU SEJAHTERA,1.0,0.0,0.0,0.16,0.16,1
PT SEHAT CERAH INDONESIA,1.0,0.0,0.0,0.52,0.2,0
PT SEHAT DIGITAL NUSANTARA,1.0,0.0,0.0,0.16,0.16,1
PT SEHAT INTI PERKASA,1.0,0.0,0.0,0.17,0.16,1
PT SEHAT MANDIRI SEMESTA,1.0,0.0,0.0,0.37,0.16,1
PT SEI WAMPU ENERGI,1.0,0.0,0.0,0.14,0.19,1
PT SEIGA PLUS ENERGY,1.0,0.0,0.0,0.16,0.15,1
PT SEINO INDOMOBIL LOGISTICS,2.0,0.0,0.0,0.2,0.15,1
PT SEINO INDOMOBIL LOGISTICS SERVICES,2.0,0.0,0.0,0.2,0.15,1
PT SEJAHTERA ABADI SOLUSI,4.0,0.0,43275.14,0.19,0.26,1
PT SEJAHTERA BAHARI ABADI,1.0,0.0,0.0,0.16,0.16,1
PT SEJAHTERA BERKAH BERDIKARI,1.0,0.0,0.0,0.11,0.16,1
PT SEJAHTERA BERSAMA MOTOR,1.0,0.0,0.0,0.17,0.17,1
PT SEJAHTERA BUANA TRADA,1.0,0.0,0.0,0.19,0.15,1
PT SEJAHTERA CIPTA PRIMAGUNA,1.0,0.0,0.0,0.16,0.17,1
PT SEJAHTERA INTI SENTOSA,1.0,0.0,0.0,0.17,0.17,1
PT SEJAHTERA INVESTAMA INDAH,0.0,1.0,0.0,0.13,0.15,1
PT SEJAHTERA KARUNIA SEMESTA,1.0,0.0,0.0,0.17,0.17,1
PT SEJAHTERA PALEMBANG FURINDO,1.0,0.0,0.0,0.41,0.2,0
PT SEJAHTERA RAYA PERKASA,0.0,1.0,0.0,0.19,0.15,1
PT SEJAHTERA SAMARINDA FURINDO,1.0,0.0,0.0,0.41,0.2,0
PT SEJAHTERA UTAMA KONSTRUKSI,1.0,0.0,0.0,0.14,0.16,1
PT SEJAHTERA WAHANA GEMILANG,1.0,0.0,0.0,0.41,0.2,0
PT SEJAHTERAH JAYA CITA,0.0,1.0,0.0,0.17,0.15,1
PT SEKALA BRAHA SEMESTA,1.0,0.0,0.0,0.14,0.15,1
PT SEKANSKEEN RICKY INDONESIA,1.0,0.0,0.0,0.51,0.16,0
PT SEKAR BUMI INDUSTRI,1.0,0.0,0.0,0.15,0.18,1
PT SEKAR FUJI FOODS,1.0,0.0,0.0,0.15,0.18,1
PT SEKAR GOLDEN HARVESTA,1.0,0.0,0.0,0.15,0.2,1
PT SEKAR GOLDEN HARVESTA INDONESIA,2.0,0.0,0.0,0.16,0.23,1
PT SEKAR KATOKICHI,3.0,0.0,46078.05,0.18,0.24,1
PT SEKAR SEINAN FOOD,1.0,0.0,0.0,0.15,0.18,1
PT SEKARSENTOSA LESTARI JAYA,1.0,0.0,0.0,0.15,0.2,1
PT SEKAWAN ABADI PRIMA,1.0,0.0,0.0,0.17,0.16,1
PT SEKAWAN INDONESIA WISATA,1.0,0.0,0.0,0.16,0.16,1
PT SEKAWAN SEJATI RESOURCES,1.0,0.0,0.0,0.14,0.19,1
PT SEKTI RAHAYU INDAH,1.0,0.0,0.0,0.17,0.16,1
PT SELAMAT JAYA ENERGI,1.0,0.0,0.0,0.17,0.17,1
PT SELANCAR FORMULA SEJAHTERA,1.0,0.0,0.0,0.15,0.16,1
PT SELARAS CITRA NUSANTARA PERKASA TBK,2.0,5.0,59325.0,0.16,0.4,1
PT SELARAS MEDIKA KUSUMA,1.0,0.0,0.0,0.14,0.15,1
PT SELARAS PRATAMA UTAMA,1.0,0.0,0.0,0.16,0.16,1
PT SELARAS TURBO ELEKTRONIK INDONESIA,1.0,0.0,0.0,0.14,0.22,1
PT SELASIH SAFAR,1.0,0.0,0.0,0.13,0.16,1
PT SELATANJAYA PERMAI,1.0,0.0,0.0,0.15,0.16,1
PT SELERA MITRA SENTOSA,1.0,0.0,0.0,0.16,0.17,1
PT SELIS INVESTAMA INDONESIA,0.0,1.0,0.0,0.17,0.15,1
PT SELIS RETAIL INDONESIA,1.0,0.0,0.0,0.17,0.16,1
PT SEMACOM GLOBAL MANDIRI,0.0,1.0,0.0,0.14,0.15,1
PT SEMACOM INTEGRATED TBK,1.0,3.0,21130.89,0.16,0.28,1
PT SEMANGAT BAMBU RUNCING,1.0,0.0,0.0,0.16,0.19,1
PT SEMANGAT BANGUN NUSANTARA,1.0,0.0,0.0,0.13,0.17,1
PT SEMANGAT PANGERAN ABADI,1.0,0.0,0.0,0.13,0.17,1
PT SEMANGAT PANGERAN INDONUSA,1.0,0.0,0.0,0.13,0.17,1
PT SEMANGAT PANGERAN JAYAKARTA,1.0,0.0,0.0,0.13,0.17,1
PT SEMARANG HERBAL INDO PLANT,1.0,0.0,0.0,0.55,0.2,0
PT SEMAROP AGUNG,0.0,1.0,0.0,0.51,0.15,0
PT SEMBADA KARYA MEGAH,1.0,0.0,0.0,0.14,0.15,1
PT SEMBADA SARANA TRANSPORTASI,1.0,0.0,0.0,0.17,0.16,1
PT SEMBILAN RAKSA DINAMIKA,1.0,0.0,0.0,0.14,0.15,1
PT SEMBILAN SEJAHTERA,1.0,0.0,0.0,0.16,0.18,1
PT SEMEN BATURAJA TBK,7.0,26.0,422860.78,0.22,0.23,2
PT SEMEN GRESIK,2.0,0.0,16137.56,0.19,0.16,1
PT SEMEN GROBOGAN,1.0,0.0,0.0,0.18,0.16,1
PT SEMEN INDOGREEN SENTOSA,3.0,0.0,3948.55,0.19,0.17,1
PT SEMEN INDONESIA ACEH,1.0,0.0,0.0,0.18,0.15,1
PT SEMEN INDONESIA BETON,2.0,0.0,0.0,0.19,0.16,1
PT SEMEN INDONESIA INDUSTRI BANGUNAN,2.0,0.0,0.0,0.2,0.16,1
PT SEMEN INDONESIA INDUSTRI BANGUNAN (SOLUSI BANGUN BETON),1.0,0.0,0.0,0.2,0.15,1
PT SEMEN INDONESIA INTERNATIONAL,2.0,0.0,0.0,0.19,0.16,1
PT SEMEN INDONESIA LOGISTIK,3.0,0.0,0.0,0.19,0.17,1
PT SEMEN KUPANG INDONESIA,1.0,0.0,0.0,0.18,0.15,1
PT SEMEN PADANG,4.0,0.0,0.0,0.19,0.18,1
PT SEMEN TONASA,4.0,0.0,4678.38,0.2,0.18,1
PT SEMESTA AKASA JAYARAYA,1.0,0.0,0.0,0.11,0.16,1
PT SEMESTA ARJUNA GEMILANG,1.0,0.0,0.0,0.17,0.17,1
PT SEMESTA CIPTA INTERNASIONAL,1.0,0.0,0.0,0.18,0.16,1
PT SEMESTA INDO PRIMA,1.0,0.0,0.0,0.51,0.16,0
PT SEMESTA INDUSTRI PRATAMA,1.0,0.0,0.0,0.18,0.16,1
PT SEMESTA MANDIRI INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT SEMESTA MARGA RAYA,3.0,0.0,2617.44,0.2,0.22,1
PT SEMESTA PERKASA CIPTA,1.0,0.0,0.0,0.18,0.16,1
PT SEMESTANUSTRA DISTRINDO,1.0,0.0,0.0,0.14,0.21,1
PT SEMOLIS GEMILANG PERSADA,2.0,0.0,0.0,0.18,0.16,1
PT SEMOLIS INTI PERSADA,2.0,0.0,0.0,0.18,0.16,1
PT SEMOLIS MAJU BERSAMA,2.0,0.0,0.0,0.18,0.16,1
PT SEMOLIS TEKNOLOGI INDONESIA,2.0,0.0,0.0,0.18,0.16,1
PT SEMPANA JAYA AGUNG,1.0,0.0,0.0,0.14,0.19,1
PT SEMPURNA MANDIRI SUKSES,1.0,0.0,0.0,0.52,0.17,0
PT SEMUT TAMA LANGGENG,1.0,0.0,0.0,0.19,0.15,1
PT SENA DWIMAKMUR,0.0,1.0,0.0,0.14,0.15,1
PT SENANG KHARISMA TEXTILE,1.0,0.0,0.0,0.17,0.16,1
PT SENANG MAIN LINCAH,1.0,0.0,0.0,0.16,0.16,1
PT SENANTIASA MAKMUR,1.0,0.0,0.0,0.17,0.15,1
PT SENGON KONDANG NUSANTARA,1.0,0.0,0.0,0.14,0.15,1
PT SENOPATI SELLULARINDO,1.0,0.0,0.0,0.13,0.16,1
PT SENTANA ADIDAYA PRATAMA,4.0,0.0,47596.25,0.18,0.22,1
PT SENTOSA BERSAMA MITRA,0.0,2.0,9890.0,0.17,0.15,1
PT SENTOSA BUANA RAYA,1.0,0.0,0.0,0.12,0.16,1
PT SENTOSA HARUM MERDEKA,1.0,0.0,0.0,0.15,0.17,1
PT SENTOSA INDAH SEJAHTERA,1.0,0.0,0.0,0.15,0.17,1
PT SENTOSA INDONESIA JAYA,1.0,0.0,0.0,0.14,0.15,1
PT SENTOSA KIMIA,1.0,0.0,0.0,0.16,0.16,1
PT SENTOSA LAJU MARITIME,1.0,0.0,0.0,0.15,0.17,1
PT SENTOSA LAJU SEJAHTERA,2.0,0.0,47352.61,0.19,0.16,1
PT SENTOSASEGARA MULIA SHIPPING,1.0,0.0,0.0,0.12,0.16,1
PT SENTRA ANDALAN TAMARIN,0.0,1.0,0.0,0.15,0.15,1
PT SENTRA AWAN MAXIMA,1.0,0.0,0.0,0.18,0.16,1
PT SENTRA BERKAT MAJU,2.0,0.0,0.0,0.18,0.17,1
PT SENTRA BUDIDAYA BIOTEK,1.0,0.0,0.0,0.15,0.18,1
PT SENTRA FOOD INDONESIA TBK,1.0,23.0,239785.11,0.19,0.21,1
PT SENTRA GAYA MAKMUR,1.0,0.0,0.0,0.12,0.16,1
PT SENTRA GRAHA KENCANA,1.0,0.0,0.0,0.13,0.17,1
PT SENTRA MAKMUR LINES,1.0,0.0,0.0,0.16,0.16,1
PT SENTRA MODAL MANDIRI,1.0,0.0,0.0,0.17,0.19,1
PT SENTRA MULTI KARYA,1.0,0.0,0.0,0.13,0.18,1
PT SENTRA SATWATAMA INDONESIA,1.0,0.0,0.0,0.16,0.16,1
PT SENTRA SEHAT SEJAHTERA,1.0,0.0,0.0,0.14,0.15,1
PT SENTRA SEJAHTERA UTAMA,1.0,0.0,0.0,0.14,0.15,1
PT SENTRA SINTETIKAJAYA,1.0,0.0,0.0,0.15,0.17,1
PT SENTRA TAMARIN SAMUDRA,1.0,0.0,0.0,0.15,0.18,1
PT SENTRA TRADA INDOSTATION,1.0,0.0,0.0,0.19,0.15,1
PT SENTRA USAHATAMA JAYA,1.0,0.0,0.0,0.16,0.16,1
PT SENTRAL AGUNG INDAH,1.0,0.0,0.0,0.14,0.16,1
PT SENTRAL ANUGRAH MULIA,1.0,0.0,0.0,0.15,0.16,1
PT SENTRAL GRAIN TERMINAL,1.0,0.0,0.0,0.16,0.16,1
PT SENTRAL GUDANG TERMINAL,1.0,0.0,0.0,0.16,0.16,1
PT SENTRAL INDAH PRIMASENTOSA,1.0,0.0,0.0,0.12,0.16,1
PT SENTRAL KEMASINDO TEGUH,1.0,0.0,0.0,0.12,0.16,1
PT SENTRAL KREASI INOVASI,1.0,0.0,0.0,0.18,0.16,1
PT SENTRAL MITRA INFORMATIKA TBK,1.0,27.0,421524.27,0.22,0.28,2
PT SENTRAL MITRA LOGISTIK,1.0,0.0,0.0,0.18,0.16,1
PT SENTRAL MUTIARA ENERGY,1.0,0.0,0.0,0.17,0.16,1
PT SENTRAL SOLUSI TEKNOLOGI,1.0,0.0,0.0,0.18,0.16,1
PT SENTRALINDO TEGUH GEMILANG,1.0,0.0,0.0,0.16,0.16,1
PT SENTRALSARI PRIMASENTOSA,5.0,0.0,639422.5,0.21,0.23,2
PT SENTRATAMA NIAGA INDONESIA,0.0,1.0,0.0,0.14,0.15,1
PT SENTRAYASA KARYA BILANG,1.0,0.0,0.0,0.14,0.15,1
PT SENTUL AIR NUSANTARA,1.0,0.0,0.0,0.15,0.16,1
PT SENTUL CITY PROPERTI,1.0,0.0,0.0,0.15,0.16,1
PT SENTUL GRAHA SEJAHTERA,1.0,0.0,0.0,0.15,0.16,1
PT SENTUL PP PROPERTI,1.0,0.0,0.0,0.15,0.16,1
PT SEPALAR YASA KARTIKA,1.0,0.0,0.0,0.15,0.16,1
PT SEPARI ENERGY,0.0,1.0,0.0,0.14,0.15,1
PT SEPATU BATA ONLINE,1.0,0.0,0.0,0.52,0.17,0
PT SEQUIS LIFE ASSURANCE,1.0,0.0,0.0,0.17,0.16,1
PT SERASI AUTORAYA,3.0,0.0,42352.89,0.19,0.17,1
PT SERASI SHIPPING INDONESIA,2.0,0.0,20980.82,0.18,0.17,1
PT SERASIH HOLDICO,0.0,1.0,0.0,0.14,0.15,1
PT SERENA INTI SEJATI,1.0,0.0,0.0,0.39,0.3,0
PT SERIBU MASA BERSAMA,1.0,0.0,0.0,0.16,0.16,1
PT SERIKAT HANTAR EKSPEDISI,1.0,0.0,0.0,0.15,0.16,1
PT SERONGGA SUMBER LESTARI,0.0,1.0,0.0,0.14,0.15,1
PT SERPONG CIPTA KREASI,1.0,0.0,0.0,0.51,0.16,0
PT SERPONG MAS TELEMATIKA,1.0,0.0,0.0,0.18,0.15,1
PT SERPONG NATURA HIJAU SENTOSA,1.0,0.0,0.0,0.15,0.16,1
PT SERUMPUN INDAH LESTARI,3.0,0.0,179463.88,0.21,0.17,1
PT SERVEWELL OFFSHORE,5.0,0.0,40287.95,0.18,0.56,2
PT SERVINDO JAYA UTAMA,1.0,0.0,0.0,0.19,0.15,1
PT SERVIUM GLORY AGRO,1.0,0.0,0.0,0.16,0.18,1
PT SERVO LINTAS RAYA,1.0,0.0,0.0,0.16,0.17,1
PT SETIA AGRO UTAMA,1.0,0.0,0.0,0.14,0.16,1
PT SETIA KAWAN ABADI,1.0,0.0,0.0,0.16,0.17,1
PT SETIA MITRA EDUDHARMA,1.0,0.0,0.0,0.51,0.16,0
PT SETIA MITRA INTIFAJAR,1.0,0.0,0.0,0.51,0.16,0
PT SETIA PRATAMA KONINDO,1.0,0.0,0.0,0.5,0.17,0
PT SETIA PRATAMA LESTARI PELLETIZING,1.0,0.0,0.0,0.18,0.18,1
PT SETIA PRATAMA PELLETIZING INDUSTRIES,1.0,0.0,0.0,0.18,0.16,1
PT SETIA SAPTA,1.0,0.0,0.0,0.18,0.16,1
PT SETIA UTAMA MEDIA APLIKASI,1.0,0.0,0.0,0.14,0.19,1
PT SETIA UTAMA REALTI,1.0,0.0,0.0,0.17,0.16,1
PT SETIA UTAMA SERVICES,1.0,0.0,0.0,0.14,0.19,1
PT SETIAJAYA ERA UNGGUL,1.0,0.0,0.0,0.17,0.16,1
PT SF DIGITAL COMMERCE,1.0,0.0,0.0,0.18,0.15,1
PT SF DIGITAL TERDEPAN,1.0,0.0,0.0,0.18,0.15,1
PT SHA SOLO,1.0,0.0,0.0,0.16,0.16,1
PT SHALUMINDO INVESTAMA,0.0,1.0,0.0,0.12,0.15,1
PT SHANDONG LICHUN POWER PLANT TECHNOLOGY,1.0,0.0,0.0,0.17,0.17,1
PT SHARIA MULTIFINANCE ASTRA,1.0,0.0,0.0,0.18,0.16,1
PT SHARINDO MATRATAMA,2.0,0.0,148140.0,0.18,0.18,1
PT SHARP ELECTRONIC INDONESIA,2.0,0.0,978.87,0.15,0.18,1
PT SHELL INDONESIA,2.0,0.0,236307.5,0.17,0.17,1
PT SHELL MANUFACTURING INDONESIA,1.0,0.0,0.0,0.17,0.15,1
PT SHIELD ON SERVICE TBK,2.0,44.0,856896.08,0.22,0.4,2
PT SHIMA GLOBAL KAPITAL,0.0,1.0,0.0,0.14,0.15,1
PT SHINDO TIARA TUNGGAL,0.0,1.0,0.0,0.14,0.15,1
PT SHINHAN SEKURITAS INDONESIA,0.0,1.0,0.0,0.15,0.15,1
PT SHINTA UTAMA,0.0,1.0,0.0,0.15,0.15,1
PT SHIVA SAKTI STEEL,1.0,0.0,0.0,0.17,0.16,1
PT SHOGUN GLOBAL ADVERTISING,1.0,0.0,0.0,0.15,0.16,1
PT SHOPEE INTERNATIONAL INDONESIA,8.0,0.0,274401.45,0.19,0.2,1
PT SIANTAR MEGAH JAYA,1.0,0.0,0.0,0.14,0.21,1
PT SIANTAR TOP TBK,3.0,4.0,60003.97,0.16,0.3,1
PT SIAP BALI,1.0,0.0,0.0,0.15,0.17,1
PT SIBALEC,2.0,1.0,0.0,0.19,0.19,1
PT SIBALEC BANDENGAN,1.0,0.0,0.0,0.18,0.16,1
PT SIBALEC POWEL CABLE & ELECTRICAL SUPPLY,1.0,0.0,0.0,0.18,0.16,1
PT SICEPAT EKSPRES INDONESIA,8.0,0.0,262815.6,0.19,0.35,2
PT SICEPAT MCASH INDONESIA,3.0,0.0,55.89,0.18,0.18,1
PT SIDO AGUNG AGRO PRIMA,1.0,0.0,0.0,0.16,0.16,1
PT SIDOAGUNG FARM,1.0,0.0,0.0,0.16,0.16,1
PT SIDOMULYO LOGISTIK,1.0,0.0,0.0,0.14,0.16,1
PT SIEGWERK INDONESIA,1.0,0.0,0.0,0.15,0.16,1
PT SIEMENS HEALTHINEERS INDONESIA,1.0,0.0,0.0,0.17,0.16,1
PT SIEMENS INDONESIA,2.0,0.0,44742.53,0.17,0.17,1
PT SIERAD CORPORA,1.0,0.0,0.0,0.17,0.23,1
PT SIGMA CIPTA CARAKA,4.0,0.0,141617.47,0.2,0.21,1
PT SIGMA CIPTA UTAMA,1.0,0.0,0.0,0.18,0.16,1
PT SIGMA ENERGY COMPRESSINDO TBK,1.0,4.0,30442.69,0.19,0.28,1
PT SIGMA ENERGY UTAMA,0.0,1.0,0.0,0.16,0.15,1
PT SIGMA JAYA PRATAMA,1.0,0.0,0.0,0.17,0.15,1
PT SIGMA MEGA GENTA ENERGI,1.0,0.0,0.0,0.18,0.15,1
PT SIGMA MUTIARA,0.0,1.0,0.0,0.17,0.15,1
PT SIGMA NIAGA GAS,1.0,0.0,0.0,0.16,0.21,1
PT SIGMAELTRA PROPERTINDO,1.0,0.0,0.0,0.18,0.16,1
PT SIGMANTARA ALFINDO,0.0,1.0,0.0,0.16,0.15,1
PT SIGNA HUSADA,1.0,0.0,0.0,0.16,0.17,1
PT SILAU KENCANA,1.0,0.0,0.0,0.15,0.16,1
PT SILICA NUSANTARA MINERAL,1.0,0.0,0.0,0.14,0.19,1
PT SILICON VALLEY CONNECTION,0.0,1.0,0.0,0.54,0.15,0
PT SILIKON BALI INDONESIA,1.0,0.0,0.0,0.14,0.18,1
PT SILIWANGI BIMANTARA PERDANA,1.0,0.0,0.0,0.11,0.16,1
PT SILK CHAINS INDONESIA,2.0,0.0,0.0,0.12,0.29,1
PT SILKARGO INDONESIA,1.0,0.0,0.0,0.44,0.17,0
PT SILLO MARITIME PERDANA TBK,2.0,26.0,276866.6,0.18,0.4,2
PT SILOAM EMERGENCY SERVICES,1.0,0.0,0.0,0.14,0.15,1
PT SILOAM GRAHA UTAMA,1.0,0.0,0.0,0.14,0.15,1
PT SILOAM INTERNATIONAL HOSPITALS TBK,3.0,108.0,1076404.43,0.17,0.42,2
PT SILOAM MEDIKA CEMERLANG,1.0,0.0,0.0,0.14,0.15,1
PT SILOAM PACIFIC SEJAHTERA,1.0,0.0,0.0,0.14,0.15,1
PT SILOAM RADIOLOGY INDONESIA,1.0,0.0,0.0,0.14,0.15,1
PT SILOAM SUMSEL KEMITRAAN,1.0,0.0,0.0,0.14,0.15,1
PT SILVER BIRD,1.0,0.0,0.0,0.16,0.16,1
PT SIMBA LOGISTIK,0.0,1.0,0.0,0.15,0.15,1
PT SIMPATINDO MULTI MEDIA,1.0,0.0,0.0,0.14,0.19,1
PT SIMPRUG MAHKOTA INDAH,1.0,0.0,0.0,0.14,0.16,1
PT SIMS JAYA KALTIM,1.0,0.0,0.0,0.17,0.17,1
PT SINAR ABADI CITRANUSA,2.0,0.0,0.0,0.43,0.18,0
PT SINAR ALAM DUTA PERDANA,1.0,0.0,0.0,0.15,0.16,1
PT SINAR ALAM DUTA PERDANA II,2.0,0.0,0.0,0.18,0.21,1
PT SINAR ALAM PERMAI,7.0,0.0,127254.15,0.18,0.6,2
PT SINAR ARTA MULIA,1.0,0.0,0.0,0.13,0.17,1
PT SINAR BINTANG ALBAR,1.0,0.0,0.0,0.17,0.16,1
PT SINAR BINTANG MAKMUR,0.0,1.0,0.0,0.15,0.15,1
PT SINAR BINTANG MULIA,2.0,0.0,8038.04,0.18,0.19,1
PT SINAR BORNEO METALINDO,1.0,0.0,0.0,0.17,0.16,1
PT SINAR BULAN PURNAMA,1.0,0.0,0.0,0.13,0.16,1
PT SINAR CEMERLANG GEMILANG,1.0,0.0,0.0,0.13,0.16,1
PT SINAR CEMERLANG JAYARAYA,0.0,1.0,0.0,0.17,0.15,1
PT SINAR DHARMA ARTHA,1.0,0.0,0.0,0.16,0.17,1
PT SINAR DIGITAL TERDEPAN,1.0,0.0,0.0,0.16,0.15,1
PT SINAR EKA SELARAS TBK,1.0,0.0,0.0,0.16,0.15,1
PT SINAR GEMILANG PERDANA MANDIRI,1.0,0.0,0.0,0.18,0.16,1
PT SINAR GEMILANG SUMBER SEJAHTERA,1.0,0.0,0.0,0.18,0.16,1
PT SINAR GRAHAMAS LESTARI,1.0,0.0,0.0,0.16,0.16,1
PT SINAR INDAHJAYA KENCANA,3.0,0.0,531.57,0.19,0.16,1
PT SINAR INDRA NUSA JAYA,1.0,0.0,0.0,0.14,0.16,1
PT SINAR INTI MAJU,1.0,0.0,0.0,0.18,0.16,1
PT SINAR JAYA INTI MULYA,1.0,0.0,0.0,0.16,0.16,1
PT SINAR KAPUAS KALBAR,0.0,1.0,0.0,0.17,0.15,1
PT SINAR KARYA DUTA ABADI,1.0,0.0,0.0,0.12,0.16,1
PT SINAR KIRANA MULIA,1.0,0.0,0.0,0.15,0.15,1
PT SINAR MAKMUR PRINTING,1.0,0.0,0.0,0.17,0.16,1
PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK,10.0,0.0,1091439.25,0.21,0.26,2
PT SINAR MAS CAKRAWALA,0.0,1.0,0.0,0.45,0.15,0
PT SINAR MAS MULTIARTHA TBK,1.0,2.0,8.0,0.71,0.28,0
PT SINAR MAS TUNGGAL,0.0,1.0,0.0,0.18,0.15,1
PT SINAR MEDIKA FARMA,1.0,0.0,0.0,0.17,0.18,1
PT SINAR MEDIKA SEJAHTERA,1.0,0.0,0.0,0.17,0.18,1
PT SINAR MEDIKA SUTERA,1.0,0.0,0.0,0.17,0.18,1
PT SINAR MENARA DELI,1.0,0.0,0.0,0.14,0.16,1
PT SINAR MITRAMULIA,1.0,0.0,0.0,0.15,0.16,1
PT SINAR NIRWANA SARI,1.0,0.0,0.0,0.17,0.16,1
PT SINAR PERDANA KURNIA ALAM,1.0,0.0,0.0,0.19,0.15,1
PT SINAR POWERINDO UTAMA,2.0,0.0,0.0,0.18,0.17,1
PT SINAR PUSPA PERSADA,1.0,0.0,0.0,0.13,0.16,1
PT SINAR RATU SENTOSA,0.0,1.0,0.0,0.16,0.15,1
PT SINAR SAKTI AGUNG,1.0,0.0,0.0,0.18,0.16,1
PT SINAR SAKTI KIMIA,1.0,0.0,0.0,0.17,0.16,1
PT SINAR SEJAHTERA MANDIRI,1.0,0.0,0.0,0.41,0.2,0
PT SINAR TENGGARONG INTI MULYA,1.0,0.0,0.0,0.14,0.17,1
PT SINAR TERANG ASIA RAYA,0.0,1.0,0.0,0.09,0.15,1
PT SINAR USAHA NUSANTARA,1.0,0.0,0.0,0.17,0.17,1
PT SINAR WIJAYA UTAMA,2.0,0.0,0.0,0.16,0.17,1
