Nama,Jabatan,Afiliasi,KodeEmiten,NamaEmiten
TAN FRANCO AGUNG,DIRECTOR,False,SMKL,PT SATYAMITRA KEMAS LESTARI TBK
HERRYANTO SETIONO HIDAYAT,DIRECTOR,False,SMKL,PT SATYAMITRA KEMAS LESTARI TBK
BURHANUDDIN ABDULLAH,PRESIDENT DIRECTOR,False,SMMA,PT SINAR MAS MULTIARTHA TBK
AGUS LEMAN GUNAWAN,DIRECTOR,False,SMMA,PT SINAR MAS MULTIARTHA TBK
FERITA,DIRECTOR,False,SMMA,PT SINAR MAS MULTIARTHA TBK
FELIX,DIRECTOR,False,SMMA,PT SINAR MAS MULTIARTHA TBK
IRDUMOLY FREDDY PARDEDE,DIRECTOR,False,SMMA,PT SINAR MAS MULTIARTHA TBK
TJONG HUEI WEY,DIRECTOR,False,SMMA,PT SINAR MAS MULTIARTHA TBK
HUANG SHE THONG,PRESIDENT DIRECTOR,False,SMMT,GOLDEN EAGLE ENERGY TBK
NG SEE YONG,DIRECTOR,False,SMMT,GOLDEN EAGLE ENERGY TBK
YULIANA,DIRECTOR,False,SMMT,GOLDEN EAGLE ENERGY TBK
ADRIANTO PITOJO ADI,PRESIDENT DIRECTOR,False,SMRA,PT SUMMARECON AGUNG TBK
SOEGIANTO NAGARIA,DIRECTOR,False,SMRA,PT SUMMARECON AGUNG TBK
HERMAN NAGARIA,DIRECTOR,False,SMRA,PT SUMMARECON AGUNG TBK
LYDIA TJIO,DIRECTOR,False,SMRA,PT SUMMARECON AGUNG TBK
NANIK WIJAYA,DIRECTOR,False,SMRA,PT SUMMARECON AGUNG TBK
SHARIF BENJAMIN,DIRECTOR,False,SMRA,PT SUMMARECON AGUNG TBK
JASON LIM,DIRECTOR,False,SMRA,PT SUMMARECON AGUNG TBK
GANI BUSTAN,PRESIDENT DIRECTOR,False,SMRU,SMR UTAMA TBK
HENDRICK F SAPULETE,DIRECTOR,False,SMRU,SMR UTAMA TBK
DJOJO HARTONO,PRESIDENT DIRECTOR,False,SMSM,SELAMAT SEMPURNA TBK
ANG ANDRI PRIBADI,VICE PRESIDENT,False,SMSM,SELAMAT SEMPURNA TBK
ARIS SETYAPRANARKA,DIRECTOR,False,SMSM,SELAMAT SEMPURNA TBK
RONI KUNTO,DIRECTOR,False,SMSM,SELAMAT SEMPURNA TBK
SUMARNI,DIRECTOR,False,SMSM,SELAMAT SEMPURNA TBK
SAPTO UTOMO HIDAJAT,PRESIDENT DIRECTOR,False,SNLK,PT SUNTER LAKESIDE HOTEL TBK
DANIEL HIDAYAT,DIRECTOR,False,SNLK,PT SUNTER LAKESIDE HOTEL TBK
ALEXANDER HIDAJAT,DIRECTOR,False,SNLK,PT SUNTER LAKESIDE HOTEL TBK
TOTO SANDJAJA,DIRECTOR,False,SNLK,PT SUNTER LAKESIDE HOTEL TBK
PIETERS ADYANA UTOMO,PRESIDENT DIRECTOR,False,SOCI,PT SOECHI LINES TBK
PAULA MARLINA,DIRECTOR,False,SOCI,PT SOECHI LINES TBK
YOHAN SATYA,PRESIDENT DIRECTOR,False,SOFA,PT BOSTON FURNITURE INDUSTRIES TBK
DIMAS ADIYASA WIRYAATMAJA,DIRECTOR,False,SOFA,PT BOSTON FURNITURE INDUSTRIES TBK
ERY YUNASRI,PRESIDENT DIRECTOR,False,SOHO,PT SOHO GLOBAL HEALTH TBK
ROGELIO PAULINO JR CASTILLO LAO,DIRECTOR,False,SOHO,PT SOHO GLOBAL HEALTH TBK
YULIANA,DIRECTOR,False,SOHO,PT SOHO GLOBAL HEALTH TBK
PIERO BRAMBATI,DIRECTOR,False,SOHO,PT SOHO GLOBAL HEALTH TBK
WONG BUDI SETIAWAN,PRESIDENT DIRECTOR,False,SONA,SONA TOPAS TOURISM INDUSTRY TBK
WEI LAWRENCE LAI,VICE PRESIDEN DIRECTOR,False,SONA,SONA TOPAS TOURISM INDUSTRY TBK
MILAN RABOLD,DIRECTOR,False,SONA,SONA TOPAS TOURISM INDUSTRY TBK
VINAY LAMBA,DIRECTOR,False,SONA,SONA TOPAS TOURISM INDUSTRY TBK
VICTORIA TAHIR,DIRECTOR,False,SONA,SONA TOPAS TOURISM INDUSTRY TBK
HARRY WANGIDJAJA,DIRECTOR,False,SONA,SONA TOPAS TOURISM INDUSTRY TBK
YOSHINOBU NAGAO,PRESIDENT DIRECTOR,False,SOSS,PT SHIELD ON SERVICE TBK
AKIRA KAWAMURA,DIRECTOR,False,SOSS,PT SHIELD ON SERVICE TBK
JUN TAGUCHI,DIRECTOR,False,SOSS,PT SHIELD ON SERVICE TBK
DJONO KARJADI,DIRECTOR,False,SOSS,PT SHIELD ON SERVICE TBK
FLORETA TANE,PRESIDENT DIRECTOR,False,SOTS,PT SATRIA MEGA KENCANA TBK
SORTA DELIMA ROSIDA ELISABETH CESILIA PURBA,DIRECTOR,False,SOTS,PT SATRIA MEGA KENCANA TBK
EDWARD SOPANAN,PRESIDENT DIRECTOR,False,SPMA,SUPARMA TBK
JOSEPH SULAIMAN,DIRECTOR,False,SPMA,SUPARMA TBK
BARLI LEOPONCO,DIRECTOR,False,SPMA,SUPARMA TBK
HENDRO LUHUR,DIRECTOR,False,SPMA,SUPARMA TBK
WILLIANTO ALIM,PRESIDENT DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
JOHAN GOJALI,VICE PRESIDEN DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
EFENDY GOJALI,DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
UMARSONO ANDY,DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
IRENE HAMIDJAJA,DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
BENNY SURYANTO,DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
REINHART MULJADI,DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
IWAN TJAHJADI,DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
ROYS TANUDJAJA,DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
ADHI SUDARGO TASMIN,DIRECTOR,False,SPTO,PT SURYA PERTIWI TBK
NAVIN SONTHALIA,PRESIDENT DIRECTOR,False,SRAJ,SEJAHTERARAYA ANUGRAHJAYA TBK
DINI HANDAYANI,DIRECTOR,False,SRAJ,SEJAHTERARAYA ANUGRAHJAYA TBK
JON LIE SARPIN,DIRECTOR,False,SRAJ,SEJAHTERARAYA ANUGRAHJAYA TBK
NAVIN CHANDRA NATHANI,DIRECTOR,False,SRAJ,SEJAHTERARAYA ANUGRAHJAYA TBK
BUDHI MOELJONO,PRESIDENT DIRECTOR,False,SRSN,INDO ACIDATAMA TBK
MULYADI UTOMO BUDHI MOELJONO,VICE PRESIDEN DIRECTOR,False,SRSN,INDO ACIDATAMA TBK
WONG LUKAS YOYOK NURCAHYA,DIRECTOR,False,SRSN,INDO ACIDATAMA TBK
NURDJONO KUSUMOHADI,DIRECTOR,False,SRSN,INDO ACIDATAMA TBK
SHELUMIEL SETIJO,DIRECTOR,False,SRSN,INDO ACIDATAMA TBK
SHARAD GANESH UGRANKAR,DIRECTOR,False,SRSN,INDO ACIDATAMA TBK
MICHAEL WP SOERYADJAYA,PRESIDENT DIRECTOR,False,SRTG,PT SARATOGA INVESTAMA SEDAYA TBK
LANY DJUWITA WONG,DIRECTOR,False,SRTG,PT SARATOGA INVESTAMA SEDAYA TBK
DEVIN WIRAWAN,DIRECTOR,False,SRTG,PT SARATOGA INVESTAMA SEDAYA TBK
JOHANNES SURIADJAJA,PRESIDENT DIRECTOR,False,SSIA,PT SURYA SEMESTA INTERNUSA TBK
THE JOK TUNG,VICE PRESIDEN DIRECTOR,False,SSIA,PT SURYA SEMESTA INTERNUSA TBK
WILSON EFFENDY,DIRECTOR,False,SSIA,PT SURYA SEMESTA INTERNUSA TBK
SONNY SATIA NEGARA,DIRECTOR,False,SSIA,PT SURYA SEMESTA INTERNUSA TBK
AKHMAD FAISYAL,DIRECTOR,False,SSMS,PT SAWIT SUMBERMAS SARANA TBK
JAP HARTONO,PRESIDENT DIRECTOR,False,SSMS,PT SAWIT SUMBERMAS SARANA TBK
JAHJA TANUDJAJA ADELAI,DIRECTOR,False,SSMS,PT SAWIT SUMBERMAS SARANA TBK
ROSHAN CHAKRAVARTHY ADELAI,DIRECTOR,False,SSMS,PT SAWIT SUMBERMAS SARANA TBK
PURNAWAN SURIADI,PRESIDENT DIRECTOR,False,SSTM,SUNSON TEXTILE MANUFACTURER TBK
MAHAYO PUDJIARTO,DIRECTOR,False,SSTM,SUNSON TEXTILE MANUFACTURER TBK
CHRISTOPHER SURIADI,DIRECTOR,False,SSTM,SUNSON TEXTILE MANUFACTURER TBK
MOSFLY ANG,PRESIDENT DIRECTOR,False,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
LIM CHI YIN,DIRECTOR,False,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
GO KOK SIANG,DIRECTOR,False,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
BIE JAN JUSRI,DIRECTOR,False,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
NHARONG SOMCHIT,DIRECTOR,False,STAA,PT SUMBER TANI AGUNG RESOURCES TBK
ASEP MULYANA,PRESIDENT DIRECTOR,False,STAR,PT BUANA ARTHA ANUGERAH TBK
R MUHAMMAD INDRA W,DIRECTOR,False,STAR,PT BUANA ARTHA ANUGERAH TBK
ARMIN,PRESIDENT DIRECTOR,False,STTP,PT SIANTAR TOP TBK
SUWANTO,DIRECTOR,False,STTP,PT SIANTAR TOP TBK
HENG HOK SOEI,DIRECTOR,False,STTP,PT SIANTAR TOP TBK
AMIR SUNARKO,PRESIDENT DIRECTOR,False,SULI,PT SLJ GLOBAL TBK
RUDY GUNAWAN,VICE PRESIDEN DIRECTOR,False,SULI,PT SLJ GLOBAL TBK
BUBUN HASBULLAH,DIRECTOR,False,SULI,PT SLJ GLOBAL TBK
UUN ROUDHOTUL JANNAH,DIRECTOR,False,SULI,PT SLJ GLOBAL TBK
JULIAWATI GUNAWAN HALIM,PRESIDENT DIRECTOR,False,SUPR,SOLUSI TUNAS PRATAMA TBK
WONG TJIN TAK,DIRECTOR,False,SUPR,SOLUSI TUNAS PRATAMA TBK
HARTONO TANUWIDJAJA,DIRECTOR,False,SUPR,SOLUSI TUNAS PRATAMA TBK
WELLINGTON,DIRECTOR,False,SUPR,SOLUSI TUNAS PRATAMA TBK
AGUSTUS SANI NUGROHO,PRESIDENT DIRECTOR,False,SURE,PT SUPER ENERGY TBK
ANDREAS SUGIHARDJO TJENDANA,DIRECTOR,False,SURE,PT SUPER ENERGY TBK
IWAN GOGO BONARDO PARSAULIAN PANJAITAN,DIRECTOR,False,SURE,PT SUPER ENERGY TBK
KEISUKE ITO,DIRECTOR,False,SURE,PT SUPER ENERGY TBK
FAUQI HAPIDEKSO,DIRECTOR,False,SURE,PT SUPER ENERGY TBK
JOHN TIKA,PRESIDENT DIRECTOR,False,TALF,PT TUNAS ALFIN TBK
BERNARDUS BUDIMAN,DIRECTOR,False,TALF,PT TUNAS ALFIN TBK
SAMUEL SOFYAN TIKA,DIRECTOR,False,TALF,PT TUNAS ALFIN TBK
JAMES TIKA,DIRECTOR,False,TALF,PT TUNAS ALFIN TBK
ALEX WIDJAJA,PRESIDENT DIRECTOR,False,TAMA,PT LANCARTAMA SEJATI TBK
KATHRIN WIDJAJA,DIRECTOR,False,TAMA,PT LANCARTAMA SEJATI TBK
KARDJA RAHARDJO,PRESIDENT DIRECTOR,False,TAMU,PT PELAYARAN TAMARIN SAMUDRA TBK
EDI PURWANTO,DIRECTOR,False,TAMU,PT PELAYARAN TAMARIN SAMUDRA TBK
ERIDA,DIRECTOR,False,TAPG,PT TRIPUTRA AGRO PERSADA TBK
GEORGE OETOMO,PRESIDENT DIRECTOR,False,TAPG,PT TRIPUTRA AGRO PERSADA TBK
BUDIARTO ABADI,VICE PRESIDEN DIRECTOR,False,TAPG,PT TRIPUTRA AGRO PERSADA TBK
DHANIEL,PRESIDENT DIRECTOR,False,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
BITRA WIJAYA,DIRECTOR,False,TARA,PT AGUNG SEMESTA SEJAHTERA TBK
JOHANNES B E TRIATMOJO,PRESIDENT DIRECTOR,False,TAXI,EXPRESS TRANSINDO UTAMA TBK
JANNES PHILIPUS CHUANG,DIRECTOR,False,TAXI,EXPRESS TRANSINDO UTAMA TBK
SHAFRUHAN SINUNGAN,DIRECTOR,False,TAXI,EXPRESS TRANSINDO UTAMA TBK
ALEXANDER ANWAR,PRESIDENT DIRECTOR,False,TAYS,PT JAYA SWARASA AGUNG TBK
MELANIA HALIM,DIRECTOR,False,TAYS,PT JAYA SWARASA AGUNG TBK
HERMAN SETYA BUDI,PRESIDENT DIRECTOR,False,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
HARDI WIJAYA LIONG,VICE PRESIDEN DIRECTOR,False,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
BUDIANTO PURWAHJO,DIRECTOR,False,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
HELMY YUSMAN SANTOSO,DIRECTOR,False,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
LEONARDUS WAHYU WASONO MIHARDJO,DIRECTOR,False,TBIG,PT TOWER BERSAMA INFRASTRUCTURE TBK
WIDARTO,PRESIDENT DIRECTOR,False,TBLA,TUNAS BARU LAMPUNG TBK
SUDARMO TASMIN,VICE PRESIDEN DIRECTOR,False,TBLA,TUNAS BARU LAMPUNG TBK
DJUNAIDI NUR,DIRECTOR,False,TBLA,TUNAS BARU LAMPUNG TBK
OEY ALFRED,DIRECTOR,False,TBLA,TUNAS BARU LAMPUNG TBK
MURUGAIAH PERIASAMY,DIRECTOR,False,TBLA,TUNAS BARU LAMPUNG TBK
RAVINDRAN VEERASAMY,DIRECTOR,False,TBLA,TUNAS BARU LAMPUNG TBK
JASON INDRIAN WINATA,DIRECTOR,False,TBLA,TUNAS BARU LAMPUNG TBK
SUGANDHI,DIRECTOR,False,TBLA,TUNAS BARU LAMPUNG TBK
TSUYOSHI KOBAYASHI,PRESIDENT DIRECTOR,False,TBMS,TEMBAGA MULIA SEMANAN TBK
HITOSHI YAMAGUCHI,DIRECTOR,False,TBMS,TEMBAGA MULIA SEMANAN TBK
TORU MURAKAMI,DIRECTOR,False,TBMS,TEMBAGA MULIA SEMANAN TBK
HERRY CAHYO TRI YUNIARTO,DIRECTOR,False,TBMS,TEMBAGA MULIA SEMANAN TBK
HENGKY KARTASASMITA,DIRECTOR,False,TBMS,TEMBAGA MULIA SEMANAN TBK
KOICHI WATANABE,PRESIDENT DIRECTOR,False,TCID,MANDOM INDONESIA TBK
TEIJI IZAWA,DIRECTOR,False,TCID,MANDOM INDONESIA TBK
TORU ONISHI,DIRECTOR,False,TCID,MANDOM INDONESIA TBK
SANYATA ADI SAPUTRA,DIRECTOR,False,TCID,MANDOM INDONESIA TBK
BUDI SUDARTA,DIRECTOR,False,TCID,MANDOM INDONESIA TBK
HIROKAZU KAGAMI,DIRECTOR,False,TCID,MANDOM INDONESIA TBK
HIDEKI NAKAMURA,DIRECTOR,False,TCID,MANDOM INDONESIA TBK
DENRY RAYMOND LELO,PRESIDENT DIRECTOR,False,TCPI,PT TRANSCOAL PACIFIC TBK
BINTANG SEPTO DRESTANTO,DIRECTOR,False,TCPI,PT TRANSCOAL PACIFIC TBK
BUDIMAN KOSTAMAN,DIRECTOR,False,TCPI,PT TRANSCOAL PACIFIC TBK
ANTON RAMADA SARAGIH,DIRECTOR,False,TCPI,PT TRANSCOAL PACIFIC TBK
SUTINA,DIRECTOR,False,TCPI,PT TRANSCOAL PACIFIC TBK
GT DENNY RAMDHANI,PRESIDENT DIRECTOR,False,TEBE,PT DANA BRATA LUHUR TBK
WELLY SUSANTO,DIRECTOR,False,TEBE,PT DANA BRATA LUHUR TBK
MEIJATY JAWIDJAJA,PRESIDENT DIRECTOR,False,TELE,PT OMNI INOVASI INDONESIA TBK
MARSHEL SETIAWAN,DIRECTOR,False,TELE,PT OMNI INOVASI INDONESIA TBK
SETIAWAN PARIKESIT KENCANA,PRESIDENT DIRECTOR,False,TFAS,PT TELEFAST INDONESIA TBK
TATI RAMAWATI,DIRECTOR,False,TFAS,PT TELEFAST INDONESIA TBK
LIANNE WIDJAJA,PRESIDENT DIRECTOR,False,TGKA,TIGARAKSA SATRIA TBK
ADHI B SUPIT,DIRECTOR,False,TGKA,TIGARAKSA SATRIA TBK
EDDY SUTISNA,DIRECTOR,False,TGKA,TIGARAKSA SATRIA TBK
DJANI SUTEDJA,PRESIDENT DIRECTOR,False,TGRA,PT TERREGRA ASIA ENERGY
DANIEL TAGU DEDO,DIRECTOR,False,TGRA,PT TERREGRA ASIA ENERGY
CHO JAESEONG,PRESIDENT DIRECTOR,False,TIFA,KDB TIFA FINANCE TBK
EUN SEONGHYUK,DIRECTOR,False,TIFA,KDB TIFA FINANCE TBK
INA DASHINTA HAMID,DIRECTOR,False,TIFA,KDB TIFA FINANCE TBK
ADE RAFIDA SAULINA SAMOSIR,DIRECTOR,False,TIFA,KDB TIFA FINANCE TBK
RESTU WIDIYANTORO,PRESIDENT DIRECTOR,False,TINS,PT TIMAH TBK
FINA ELIANI,DIRECTOR,False,TINS,PT TIMAH TBK
NUR ADI KUNCORO,DIRECTOR,False,TINS,PT TIMAH TBK
SUHENDRA YUSUF RATUPRAWIRANEGARA,DIRECTOR,False,TINS,PT TIMAH TBK
ANDI SETO GADHISTA ASAPA,DIRECTOR,False,TINS,PT TIMAH TBK
TOTOK INDRATNO,PRESIDENT DIRECTOR,False,TIRA,TIRA AUSTENITE TBK
SOESENO ADI,DIRECTOR,False,TIRA,TIRA AUSTENITE TBK
STEPHEN TEN,DIRECTOR,False,TIRA,TIRA AUSTENITE TBK
DJOHAN SURJA PUTRA,PRESIDENT DIRECTOR,False,TIRT,TIRTA MAHAKAM RESOURCES TBK
POHAN WIJAYA PO,DIRECTOR,False,TIRT,TIRTA MAHAKAM RESOURCES TBK
SUHENDRA WIRIADINATA,PRESIDENT DIRECTOR,False,TKIM,PABRIK KERTAS TJIWI KIMIA TBK
AGUSTIAN RACHMANSJAH PARTAWIDJAJA,DIRECTOR,False,TKIM,PABRIK KERTAS TJIWI KIMIA TBK
ALFIAN LIM,DIRECTOR,False,TKIM,PABRIK KERTAS TJIWI KIMIA TBK
MEGAWATY TJENDRA,DIRECTOR,False,TKIM,PABRIK KERTAS TJIWI KIMIA TBK
ANDRE RIDWAN,DIRECTOR,False,TKIM,PABRIK KERTAS TJIWI KIMIA TBK
DIAN SISWARINI,PRESIDENT DIRECTOR,False,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
HONESTI BASYIR,DIRECTOR,False,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
HENRY CHRISTIADI,DIRECTOR,False,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
ARTHUR ANGELO SYAILENDRA,DIRECTOR,False,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
VERANITA YOSEPHINE,DIRECTOR,False,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
NANANG HENDARNO,DIRECTOR,False,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
FAIZAL ROCHMAD DJOEMADI,DIRECTOR,False,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
SENO SOEMADJI,DIRECTOR,False,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
MUHAMMAD AWALUDDIN,VICE PRESIDENT,False,TLKM,PT TELKOM INDONESIA (PERSERO) TBK
RICKY EFFENDI,PRESIDENT DIRECTOR,False,TMAS,PT TEMAS TBK
GANNY ZHENG,DIRECTOR,False,TMAS,PT TEMAS TBK
WIDY KISWANTO,DIRECTOR,False,TMAS,PT TEMAS TBK
ARIF ZULKFILI,PRESIDENT DIRECTOR,False,TMPO,TEMPO INTI MEDIA TBK
ANAK AGUNG GDE WAHYU DHYATMIKA,DIRECTOR,False,TMPO,TEMPO INTI MEDIA TBK
SEBASTAIN KINAATMAJA,DIRECTOR,False,TMPO,TEMPO INTI MEDIA TBK
BUDI SETYARSO,DIRECTOR,False,TMPO,TEMPO INTI MEDIA TBK
ADE LIESNASARI,DIRECTOR,False,TMPO,TEMPO INTI MEDIA TBK
RENDRA PRAPANTSA,PRESIDENT DIRECTOR,False,TNCA,PT TRIMUDA NUANSA CITRA TBK
ARI WIDIATMOKO,DIRECTOR,False,TNCA,PT TRIMUDA NUANSA CITRA TBK
DICKY YORDAN,PRESIDENT DIRECTOR,False,TOBA,PT TBS ENERGI UTAMA TBK
ALVIN FIRMAN SUNANDA,DIRECTOR,False,TOBA,PT TBS ENERGI UTAMA TBK
JULI OKTARINA,DIRECTOR,False,TOBA,PT TBS ENERGI UTAMA TBK
MUFTI UTOMO,DIRECTOR,False,TOBA,PT TBS ENERGI UTAMA TBK
SUDHARMONO SARAGIH,DIRECTOR,False,TOBA,PT TBS ENERGI UTAMA TBK
JANTI KOMADJAJA,PRESIDENT DIRECTOR,False,TOTL,TOTAL BANGUN PERSADA TBK
LIO SUDARTO,DIRECTOR,False,TOTL,TOTAL BANGUN PERSADA TBK
MOELJATI SOETRISNO,DIRECTOR,False,TOTL,TOTAL BANGUN PERSADA TBK
SALEH,DIRECTOR,False,TOTL,TOTAL BANGUN PERSADA TBK
RASYID DAULAY,DIRECTOR,False,TOTL,TOTAL BANGUN PERSADA TBK
HANAFI ATMADIREDJA,PRESIDENT DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
HIROSHI TOMONARI,VICE PRESIDEN DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
JULIAWAN SARI,DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
NG AGUS SETIAWAN,DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
JUNICHI KIDA,DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
FERRY PRAJOGO,DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
CIN CHIN,DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
TORU YAMAMURA,DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
SHOICHIRO MORITA,DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
ANTON BUDIMAN,DIRECTOR,False,TOTO,SURYA TOTO INDONESIA TBK
FERDINANDUS AMING SANTOSO,PRESIDENT DIRECTOR,False,TOWR,SARANA MENARA NUSANTARA TBK
EKO SANTOSO HADIPRODJO,DIRECTOR,False,TOWR,SARANA MENARA NUSANTARA TBK
INDRA GUNAWAN,DIRECTOR,False,TOWR,SARANA MENARA NUSANTARA TBK
ANITA ANWAR,DIRECTOR,False,TOWR,SARANA MENARA NUSANTARA TBK
SUWIT WIWATTANAWANICH,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
EDI RIVA I,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
RAYMOND BUDHIN,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
ERWIN CIPUTRA,PRESIDENT DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
PHOLAVIT THIEBPATTAMA,VICE PRESIDEN DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
BARITONO PRAJOGO PANGESTU,VICE PRESIDEN DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
ANDRE KHOR KAH HIN,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
FRANSISKUS RULY ARYAWAN,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
SURYANDI,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
NONGNAPAT SAISUTHI,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
WITTAYA GUNTAWANG,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
RONALD SIHOMBING,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
HAMIM THOHARI,DIRECTOR,False,TPIA,PT CHANDRA ASRI PACIFIC TBK
RONNY KURNIAWAN,PRESIDENT DIRECTOR,False,TPMA,TRANS POWER MARINE TBK
DANIEL WARDOJO,VICE PRESIDEN DIRECTOR,False,TPMA,TRANS POWER MARINE TBK
RUDY SUTIONO,DIRECTOR,False,TPMA,TRANS POWER MARINE TBK
AMAN SUAEDI,DIRECTOR,False,TPMA,TRANS POWER MARINE TBK
PHILMON SAMUEL TANURI,PRESIDENT DIRECTOR,False,TRIM,PT TRIMEGAH SEKURITAS INDONESIA TBK
DAVID AGUS,DIRECTOR,False,TRIM,PT TRIMEGAH SEKURITAS INDONESIA TBK
ANUNG RONY HASCARYO,DIRECTOR,False,TRIM,PT TRIMEGAH SEKURITAS INDONESIA TBK
ISHAK CHANDRA,PRESIDENT DIRECTOR,False,TRIN,PT PERINTIS TRINITI PROPERTI TBK
CHANDRA,DIRECTOR,False,TRIN,PT PERINTIS TRINITI PROPERTI TBK
JOHANES L ANDAYAPRANA,DIRECTOR,False,TRIN,PT PERINTIS TRINITI PROPERTI TBK
DANNY SUTRADEWA,DIRECTOR,False,TRIN,PT PERINTIS TRINITI PROPERTI TBK
YOHANES EDDY CHRISTIANTO,DIRECTOR,False,TRIN,PT PERINTIS TRINITI PROPERTI TBK
SUGIONO WIYONO SUGIALAM,PRESIDENT DIRECTOR,False,TRIO,TRIKOMSEL OKE TBK
MATTHEW PAUL RICHARDS,DIRECTOR,False,TRIO,TRIKOMSEL OKE TBK
JASON ALEKSANDER KARDACHI,DIRECTOR,False,TRIO,TRIKOMSEL OKE TBK
WIDJAYA DJOHAN,PRESIDENT DIRECTOR,False,TRIS,TRISULA INTERNATIONAL TBK
KARTONO BUDIMAN,DIRECTOR,False,TRIS,TRISULA INTERNATIONAL TBK
MARCUS HARIANTO B,DIRECTOR,False,TRIS,TRISULA INTERNATIONAL TBK
KIM JOONSEOK,PRESIDENT DIRECTOR,False,TRJA,PT TRANSKON JAYA TBK
PARK JUNG OOK,DIRECTOR,False,TRJA,PT TRANSKON JAYA TBK
REX ALEXANDER JOSEPH SYAUTA,DIRECTOR,False,TRJA,PT TRANSKON JAYA TBK
KIM TAEJAE,DIRECTOR,False,TRJA,PT TRANSKON JAYA TBK
HANANTO,PRESIDENT DIRECTOR,False,TRST,TRIAS SENTOSA TBK
SILVESTER TERISNO,DIRECTOR,False,TRST,TRIAS SENTOSA TBK
NANI TINA ASMARA,DIRECTOR,False,TRST,TRIAS SENTOSA TBK
YOHANES EDDY CHRISTIANTO,PRESIDENT DIRECTOR,False,TRUE,PT TRINITI DINAMIK TBK
CHANDRA,DIRECTOR,False,TRUE,PT TRINITI DINAMIK TBK
SEPTIAN STARLIN,DIRECTOR,False,TRUE,PT TRINITI DINAMIK TBK
BUDI GUNAWAN,PRESIDENT DIRECTOR,False,TRUK,PT GUNA TIMUR RAYA TBK
MEMEN ADIWIJAYA KUSUMAH,DIRECTOR,False,TRUK,PT GUNA TIMUR RAYA TBK
DIANA WIRAWAN,VICE PRESIDEN DIRECTOR,False,TSPC,TEMPO SCAN PACIFIC TBK
LIZA PRASODJO,VICE PRESIDEN DIRECTOR,False,TSPC,TEMPO SCAN PACIFIC TBK
I MADE DHARMA WIJAYA,PRESIDENT DIRECTOR,False,TSPC,TEMPO SCAN PACIFIC TBK
LINDA LUKITASARI,DIRECTOR,False,TSPC,TEMPO SCAN PACIFIC TBK
SHANIA,DIRECTOR,False,TSPC,TEMPO SCAN PACIFIC TBK
RORITA LIM,DIRECTOR,False,TSPC,TEMPO SCAN PACIFIC TBK
