Nama,Jabatan,Afiliasi,KodeEmiten,NamaEmiten
JO ANULA PUTRA,DIRECTOR,False,BANK,PT BANK ALADIN SYARIAH TBK
BAIQ NADEA DZURRIATIN,DIRECTOR,False,BANK,PT BANK ALADIN SYARIAH TBK
WARINTON SIMANJUNTAK,PRESIDENT DIRECTOR,False,BAPA,BEKASI ASRI PEMULA TBK
YAKOBUS TRIGUNO,DIRECTOR,False,BAPA,BEKASI ASRI PEMULA TBK
HIDAYAT RATMAN,DIRECTOR,False,BAPI,PT BHAKTI AGUNG PROPERTINDO TBK
AHMAD SURAHMAN,PRESIDENT DIRECTOR,False,BAPI,PT BHAKTI AGUNG PROPERTINDO TBK
SUSAN HADIYANI,DIRECTOR,False,BAPI,PT BHAKTI AGUNG PROPERTINDO TBK
HATTA TUTUKO,DIRECTOR,False,BATA,SEPATU BATA TBK
AHMAD DANIAL,DIRECTOR,False,BATA,SEPATU BATA TBK
PRIMA ANDHIKA IRAWATI,DIRECTOR,False,BATA,SEPATU BATA TBK
IAN DUNCAN MCNAB COWE,DIRECTOR,False,BATA,SEPATU BATA TBK
FOONG TAK HOY,PRESIDENT DIRECTOR,False,BAUT,PT MITRA ANGKASA SEJAHTERA TBK
SIMON HENDIAWAN,DIRECTOR,False,BAUT,PT MITRA ANGKASA SEJAHTERA TBK
AGUSTINUS KASJAYA PAKE SEKO,PRESIDENT DIRECTOR,False,BAYU,BAYU BUANA TBK
HARDY KARUNIAWAN,DIRECTOR,False,BAYU,BAYU BUANA TBK
KUSUWANDI TAMIN,DIRECTOR,False,BAYU,BAYU BUANA TBK
GREGORY HENDRA LEMBONG,PRESIDENT DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
ARMAND WAHYUDI HARTONO,VICE PRESIDEN DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
JOHN KOSASIH,VICE PRESIDEN DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
TAN HO HIEN SUBUR,DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
RUDY SUSANTO,DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
LIANAWATY SUWONO,DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
SANTOSO,DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
VERA EVE LIM,DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
HARYANTO TIARA BUDIMAN,DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
FRENGKY CHANDRA KUSUMA,DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
ANTONIUS WIDODO MULYONO,DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
HENDRA TANUMIHARDJA,DIRECTOR,False,BBCA,PT BANK CENTRAL ASIA TBK
ARI YANUANTO ASAH,DIRECTOR,False,BBHI,PT ALLO BANK INDONESIA TBK
GANDA SAPUTRA RUSLI,DIRECTOR,False,BBHI,PT ALLO BANK INDONESIA TBK
INDRA UTOYO,PRESIDENT DIRECTOR,False,BBHI,PT ALLO BANK INDONESIA TBK
SAJAL BHATNAGAR,DIRECTOR,False,BBHI,PT ALLO BANK INDONESIA TBK
KUNARDY DARMA LIE,PRESIDENT DIRECTOR,False,BBKP,PT BANK KB INDONESIA TBK
ROBBY MONDONG,VICE PRESIDENT,False,BBKP,PT BANK KB INDONESIA TBK
DODI WIDJAJANTO,DIRECTOR,False,BBKP,PT BANK KB INDONESIA TBK
HENRY SAWALI,DIRECTOR,False,BBKP,PT BANK KB INDONESIA TBK
JUNG HO HAN,DIRECTOR,False,BBKP,PT BANK KB INDONESIA TBK
JUNG HYUK IM,DIRECTOR,False,BBKP,PT BANK KB INDONESIA TBK
YANNUAR ALIN,PRESIDENT DIRECTOR,False,BBLD,BUANA FINANCE TBK
HERMAN LESMANA,DIRECTOR,False,BBLD,BUANA FINANCE TBK
MARIANA SETYADI,DIRECTOR,False,BBLD,BUANA FINANCE TBK
ACHMAD SUHERMAN KARTASASMITA,PRESIDENT DIRECTOR,False,BBMD,PT BANK MESTIKA DHARMA TBK
HENDRA HALIM,VICE PRESIDEN DIRECTOR,False,BBMD,PT BANK MESTIKA DHARMA TBK
ANDY,DIRECTOR,False,BBMD,PT BANK MESTIKA DHARMA TBK
HARUN ANSARI,DIRECTOR,False,BBMD,PT BANK MESTIKA DHARMA TBK
YUSRI HADI,DIRECTOR,False,BBMD,PT BANK MESTIKA DHARMA TBK
PUTRAMA W SETYAWAN,PRESIDENT DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
CORINA LEYLA KARNALIES,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
HUSSEIN PAOLO KARTADJOEMENA,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
DAVID PIRZADA,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
RONNY VENIR,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
MUNADI HERLAMBANG,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
TOTO PRASETIO,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
AGUNG PRABOWO,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
ALEXANDRA ASKANDAR,VICE PRESIDENT,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
RIAN KASLAN,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
ABU SANTOSA,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
MUHAMMAD IQBAL,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
EKO SETYO NUGROHO,DIRECTOR,False,BBNI,PT BANK NEGARA INDONESIA (PERSERO) TBK
AHMAD SOLICHIN LUTFIYANTO,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
AGUS NOORSANTO,VICE PRESIDENT,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
VIVIANA DYAH AYU RETNO,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
HERY GUNARDI,PRESIDENT DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
HAKIM PUTRATAMA,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
RIKO TASMAYA,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
AQUARIUS RUDIANTO,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
FARIDA THAMRIN,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
AKHMAD PURWAKAJAYA,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
ALEXANDER DIPPO PARIS Y S,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
NANCY ADISTYASARI,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
MUCHAROM,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
SALADIN DHARMA NUGRAHA EFFENDI,DIRECTOR,False,BBRI,PT BANK RAKYAT INDONESIA (PERSERO) TBK
SEAN LEE YUN FENG,DIRECTOR,False,BBRM,PELAYARAN NASIONAL BINA BUANA RAYA TBK
NAIM MACHZYUMI,PRESIDENT DIRECTOR,False,BBRM,PELAYARAN NASIONAL BINA BUANA RAYA TBK
LIE LY,DIRECTOR,False,BBRM,PELAYARAN NASIONAL BINA BUANA RAYA TBK
ANTON HERMAWAN,PRESIDENT DIRECTOR,False,BBSI,PT KROM BANK INDONESIA TBK
ALVIN JAMES KURNIAWAN,DIRECTOR,False,BBSI,PT KROM BANK INDONESIA TBK
WISAKSANA DJAWI,DIRECTOR,False,BBSI,PT KROM BANK INDONESIA TBK
LANIWATI TJANDRA,DIRECTOR,False,BBSI,PT KROM BANK INDONESIA TBK
TAN ALIE,DIRECTOR,False,BBSI,PT KROM BANK INDONESIA TBK
FELIX SOESANTO,PRESIDENT DIRECTOR,False,BBSS,PT BUMI BENOWO SUKSES SEJAHTERA TBK
ALBERTA SOESANTO,DIRECTOR,False,BBSS,PT BUMI BENOWO SUKSES SEJAHTERA TBK
NIXON LP NAPITUPULU,PRESIDENT DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
HIRWANDI GAFAR,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
SETIYO WIBOWO,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
NOFRY RONY POETRA,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
EKO WALUYO,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
ONI FEBRIARTO RAHARDJO,VICE PRESIDENT,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
I NYOMAN SUGIRI YASA,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
VENDA YUNIARTI,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
RULLY SETIAWAN,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
HELMY AFRISA NUGROHO,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
HERMITA,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
TAN JACKY CHEN,DIRECTOR,False,BBTN,PT BANK TABUNGAN NEGARA (PERSERO) TBK
ERI BUDIONO,PRESIDENT DIRECTOR,False,BBYB,PT BANK NEO COMMERCE TBK
ADITYA WAHYU WINDARWO,DIRECTOR,False,BBYB,PT BANK NEO COMMERCE TBK
RICKO IRWANTO,DIRECTOR,False,BBYB,PT BANK NEO COMMERCE TBK
DANIEL ARMANTO,DIRECTOR,False,BBYB,PT BANK NEO COMMERCE TBK
MASHUDI HAMKA,PRESIDENT DIRECTOR,False,BCAP,MNC KAPITAL INDONESIA TBK
ANTHONY PUTRA TJIPTODIHARDJO,DIRECTOR,False,BCAP,MNC KAPITAL INDONESIA TBK
PETER FAJAR,DIRECTOR,False,BCAP,MNC KAPITAL INDONESIA TBK
MUHAMMAD SUHADA,DIRECTOR,False,BCAP,MNC KAPITAL INDONESIA TBK
MAHJUDIN,DIRECTOR,False,BCAP,MNC KAPITAL INDONESIA TBK
RITSUO FUKADAI,PRESIDENT DIRECTOR,False,BCIC,PT BANK JTRUST INDONESIA TBK
FELIX ISTYONO HARTADI TIONO,DIRECTOR,False,BCIC,PT BANK JTRUST INDONESIA TBK
HELMI ARIEF HIDAYAT,DIRECTOR,False,BCIC,PT BANK JTRUST INDONESIA TBK
CHO WON JUNE,DIRECTOR,False,BCIC,PT BANK JTRUST INDONESIA TBK
R DJOKO PRAYITNO,DIRECTOR,False,BCIC,PT BANK JTRUST INDONESIA TBK
WIDJAJA HENDRA,DIRECTOR,False,BCIC,PT BANK JTRUST INDONESIA TBK
MASAYOSHI KOBAYASHI,VICE PRESIDENT,False,BCIC,PT BANK JTRUST INDONESIA TBK
EDWARD HALIM,PRESIDENT DIRECTOR,False,BCIP,BUMI CITRA PERMAI TBK
HANDRY SOESANTO,DIRECTOR,False,BCIP,BUMI CITRA PERMAI TBK
WAGIMAN TANTO,DIRECTOR,False,BCIP,BUMI CITRA PERMAI TBK
HONGGO WIDJOJO KANGMASTO,VICE PRESIDENT,False,BDMN,PT BANK DANAMON INDONESIA TBK
RITA MIRASARI,DIRECTOR,False,BDMN,PT BANK DANAMON INDONESIA TBK
DADI BUDIANA,DIRECTOR,False,BDMN,PT BANK DANAMON INDONESIA TBK
HERRY HYKMANTO,DIRECTOR,False,BDMN,PT BANK DANAMON INDONESIA TBK
THOMAS SUDARMA,DIRECTOR,False,BDMN,PT BANK DANAMON INDONESIA TBK
DAISUKE EJIMA,PRESIDENT DIRECTOR,False,BDMN,PT BANK DANAMON INDONESIA TBK
JIN YOSHIDA,DIRECTOR,False,BDMN,PT BANK DANAMON INDONESIA TBK
YENNY SISWANTO,DIRECTOR,False,BDMN,PT BANK DANAMON INDONESIA TBK
IMAM SUBOWO,PRESIDENT DIRECTOR,False,BEEF,PT ESTIKA TATA TIARA TBK
EDIE,DIRECTOR,False,BEEF,PT ESTIKA TATA TIARA TBK
MUHAMMAD BUSTHAMI,PRESIDENT DIRECTOR,False,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
BAMBANG WIDYATMOKO,DIRECTOR,False,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
RODI JUDO DAHONO,DIRECTOR,False,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
EKO VIRGIANTO,DIRECTOR,False,BEKS,PT BANK PEMBANGUNAN DAERAH BANTEN TBK
KARSONGNO WONGSO DJAJA,PRESIDENT DIRECTOR,False,BELL,PT TRISULA TEXTILE INDUSTRIES TBK
WAGIYONO,DIRECTOR,False,BELL,PT TRISULA TEXTILE INDUSTRIES TBK
HERU JATMIKO HARRIANTO,DIRECTOR,False,BELL,PT TRISULA TEXTILE INDUSTRIES TBK
LUKAS GINTING,DIRECTOR,False,BELL,PT TRISULA TEXTILE INDUSTRIES TBK
MAULANA MUHAMMAD,PRESIDENT DIRECTOR,False,BESS,PT BATULICIN NUSANTARA MARITIM TBK
YULIANA,DIRECTOR,False,BESS,PT BATULICIN NUSANTARA MARITIM TBK
LEO YULIANTO SUTEDJA,PRESIDENT DIRECTOR,False,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
SWAN MIE RUDY TANARDI,DIRECTOR,False,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
HIROKI YOSHITAKE,DIRECTOR,False,BEST,BEKASI FAJAR INDUSTRIAL ESTATE TBK
SUTADI,PRESIDENT DIRECTOR,False,BFIN,BFI FINANCE INDONESIA TBK
SUDJONO,DIRECTOR,False,BFIN,BFI FINANCE INDONESIA TBK
GOKLAS,DIRECTOR,False,BFIN,BFI FINANCE INDONESIA TBK
TAN RUDY EDDYWIDJAJA,DIRECTOR,False,BFIN,BFI FINANCE INDONESIA TBK
IWAN,DIRECTOR,False,BFIN,BFI FINANCE INDONESIA TBK
SETIAWAN KUMALA,PRESIDENT DIRECTOR,False,BGTG,PT BANK GANESHA TBK
ARIF WICAKSONO,DIRECTOR,False,BGTG,PT BANK GANESHA TBK
SUROSO,DIRECTOR,False,BGTG,PT BANK GANESHA TBK
IBRAHIM,DIRECTOR,False,BGTG,PT BANK GANESHA TBK
DIMAS TEGUH MULYANTO,PRESIDENT DIRECTOR,False,BHAT,PT BHAKTI MULTI ARTHA TBK
CHADAFY MARADEN SIBARANI,DIRECTOR,False,BHAT,PT BHAKTI MULTI ARTHA TBK
HARY TANOESOEDIBJO,PRESIDENT DIRECTOR,False,BHIT,PT MNC ASIA HOLDING TBK
SUSANTY TJANDRA SANUSI,VICE PRESIDENT,False,BHIT,PT MNC ASIA HOLDING TBK
TIEN,DIRECTOR,False,BHIT,PT MNC ASIA HOLDING TBK
HENRY SUPARMAN,DIRECTOR,False,BHIT,PT MNC ASIA HOLDING TBK
MASHUDI HAMKA,DIRECTOR,False,BHIT,PT MNC ASIA HOLDING TBK
SANTI PARAMITA,DIRECTOR,False,BHIT,PT MNC ASIA HOLDING TBK
BAMBANG SETIYONO,PRESIDENT DIRECTOR,False,BIMA,PRIMARINDO ASIA INFRASTRUCTURE TBK
DAVID JAHJA,VICE PRESIDENT,False,BIMA,PRIMARINDO ASIA INFRASTRUCTURE TBK
YATI NURHAYATI,DIRECTOR,False,BIMA,PRIMARINDO ASIA INFRASTRUCTURE TBK
HENRY KOENAIFI,PRESIDENT DIRECTOR,False,BINA,PT BANK INA PERDANA TBK
YULIUS PURNAMA JUNAEDI,VICE PRESIDENT,False,BINA,PT BANK INA PERDANA TBK
KIUNG HUI NGO,DIRECTOR,False,BINA,PT BANK INA PERDANA TBK
ADHIPUTRA TANOYO,DIRECTOR,False,BINA,PT BANK INA PERDANA TBK
YANDY RAMADHANI,DIRECTOR,False,BINA,PT BANK INA PERDANA TBK
DEWI KURNIAWATI PRODJOHARTONO,DIRECTOR,False,BINA,PT BANK INA PERDANA TBK
HONG ZHISHAN,PRESIDENT DIRECTOR,False,BINO,PT PERMA PLASINDO TBK
ARMAN DHARMA LAKSANA,DIRECTOR,False,BINO,PT PERMA PLASINDO TBK
LIE FONDA,DIRECTOR,False,BINO,PT PERMA PLASINDO TBK
ARIANTO SJARIEF,PRESIDENT DIRECTOR,False,BIPP,BHUWANATALA INDAH PERMAI TBK
MICHELLE ELISA RUSLI,DIRECTOR,False,BIPP,BHUWANATALA INDAH PERMAI TBK
IVAN JONATHAN,DIRECTOR,False,BIPP,BHUWANATALA INDAH PERMAI TBK
ADRIANTO DJOKOSOETONO,PRESIDENT DIRECTOR,False,BIRD,PT BLUE BIRD TBK
SIGIT PRIAWAN DJOKOSOETONO,VICE PRESIDENT,False,BIRD,PT BLUE BIRD TBK
IRAWATY SALIM,DIRECTOR,False,BIRD,PT BLUE BIRD TBK
AGUS SAPUTRA WIJAYA,PRESIDENT DIRECTOR,False,BISI,BISI INTERNATIONAL TBK
PUTU DARSANA,DIRECTOR,False,BISI,BISI INTERNATIONAL TBK
ARIEF TONNY KUSUMA,DIRECTOR,False,BISI,BISI INTERNATIONAL TBK
ADHI KRISTANTO,DIRECTOR,False,BISI,BISI INTERNATIONAL TBK
YUSUF SAADUDIN,PRESIDENT DIRECTOR,False,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
JOKO HARTONO KALISMAN,DIRECTOR,False,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
HANA DARTIWAN,DIRECTOR,False,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
MULYANA,DIRECTOR,False,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
NUNUNG SUHARTINI,DIRECTOR,False,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
AYI SUBARNA,DIRECTOR,False,BJBR,BANK PEMBANGUNAN DAERAH JAWA BARAT DAN BANTEN TBK
WINARDI LEGOWO,PRESIDENT DIRECTOR,False,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
R ARIEF WICAKSONO,VICE PRESIDENT,False,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
TONNY PRASETYO,DIRECTOR,False,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
UMI RODIYAH,DIRECTOR,False,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
RM WAHYUKUSUMO WISNUBROTO,DIRECTOR,False,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
ARIF SUHIRMAN,DIRECTOR,False,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
WIWEKO PROBOJAKTI,DIRECTOR,False,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
WIOGA ADHIARMA AJI,DIRECTOR,False,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR TBK
HIRAMSYAH SAMBUDHY THAIB,PRESIDENT DIRECTOR,False,BKSL,SENTUL CITY TBK
DANIEL OTTO KUMALA,DIRECTOR,False,BKSL,SENTUL CITY TBK
STEPHANIE ALIM,DIRECTOR,False,BKSL,SENTUL CITY TBK
TJETJE MULJANTO,DIRECTOR,False,BKSL,SENTUL CITY TBK
ADI SYAHRUZAD,DIRECTOR,False,BKSL,SENTUL CITY TBK
HARTAN GUNADI HARJA,DIRECTOR,False,BKSL,SENTUL CITY TBK
JEYSON PRIBADI,DIRECTOR,False,BKSL,SENTUL CITY TBK
WINDIARTONO TABINGIN,DIRECTOR,False,BKSW,PT BANK QNB INDONESIA TBK
NICK GROENE,PRESIDENT DIRECTOR,False,BKSW,PT BANK QNB INDONESIA TBK
GEDE SHANTA WIGUNA,DIRECTOR,False,BKSW,PT BANK QNB INDONESIA TBK
MARIO UTAMA,DIRECTOR,False,BKSW,PT BANK QNB INDONESIA TBK
SIANA ANGGRAENI SURYA,PRESIDENT DIRECTOR,False,BLTA,BERLIAN LAJU TANKER TBK
A YULIAN H ERNANTO,DIRECTOR,False,BLTA,BERLIAN LAJU TANKER TBK
BENNY RACHMAT,DIRECTOR,False,BLTA,BERLIAN LAJU TANKER TBK
NAH JEONGHUN,PRESIDENT DIRECTOR,False,BLTZ,PT GRAHA LAYAR PRIMA TBK
YANG CHEOLUNG,DIRECTOR,False,BLTZ,PT GRAHA LAYAR PRIMA TBK
TOBIAS ERNST CHUN DAMEK,DIRECTOR,False,BLTZ,PT GRAHA LAYAR PRIMA TBK
TAN BOON SHING,DIRECTOR,False,BLTZ,PT GRAHA LAYAR PRIMA TBK
HARYANI SUWIRMAN,DIRECTOR,False,BLTZ,PT GRAHA LAYAR PRIMA TBK
HERMAN TANSRI,PRESIDENT DIRECTOR,False,BLUE,PT BERKAH PRIMA PERKASA TBK
FADJAR TASRIF,DIRECTOR,False,BLUE,PT BERKAH PRIMA PERKASA TBK
KASEMSRI CHAROENSIDDHI,PRESIDENT DIRECTOR,False,BMAS,PT BANK MASPION INDONESIA TBK
JUNITA WANGSADINATA,DIRECTOR,False,BMAS,PT BANK MASPION INDONESIA TBK
IIS HERIJATI,DIRECTOR,False,BMAS,PT BANK MASPION INDONESIA TBK
VIKTOR EBENHEIZER FANGGIDAE,DIRECTOR,False,BMAS,PT BANK MASPION INDONESIA TBK
JEFFREY BOB KARMAN,DIRECTOR,False,BMAS,PT BANK MASPION INDONESIA TBK
AGUS HERU DARJONO,PRESIDENT DIRECTOR,False,BMHS,PT BUNDAMEDIK TBK
CUNCUN WIJAYA,DIRECTOR,False,BMHS,PT BUNDAMEDIK TBK
EMILIA ROULI,DIRECTOR,False,BMHS,PT BUNDAMEDIK TBK
RIDUAN,PRESIDENT DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
DANIS SUBYANTORO,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
ARI RIZALDI,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
MOCHAMAD RIZALDI,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
SAPTARI,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
NOVITA WIDYA ANGGRAINI,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
TIMOTHY UTAMA,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
EKA FITRIA,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
TOTOK PRIYAMBODO,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
JAN WINSTON TAMBUNAN,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
HENRY PANJAITAN,VICE PRESIDENT,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
SUNARTO,DIRECTOR,False,BMRI,PT BANK MANDIRI (PERSERO) TBK
HERMAWAN,PRESIDENT DIRECTOR,False,BMSR,BINTANG MITRA SEMESTARAYA TBK
TONY SANTOSA,DIRECTOR,False,BMSR,BINTANG MITRA SEMESTARAYA TBK
FRANCIS CIA,DIRECTOR,False,BMSR,BINTANG MITRA SEMESTARAYA TBK
HARY TANOESOEDIBJO,PRESIDENT DIRECTOR,False,BMTR,PT GLOBAL MEDIACOM TBK
RUBY PANJAITAN,DIRECTOR,False,BMTR,PT GLOBAL MEDIACOM TBK
SYAFRIL NASUTION,DIRECTOR,False,BMTR,PT GLOBAL MEDIACOM TBK
CHRISTOPHORUS TAUFIK SISWANDI,DIRECTOR,False,BMTR,PT GLOBAL MEDIACOM TBK
INDRA PUDJIASTUTI,DIRECTOR,False,BMTR,PT GLOBAL MEDIACOM TBK
WIKAN ARYONO S,PRESIDENT DIRECTOR,False,BNBA,BANK BUMI ARTA TBK
HENDRIK ATMAJA,DIRECTOR,False,BNBA,BANK BUMI ARTA TBK
EDWIN SURYAHUSADA,DIRECTOR,False,BNBA,BANK BUMI ARTA TBK
ADITYA PUTRA UTAMA,DIRECTOR,False,BNBA,BANK BUMI ARTA TBK
JOHN DAVID NEHEMIA ENGELEN,DIRECTOR,False,BNBA,BANK BUMI ARTA TBK
LANI DARMAWAN,PRESIDENT DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
LEE KAI KWONG,DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
JOHN SIMON,DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
FRANSISKA OEI,DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
RUSLY JOHANNES,DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
JONI RAINI,DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
HENKY SULISTYO,DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
NOVIADY WAHYUDI,DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
RICO USTHAVIA FRANS,DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
PANDJI P DJAJANEGARA,DIRECTOR,False,BNGA,PT BANK CIMB NIAGA TBK
STEFFANO RIDWAN,PRESIDENT DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
IRVANDI FERIZAL,DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
EFFENDI,DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
WIDYA PERMANA,DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
RICKY ANTARIKSA,DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
BAMBANG ANDRI IRAWAN,DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
SHAIFUL ADHLI YAZID,DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
YESSIKA EFFENDI,DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
ROMY HARDIANSYAH,DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
BIANTO SURODJO,DIRECTOR,False,BNII,PT BANK MAYBANK INDONESIA TBK
MELIZA MUSA RUSLI,PRESIDENT DIRECTOR,False,BNLI,BANK PERMATA TBK
ABDY DHARMA SALIMIN,DIRECTOR,False,BNLI,BANK PERMATA TBK
DHIEN TJAHAJANI,DIRECTOR,False,BNLI,BANK PERMATA TBK
DJUMARIAH TENTERAM,DIRECTOR,False,BNLI,BANK PERMATA TBK
DAYAN SADIKIN,DIRECTOR,False,BNLI,BANK PERMATA TBK
SETIATNO BUDIMAN,DIRECTOR,False,BNLI,BANK PERMATA TBK
RUDY BASYIR AHMAD,DIRECTOR,False,BNLI,BANK PERMATA TBK
EDDIE SAJOGA,DIRECTOR,False,BNLI,BANK PERMATA TBK
EVI,DIRECTOR,False,BNLI,BANK PERMATA TBK
YUNITA SUGIARTO EW,PRESIDENT DIRECTOR,False,BOBA,PT FORMOSA INGREDIENT FACTORY TBK
DEWI IRIANTY WIJAYA,VICE PRESIDENT,False,BOBA,PT FORMOSA INGREDIENT FACTORY TBK
HERI,DIRECTOR,False,BOBA,PT FORMOSA INGREDIENT FACTORY TBK
ALBERT WITONO SETIAWAN,PRESIDENT DIRECTOR,False,BOGA,PT BINTANG OTO GLOBAL TBK
