Nama,Jabatan,Independen,KodeEmiten,NamaEmiten
HERMANTO SIREGAR,COMMISSIONER,True,KMTR,PT KIRANA MEGATARA TBK
ANTONIUS JOENOES SUPIT,COMMISSIONER,True,KMTR,PT KIRANA MEGATARA TBK
DONNY F TOMASOA,COMMISSIONER,True,KMTR,PT KIRANA MEGATARA TBK
LEOW WEI CHANG,COMMISSIONER,False,KMTR,PT KIRANA MEGATARA TBK
SUN HELIANG,COMMISSIONER,False,KMTR,PT KIRANA MEGATARA TBK
FAN XIAOHONG,COMMISSIONER,False,KMTR,PT KIRANA MEGATARA TBK
YUDI BUDIMAN,PRESIDENT COMMISIONER,False,KOBX,KOBEXINDO TRACTORS TBK
AGUS SANTOSO,COMMISSIONER,False,KOBX,KOBEXINDO TRACTORS TBK
ALMUQRI SAGITRI PUTRA,COMMISSIONER,True,KOBX,KOBEXINDO TRACTORS TBK
CHRISTINA,COMMISSIONER,True,KOBX,KOBEXINDO TRACTORS TBK
WIROAT RATTANACHAISIT,PRESIDENT COMMISIONER,False,KOIN,KOKOH INTI AREBAMA TBK
WARIT JINTANAWAN,COMMISSIONER,False,KOIN,KOKOH INTI AREBAMA TBK
NOPPADOL GAEWTHABTHIM,COMMISSIONER,True,KOIN,KOKOH INTI AREBAMA TBK
LUKMAN KOLIM,PRESIDENT COMMISIONER,False,KONI,PERDANA BANGUN PUSAKA TBK
L ROSWITA,COMMISSIONER,False,KONI,PERDANA BANGUN PUSAKA TBK
TJHIN SUSANTO,COMMISSIONER,True,KONI,PERDANA BANGUN PUSAKA TBK
BAMBANG HERMIYANTO PRIYADI,PRESIDENT COMMISIONER,True,KOPI,PT MITRA ENERGI PERSADA TBK
AKIRA TSUJI,COMMISSIONER,False,KOPI,PT MITRA ENERGI PERSADA TBK
DAVID DESANAN,PRESIDENT COMMISIONER,False,KOTA,PT DMS PROPERTINDO TBK
YARSOF AK,COMMISSIONER,False,KOTA,PT DMS PROPERTINDO TBK
ARIA EDDY KERTOCAHYONO,COMMISSIONER,True,KOTA,PT DMS PROPERTINDO TBK
STEVEN TIRTAWIDJAJA,COMMISSIONER,True,KOTA,PT DMS PROPERTINDO TBK
JONI SUPRIYANTO,PRESIDENT COMMISIONER,True,KPIG,MNC TOURISM INDONESIA TBK
LILIANA TANAJA TANOESOEDIBJO,COMMISSIONER,False,KPIG,MNC TOURISM INDONESIA TBK
HENRY SUPARMAN,COMMISSIONER,False,KPIG,MNC TOURISM INDONESIA TBK
SUSANINGTYAS NEFO HANDAYANI KERTOPATI,COMMISSIONER,True,KPIG,MNC TOURISM INDONESIA TBK
STIEN MARIA SCHOUTEN,COMMISSIONER,True,KPIG,MNC TOURISM INDONESIA TBK
HENDRO MARTOWARDOJO,PRESIDENT COMMISIONER,False,KRAS,KRAKATAU STEEL (PERSERO) TBK
SETIA DIARTA,COMMISSIONER,False,KRAS,KRAKATAU STEEL (PERSERO) TBK
ADITYO HARYO BIMO,COMMISSIONER,False,KRAS,KRAKATAU STEEL (PERSERO) TBK
DAVID PAJUNG,COMMISSIONER,True,KRAS,KRAKATAU STEEL (PERSERO) TBK
WILGO ZAINAR,COMMISSIONER,True,KRAS,KRAKATAU STEEL (PERSERO) TBK
SURYA SUSILO,PRESIDENT COMMISIONER,True,KREN,PT QUANTUM CLOVERA INVESTAMA TBK
DEWI KARTINI LAYA,COMMISSIONER,False,KREN,PT QUANTUM CLOVERA INVESTAMA TBK
DANNIE TJIANDRA,PRESIDENT COMMISIONER,False,KUAS,PT ACE OLDFIELDS TBK
JANTO SETIONO,COMMISSIONER,False,KUAS,PT ACE OLDFIELDS TBK
BAMBANG HENDRAJATIN,COMMISSIONER,True,KUAS,PT ACE OLDFIELDS TBK
TAN PING,PRESIDENT COMMISIONER,False,LAND,PT TRIMITRA PROPERTINDO TBK
BINTAN REGEN SARAGIH,COMMISSIONER,True,LAND,PT TRIMITRA PROPERTINDO TBK
RUSTONO FULIA,PRESIDENT COMMISIONER,False,LAPD,LEYAND INTERNATIONAL TBK
FRANS SAUL NOIJA,COMMISSIONER,True,LAPD,LEYAND INTERNATIONAL TBK
BOBBY ALIANTO,COMMISSIONER,False,LAPD,LEYAND INTERNATIONAL TBK
LIM CHIN KIM,PRESIDENT COMMISIONER,False,LCKM,PT LCK GLOBAL KEDATON TBK
SUSAN LIM MEI PENG,COMMISSIONER,False,LCKM,PT LCK GLOBAL KEDATON TBK
SUNGKANA,COMMISSIONER,True,LCKM,PT LCK GLOBAL KEDATON TBK
PANG YOKE MIN,PRESIDENT COMMISIONER,False,LEAD,PT LOGINDO SAMUDRAMAKMUR TBK
MERNA LOGAM,COMMISSIONER,False,LEAD,PT LOGINDO SAMUDRAMAKMUR TBK
ADRIANUS ISKANDAR,COMMISSIONER,True,LEAD,PT LOGINDO SAMUDRAMAKMUR TBK
ALWI RUBIDIUM SJAAF,PRESIDENT COMMISIONER,False,LFLO,PT IMAGO MULIA PERSADA TBK
PURNAMAWATI GUMULYA,COMMISSIONER,False,LFLO,PT IMAGO MULIA PERSADA TBK
JOHN LUKAS PRAWIROMARUTO,COMMISSIONER,True,LFLO,PT IMAGO MULIA PERSADA TBK
INDRA WIDJAJA,PRESIDENT COMMISIONER,False,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
HIDEAKI NOMURA,COMMISSIONER,False,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
KIMITAKE SUGIURA,COMMISSIONER,False,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
SIDHARTA AKMAM,COMMISSIONER,True,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
NAZLY PARLINDUNGAN SIREGAR,COMMISSIONER,True,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
TEUKU RADJA SJAHNAN,COMMISSIONER,True,LIFE,PT MSIG LIFE INSURANCE INDONESIA TBK
VIVEK SOOD,PRESIDENT COMMISIONER,False,LINK,PT LINK NET TBK
NIK RIZAL KAMIL BIN NIK IBRAHIM KAMIL,COMMISSIONER,False,LINK,PT LINK NET TBK
THOMAS HUNDT,COMMISSIONER,False,LINK,PT LINK NET TBK
ALEXANDER RUSLI,COMMISSIONER,True,LINK,PT LINK NET TBK
THANDALAM VEERAVALLI THIRUMALA CHARI,COMMISSIONER,True,LINK,PT LINK NET TBK
CHENG YONG KWANG,PRESIDENT COMMISIONER,False,LION,LION METAL WORKS TBK
LEE WHAY KEONG,COMMISSIONER,False,LION,LION METAL WORKS TBK
JEANNE ARATWENAN,COMMISSIONER,True,LION,LION METAL WORKS TBK
HENDRO BUDIANTO,PRESIDENT COMMISIONER,False,LMPI,LANGGENG MAKMUR INDUSTRI TBK
BING HARTONO POERNOMOSIDI,COMMISSIONER,True,LMPI,LANGGENG MAKMUR INDUSTRI TBK
WAN JULI,COMMISSIONER,True,LMPI,LANGGENG MAKMUR INDUSTRI TBK
JUSUP SUTRISNO,PRESIDENT COMMISIONER,False,LMSH,LIONMESH PRIMA TBK
YULIANTO,COMMISSIONER,False,LMSH,LIONMESH PRIMA TBK
KALISTUS DECIMUS DEKE MAKING,COMMISSIONER,True,LMSH,LIONMESH PRIMA TBK
KIM DONG WOOK,PRESIDENT COMMISIONER,False,LPGI,LIPPO GENERAL INSURANCE TBK
ALI CHENDRA,COMMISSIONER,False,LPGI,LIPPO GENERAL INSURANCE TBK
HYACINTUS HENRI DJANTOKO,COMMISSIONER,True,LPGI,LIPPO GENERAL INSURANCE TBK
EDDY HARSONO HANDOKO,PRESIDENT COMMISIONER,True,LPIN,MULTI PRIMA SEJAHTERA TBK
MERRY MARYATI,COMMISSIONER,False,LPIN,MULTI PRIMA SEJAHTERA TBK
YERRY GOEI,COMMISSIONER,False,LPIN,MULTI PRIMA SEJAHTERA TBK
GINANDJAR KARTASASMITA,PRESIDENT COMMISIONER,True,LPKR,LIPPO KARAWACI TBK
ANANGGA W ROOSDIONO,COMMISSIONER,True,LPKR,LIPPO KARAWACI TBK
KIN CHAN,COMMISSIONER,False,LPKR,LIPPO KARAWACI TBK
GEORGE RAYMOND ZAGE III,COMMISSIONER,False,LPKR,LIPPO KARAWACI TBK
ANAND KUMAR,COMMISSIONER,False,LPKR,LIPPO KARAWACI TBK
KARTINI SJAHRIR,COMMISSIONER,True,LPKR,LIPPO KARAWACI TBK
KETUT BUDI WIJAYA,COMMISSIONER,False,LPKR,LIPPO KARAWACI TBK
FENDI SANTOSO,PRESIDENT COMMISIONER,False,LPLI,STAR PACIFIC TBK
SURYA TATANG,COMMISSIONER,False,LPLI,STAR PACIFIC TBK
GANESH CHANDER GROVER,COMMISSIONER,True,LPLI,STAR PACIFIC TBK
ANDY ADHIWANA,PRESIDENT COMMISIONER,False,LPPF,MATAHARI DEPARTMENT STORE TBK
ADRIAN SUHERMAN,COMMISSIONER,False,LPPF,MATAHARI DEPARTMENT STORE TBK
BIANCA CHEO HUI SHIN,COMMISSIONER,True,LPPF,MATAHARI DEPARTMENT STORE TBK
HASAN SOEDJONO,COMMISSIONER,True,LPPF,MATAHARI DEPARTMENT STORE TBK
FENDI SANTOSO,PRESIDENT COMMISIONER,False,LPPS,PT LENOX PASIFIK INVESTAMA TBK
GANESH CHANDER GROVER,COMMISSIONER,True,LPPS,PT LENOX PASIFIK INVESTAMA TBK
SAMSUDIN,COMMISSIONER,True,LRNA,PT EKA SARI LORENA TRANSPORT TBK
TRIHAYU MITRA K SOERBAKTI,COMMISSIONER,False,LRNA,PT EKA SARI LORENA TRANSPORT TBK
JASON BINAR ARENDA SILALAHI,COMMISSIONER,False,LRNA,PT EKA SARI LORENA TRANSPORT TBK
LORETA LATERSIA TIURLAN SILALAHI,COMMISSIONER,False,LRNA,PT EKA SARI LORENA TRANSPORT TBK
DANTE REBUENA TOMAN SURBAKTI,COMMISSIONER,False,LRNA,PT EKA SARI LORENA TRANSPORT TBK
HIDAYAT,COMMISSIONER,True,LRNA,PT EKA SARI LORENA TRANSPORT TBK
PAULUS MOLEONOTO,PRESIDENT COMMISIONER,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
AXTON SALIM,COMMISSIONER,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
HENDRA WIDJAJA,COMMISSIONER,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
BENNY BENNY TJOENG,COMMISSIONER,False,LSIP,PP LONDON SUMATRA INDONESIA TBK
EDY SUGITO,COMMISSIONER,True,LSIP,PP LONDON SUMATRA INDONESIA TBK
AMELIA SETIAWAN,COMMISSIONER,True,LSIP,PP LONDON SUMATRA INDONESIA TBK
ISIEN FUDIANTO,PRESIDENT COMMISIONER,False,LTLS,PT LAUTAN LUAS TBK
PRANATA HAJADI,VICE PRESIDENT COMMISIONER,False,LTLS,PT LAUTAN LUAS TBK
IRDIAH MAULIDA,COMMISSIONER,True,LTLS,PT LAUTAN LUAS TBK
IRRIFANA ERNI,COMMISSIONER,True,LTLS,PT LAUTAN LUAS TBK
BENNY WACHJUDI,COMMISSIONER,True,LTLS,PT LAUTAN LUAS TBK
JHONNY SIAHAAN,COMMISSIONER,True,LTLS,PT LAUTAN LUAS TBK
TEDDY POHAN,PRESIDENT COMMISIONER,False,LUCK,PT SENTRAL MITRA INFORMATIKA TBK
EDWIN PAMIMPIN SITUMORANG,COMMISSIONER,True,LUCK,PT SENTRAL MITRA INFORMATIKA TBK
JUNIOR JOHN RORIMPANDEY,COMMISSIONER,True,LUCY,PT LIMA DUA LIMA TIGA TBK
YAN SATYANANDA,PRESIDENT COMMISIONER,False,LUCY,PT LIMA DUA LIMA TIGA TBK
LAU CHIA NGUANG,PRESIDENT COMMISIONER,False,MAIN,MALINDO FEEDMILL TBK
TAN LAI KAI,COMMISSIONER,False,MAIN,MALINDO FEEDMILL TBK
YONGKIE HANDAYA,COMMISSIONER,True,MAIN,MALINDO FEEDMILL TBK
BRIAN MICHAEL O CONNOR,COMMISSIONER,True,MAIN,MALINDO FEEDMILL TBK
KOH BOCK SWI RAYMOND KOH,COMMISSIONER,True,MAIN,MALINDO FEEDMILL TBK
VIRENDRA PRAKASH SHARMA,PRESIDENT COMMISIONER,False,MAPA,PT MAP AKTIF ADIPERKASA TBK
SUSIANA LATIF,VICE PRESIDENT COMMISIONER,False,MAPA,PT MAP AKTIF ADIPERKASA TBK
JULIANI GOZALI,COMMISSIONER,True,MAPA,PT MAP AKTIF ADIPERKASA TBK
SINTIA KOLONAS,COMMISSIONER,False,MAPA,PT MAP AKTIF ADIPERKASA TBK
HENDRY HASIHOLAN BATUBARA,COMMISSIONER,True,MAPA,PT MAP AKTIF ADIPERKASA TBK
VIRENDRA PRAKASH SHARMA,PRESIDENT COMMISIONER,False,MAPB,PT MAP BOGA ADIPERKASA TBK
HANDAKA SANTOSA,COMMISSIONER,False,MAPB,PT MAP BOGA ADIPERKASA TBK
VICTOR SETIAWAN TASLIM,COMMISSIONER,True,MAPB,PT MAP BOGA ADIPERKASA TBK
SUSIANA LATIF,COMMISSIONER,False,MAPB,PT MAP BOGA ADIPERKASA TBK
NEAL LEROUX KOK,COMMISSIONER,True,MAPB,PT MAP BOGA ADIPERKASA TBK
SRI INDRASTUTI HADIPUTRANTO,PRESIDENT COMMISIONER,True,MAPI,PT MITRA ADIPERKASA TBK
GBPH H PRABUKUSUMO,VICE PRESIDENT COMMISIONER,True,MAPI,PT MITRA ADIPERKASA TBK
JOHANES RIDWAN,COMMISSIONER,False,MAPI,PT MITRA ADIPERKASA TBK
SINTIA KOLONAS,COMMISSIONER,False,MAPI,PT MITRA ADIPERKASA TBK
ZOEE HO ZIWEI,COMMISSIONER,False,MAPI,PT MITRA ADIPERKASA TBK
HENDRI MULYA SYAM,PRESIDENT COMMISIONER,True,MARI,PT MAHAKA RADIO INTEGRA TBK
ADRIAN SYARKAWI,COMMISSIONER,False,MARI,PT MAHAKA RADIO INTEGRA TBK
MAGISHA AFRYEA THOHIR,COMMISSIONER,False,MARI,PT MAHAKA RADIO INTEGRA TBK
CHIN KIEN PING,PRESIDENT COMMISIONER,False,MARK,PT MARK DYNAMICS INDONESIA TBK
DOMPAK PASARIBU,COMMISSIONER,True,MARK,PT MARK DYNAMICS INDONESIA TBK
SUHUI TAN,PRESIDENT COMMISIONER,False,MASA,MULTISTRADA ARAH SARANA TBK
ERIC PASKOFF,COMMISSIONER,False,MASA,MULTISTRADA ARAH SARANA TBK
ANDY KELANA,COMMISSIONER,True,MASA,MULTISTRADA ARAH SARANA TBK
BONIE GUIDO,COMMISSIONER,True,MASA,MULTISTRADA ARAH SARANA TBK
HENDRIK TANOJO,PRESIDENT COMMISIONER,False,MASB,PT BANK MULTIARTA SENTOSA TBK
JUWITA EKAWATI WINOTO,COMMISSIONER,False,MASB,PT BANK MULTIARTA SENTOSA TBK
NANCY HERAWATI,COMMISSIONER,True,MASB,PT BANK MULTIARTA SENTOSA TBK
IWAN NATALIPUTRA,COMMISSIONER,True,MASB,PT BANK MULTIARTA SENTOSA TBK
DATO SRI TAHIR,PRESIDENT COMMISIONER,False,MAYA,PT BANK MAYAPADA INTERNASIONAL TBK
KUMHAL DJAMIL,COMMISSIONER,True,MAYA,PT BANK MAYAPADA INTERNASIONAL TBK
DAI BACHTIAR,COMMISSIONER,True,MAYA,PT BANK MAYAPADA INTERNASIONAL TBK
DODDY SUMANTYAWAN HADIDOJO SOEDARYO,PRESIDENT COMMISIONER,False,MBAP,PT MITRABARA ADIPERDANA TBK
ABDULLAH FARID SIDDIK,COMMISSIONER,True,MBAP,PT MITRABARA ADIPERDANA TBK
ARMAND SETIAWAN TANUDJAJA,PRESIDENT COMMISIONER,False,MBSS,MITRABAHTERA SEGARA SEJATI TBK
WISMA BHARUNA,COMMISSIONER,False,MBSS,MITRABAHTERA SEGARA SEJATI TBK
ANDRE,COMMISSIONER,False,MBSS,MITRABAHTERA SEGARA SEJATI TBK
KEVIN EVAN SUANDAR,COMMISSIONER,True,MBSS,MITRABAHTERA SEGARA SEJATI TBK
MARTHA TILAAR,PRESIDENT COMMISIONER,False,MBTO,MARTINA BERTO TBK
RATNA HANDANA,COMMISSIONER,False,MBTO,MARTINA BERTO TBK
PURBA SIBARANI,COMMISSIONER,True,MBTO,MARTINA BERTO TBK
NIRMAL RAJARAM,PRESIDENT COMMISIONER,False,MCAS,PT M CASH INTEGRASI TBK
FAUZI SJAM,COMMISSIONER,True,MCAS,PT M CASH INTEGRASI TBK
RAYMOND LOHO,COMMISSIONER,False,MCAS,PT M CASH INTEGRASI TBK
EDDY SUGIANTO,PRESIDENT COMMISIONER,False,MCOL,PT PRIMA ANDALAN MANDIRI TBK
DIAH ASRININGPURI SUGIANTO,COMMISSIONER,False,MCOL,PT PRIMA ANDALAN MANDIRI TBK
SENDANG PANGGANJAR,COMMISSIONER,True,MCOL,PT PRIMA ANDALAN MANDIRI TBK
GUO MEIJUN,COMMISSIONER,False,MCOR,PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK
MOHAMAD HASAN,COMMISSIONER,True,MCOR,PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK
YUDO SUTANTO NYOO,COMMISSIONER,True,MCOR,PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK
WU JIANZHENG,PRESIDENT COMMISIONER,False,MCOR,PT BANK CHINA CONSTRUCTION BANK INDONESIA TBK
ANINDYA NOVYAN BAKRIE,PRESIDENT COMMISIONER,False,MDIA,PT INTERMEDIA CAPITAL TBK
ARIEF YAHYA,COMMISSIONER,False,MDIA,PT INTERMEDIA CAPITAL TBK
CF CARMELITA HARDIKUSUMO,COMMISSIONER,True,MDIA,PT INTERMEDIA CAPITAL TBK
YOKE CANDRA,COMMISSIONER,False,MDKA,PT MERDEKA COPPER GOLD TBK
TANG HONGHUI,COMMISSIONER,False,MDKA,PT MERDEKA COPPER GOLD TBK
EDWIN SOERYADJAYA,PRESIDENT COMMISIONER,False,MDKA,PT MERDEKA COPPER GOLD TBK
BUDI BOWOLEKSONO,COMMISSIONER,True,MDKA,PT MERDEKA COPPER GOLD TBK
MUHAMAD MUNIR,COMMISSIONER,True,MDKA,PT MERDEKA COPPER GOLD TBK
ANDREW PHILLIP STARKEY,COMMISSIONER,False,MDKA,PT MERDEKA COPPER GOLD TBK
AGAM NUGRAHA SUBAGDJA,PRESIDENT COMMISIONER,False,MDKI,PT EMDEKI UTAMA TBK
IRAWAN HERNADI SADIKIN,COMMISSIONER,False,MDKI,PT EMDEKI UTAMA TBK
FENZA SOFYAN,COMMISSIONER,False,MDKI,PT EMDEKI UTAMA TBK
SJAIFUL ARIFIN,COMMISSIONER,True,MDKI,PT EMDEKI UTAMA TBK
WAHYUDIN,COMMISSIONER,True,MDKI,PT EMDEKI UTAMA TBK
DHARMA MITRA,PRESIDENT COMMISIONER,False,MDLN,PT MODERNLAND REALTY TBK
HERMAN,COMMISSIONER,False,MDLN,PT MODERNLAND REALTY TBK
YUSTINUS SALEH,COMMISSIONER,False,MDLN,PT MODERNLAND REALTY TBK
IWAN SURYAWIJAYA,COMMISSIONER,True,MDLN,PT MODERNLAND REALTY TBK
ROBERT TUMEDIA,COMMISSIONER,True,MDLN,PT MODERNLAND REALTY TBK
MARTINO,COMMISSIONER,False,MDRN,MODERN INTERNASIONAL TBK
IGN ALIT HIMAWAN,COMMISSIONER,True,MDRN,MODERN INTERNASIONAL TBK
YANI YUHANI PANIGORO,PRESIDENT COMMISIONER,False,MEDC,PT MEDCO ENERGI INTERNASIONAL TBK
YASER RAIMI A PANIGORO,COMMISSIONER,False,MEDC,PT MEDCO ENERGI INTERNASIONAL TBK
MARSILLAM SIMANDJUNTAK,COMMISSIONER,True,MEDC,PT MEDCO ENERGI INTERNASIONAL TBK
CHAIRUL TANJUNG,PRESIDENT COMMISIONER,False,MEGA,BANK MEGA TBK
ACHJADI RANUWISASTRA,COMMISSIONER,True,MEGA,BANK MEGA TBK
LAMBOCK V NAHATTANDS,COMMISSIONER,True,MEGA,BANK MEGA TBK
HIZBULLAH,COMMISSIONER,True,MEGA,BANK MEGA TBK
PARULIAN SIMANJUNTAK,COMMISSIONER,True,MERK,MERCK TBK
TANG MEI LIN,COMMISSIONER,False,MERK,MERCK TBK
MANUEL VELEZ PANGILINAN,PRESIDENT COMMISIONER,False,META,NUSANTARA INFRASTRUCTURE TBK
JOSE MA KAMANTIGUE LIM,COMMISSIONER,False,META,NUSANTARA INFRASTRUCTURE TBK
JOHNY LUMINTANG,COMMISSIONER,True,META,NUSANTARA INFRASTRUCTURE TBK
FARID HARIANTO,COMMISSIONER,True,META,NUSANTARA INFRASTRUCTURE TBK
NIKO KURNIAWAN BONGGOWARSITO,PRESIDENT COMMISIONER,False,MFIN,PT MANDALA MULTIFINANCE TBK
TAKANORI MIZUNO,COMMISSIONER,False,MFIN,PT MANDALA MULTIFINANCE TBK
RIZAL BAMBANG PRASETIJO,COMMISSIONER,True,MFIN,PT MANDALA MULTIFINANCE TBK
GREGORY MARK LEVER,PRESIDENT COMMISIONER,False,MFMI,MULTIFILING MITRA INDONESIA TBK
SIVA KUMAR K INDRAN,COMMISSIONER,False,MFMI,MULTIFILING MITRA INDONESIA TBK
PATRICIA MARINA SUGONDO,COMMISSIONER,True,MFMI,MULTIFILING MITRA INDONESIA TBK
SRI RAHAYU,COMMISSIONER,False,MGLV,PT PANCA ANUGRAH WISESA TBK
ARIEF SANTOSA,COMMISSIONER,True,MGLV,PT PANCA ANUGRAH WISESA TBK
MILY,PRESIDENT COMMISIONER,False,MGRO,PT MAHKOTA GROUP TBK
LILY,COMMISSIONER,False,MGRO,PT MAHKOTA GROUP TBK
HARRY KURNIAWAN,COMMISSIONER,True,MGRO,PT MAHKOTA GROUP TBK
ALKA TRANGGANA,PRESIDENT COMMISIONER,False,MICE,MULTI INDOCITRA TBK
TEDDY SYARIEF NATAWIDJAJA,COMMISSIONER,True,MICE,MULTI INDOCITRA TBK
BUDI SETYAWAN,COMMISSIONER,False,MICE,MULTI INDOCITRA TBK
BUDIYANTO DJOKO SUSANTO,PRESIDENT COMMISIONER,False,MIDI,MIDI UTAMA INDONESIA TBK
EDDY SUPARDI,COMMISSIONER,True,MIDI,MIDI UTAMA INDONESIA TBK
BOY RAFLI AMAR,COMMISSIONER,True,MIDI,MIDI UTAMA INDONESIA TBK
JOZEF DARMAWAN ANGKASA,PRESIDENT COMMISIONER,False,MIKA,PT MITRA KELUARGA KARYASEHAT TBK
NURVANTINA PANDINA,COMMISSIONER,True,MIKA,PT MITRA KELUARGA KARYASEHAT TBK
I GUSTI GEDE SUBAWA,COMMISSIONER,True,MIKA,PT MITRA KELUARGA KARYASEHAT TBK
SHINTA DEVIYANTI SETIAWAN,COMMISSIONER,False,MIKA,PT MITRA KELUARGA KARYASEHAT TBK
ISJE AYUSARI,COMMISSIONER,False,MIKA,PT MITRA KELUARGA KARYASEHAT TBK
JOSE LUIS CALLE,COMMISSIONER,False,MINA,PT SANURHASTA MITRA TBK
DWI WIRAWAN,PRESIDENT COMMISIONER,True,MINA,PT SANURHASTA MITRA TBK
IFIANDIAZ NAZSIR,COMMISSIONER,False,MINA,PT SANURHASTA MITRA TBK
BENI PRANANTO,PRESIDENT COMMISIONER,False,MIRA,MITRA INTERNATIONAL RESOURCES TBK
HUDA NARDONO,COMMISSIONER,True,MIRA,MITRA INTERNATIONAL RESOURCES TBK
LEONARD TANUBRATA,PRESIDENT COMMISIONER,False,MITI,MITRA INVESTINDO TBK
MOHAMAD INDRA PERMANA,COMMISSIONER,False,MITI,MITRA INVESTINDO TBK
DIAH PERTIWI,COMMISSIONER,True,MITI,MITRA INVESTINDO TBK
SITI HARTATI MURDAYA,PRESIDENT COMMISIONER,False,MKPI,METROPOLITAN KENTJANA TBK
JUNITA CIPUTRA,VICE PRESIDENT COMMISIONER,False,MKPI,METROPOLITAN KENTJANA TBK
METTA MARGARETHA MURDAYA,COMMISSIONER,False,MKPI,METROPOLITAN KENTJANA TBK
PRAJNA MURDAYA,COMMISSIONER,False,MKPI,METROPOLITAN KENTJANA TBK
KARUNA MURDAYA,COMMISSIONER,False,MKPI,METROPOLITAN KENTJANA TBK
IWAN PUTRA BRASALI,COMMISSIONER,False,MKPI,METROPOLITAN KENTJANA TBK
AGAM NUGRAHA SUBAGDJA,COMMISSIONER,False,MKPI,METROPOLITAN KENTJANA TBK
FENZA SOFYAN,COMMISSIONER,False,MKPI,METROPOLITAN KENTJANA TBK
VIVIAN SETJAKUSUMA,COMMISSIONER,False,MKPI,METROPOLITAN KENTJANA TBK
KIRANA WIDJAJA,COMMISSIONER,False,MKPI,METROPOLITAN KENTJANA TBK
UPEKKHA THERESIA MURDAYA,COMMISSIONER,False,MKPI,METROPOLITAN KENTJANA TBK
ARIESMAN AULY,COMMISSIONER,True,MKPI,METROPOLITAN KENTJANA TBK
MIA PUSPAWATI,COMMISSIONER,True,MKPI,METROPOLITAN KENTJANA TBK
DJOKOSANTOSO MOELJONO,COMMISSIONER,True,MKPI,METROPOLITAN KENTJANA TBK
THOMAS JOHANNES ANGFENDY,COMMISSIONER,True,MKPI,METROPOLITAN KENTJANA TBK
YANDI,COMMISSIONER,True,MKPI,METROPOLITAN KENTJANA TBK
MAURITS DANIEL RUDOLF LALISANG,PRESIDENT COMMISIONER,True,MLBI,MULTI BINTANG INDONESIA TBK
UDAY SHANKAR SINHA,COMMISSIONER,False,MLBI,MULTI BINTANG INDONESIA TBK
CHARL MARAIS,COMMISSIONER,False,MLBI,MULTI BINTANG INDONESIA TBK
CLAYTON ALLEN WENAS,COMMISSIONER,True,MLBI,MULTI BINTANG INDONESIA TBK
JOSE ROLANDO SAENZ DOMINGUEZ,COMMISSIONER,False,MLBI,MULTI BINTANG INDONESIA TBK
OSMAN SITORUS,PRESIDENT COMMISIONER,True,MLIA,MULIA INDUSTRINDO TBK
JOANNE S TJANDRANEGARA,COMMISSIONER,False,MLIA,MULIA INDUSTRINDO TBK
INARTO SETIADI,COMMISSIONER,True,MLIA,MULIA INDUSTRINDO TBK
JEFFREY KOES WONSONO,COMMISSIONER,False,MLPL,MULTIPOLAR TBK
ALEXANDER RUSLI,COMMISSIONER,True,MLPL,MULTIPOLAR TBK
BENNY HARYANTO DJIE,PRESIDENT COMMISIONER,False,MLPL,MULTIPOLAR TBK
DICKY SETIADI MOECHTAR,COMMISSIONER,True,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
HARIJONO SUWARNO,COMMISSIONER,True,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
MARLO BUDIMAN,PRESIDENT COMMISIONER,False,MLPT,PT MULTIPOLAR TECHNOLOGY TBK
PAULUS RIDWAN PURAWINATA,PRESIDENT COMMISIONER,False,MMLP,PT MEGA MANUNGGAL PROPERTY TBK
ZAINUL ABIDIN BIN MOHAMED RASHEED,COMMISSIONER,True,MMLP,PT MEGA MANUNGGAL PROPERTY TBK
HO KEE SIN,COMMISSIONER,True,MMLP,PT MEGA MANUNGGAL PROPERTY TBK
HARY TANOESOEDIBJO,PRESIDENT COMMISIONER,False,MNCN,MEDIA NUSANTARA CITRA TBK
SYAFRIL NASUTION,COMMISSIONER,False,MNCN,MEDIA NUSANTARA CITRA TBK
JOEL RICHARD HOGARTH,COMMISSIONER,True,MNCN,MEDIA NUSANTARA CITRA TBK
SANDOJO RUSTANTO,PRESIDENT COMMISIONER,False,MOLI,PT MADUSARI MURNI INDAH TBK
INDRA WINARNO,COMMISSIONER,False,MOLI,PT MADUSARI MURNI INDAH TBK
HANDJOJO RUSTANTO,COMMISSIONER,False,MOLI,PT MADUSARI MURNI INDAH TBK
IRENE RUSTANTO,COMMISSIONER,False,MOLI,PT MADUSARI MURNI INDAH TBK
EDY SUGITO,COMMISSIONER,True,MOLI,PT MADUSARI MURNI INDAH TBK
