Nama,Jabatan,Independen,KodeEmiten,NamaEmiten
SANTOSA,PRESIDENT COMMISIONER,False,AALI,ASTRA AGRO LESTARI TBK
JOHANNES LOMAN,COMMISSIONER,False,AALI,ASTRA AGRO LESTARI TBK
RATNA WARDHANI,COMMISSIONER,True,AALI,ASTRA AGRO LESTARI TBK
ARIDONO SUKMANTO,COMMISSIONER,True,AALI,ASTRA AGRO LESTARI TBK
MARTIN SUHARLIE,COMMISSIONER,False,ABBA,MAHAKA MEDIA TBK
ALDO RAMBIE,PRESIDENT COMMISIONER,True,ABBA,MAHAKA MEDIA TBK
ABHISHEK BHATIA,PRESIDENT COMMISIONER,False,ABDA,ASURANSI BINA DANA ARTA TBK
KEVIN SOEDYATMIKO,COMMISSIONER,False,ABDA,ASURANSI BINA DANA ARTA TBK
HERWAN NG,COMMISSIONER,True,ABDA,ASURANSI BINA DANA ARTA TBK
FRANCISCO NORIEGA MALAVE,COMMISSIONER,True,ABDA,ASURANSI BINA DANA ARTA TBK
RACHMAT MULYANA HAMAMI,PRESIDENT COMMISIONER,False,ABMM,ABM INVESTAMA TBK
MIVIDA HAMAMI,COMMISSIONER,False,ABMM,ABM INVESTAMA TBK
ARIEF TARUNAKARYA SUROWIDJOJO,COMMISSIONER,True,ABMM,ABM INVESTAMA TBK
MANGGI TARUNA HABIR,COMMISSIONER,True,ABMM,ABM INVESTAMA TBK
HARTANTO DJASMAN,COMMISSIONER,False,ACES,PT ASPIRASI HIDUP INDONESIA TBK
TARUB,COMMISSIONER,True,ACES,PT ASPIRASI HIDUP INDONESIA TBK
MATHIUS SALEMPANG,COMMISSIONER,True,ACES,PT ASPIRASI HIDUP INDONESIA TBK
TARISA WIDYA KRISNADI,COMMISSIONER,False,ACES,PT ASPIRASI HIDUP INDONESIA TBK
KUNCORO WIBOWO,PRESIDENT COMMISIONER,False,ACES,PT ASPIRASI HIDUP INDONESIA TBK
FRANS KESUMA,PRESIDENT COMMISIONER,False,ACST,PT ACSET INDONUSA TBK
IWAN HADIANTORO,COMMISSIONER,False,ACST,PT ACSET INDONUSA TBK
VILIHATI SURYA,COMMISSIONER,False,ACST,PT ACSET INDONUSA TBK
PUTUT EKO BAYUSENO,COMMISSIONER,False,ACST,PT ACSET INDONUSA TBK
BUNTORO MULJONO,COMMISSIONER,True,ACST,PT ACSET INDONUSA TBK
LINDAWATI GANI,COMMISSIONER,True,ACST,PT ACSET INDONUSA TBK
WENRY ANSHORY PUTRA,PRESIDENT COMMISIONER,True,ADCP,PT ADHI COMMUTER PROPERTI TBK
YAN FIRWAN,COMMISSIONER,False,ADCP,PT ADHI COMMUTER PROPERTI TBK
HANJAYA LIMANTO,PRESIDENT COMMISIONER,False,ADES,AKASHA WIRA INTERNATIONAL TBK
NANA PUSPA DEWI,COMMISSIONER,False,ADES,AKASHA WIRA INTERNATIONAL TBK
JULIANTO,COMMISSIONER,True,ADES,AKASHA WIRA INTERNATIONAL TBK
DODY USODO HARGO,PRESIDENT COMMISIONER,False,ADHI,PT ADHI KARYA (PERSERO) TBK
ELAN SUHERLAN,COMMISSIONER,True,ADHI,PT ADHI KARYA (PERSERO) TBK
R ERWIN MOESLIMIN SINGAJURU,COMMISSIONER,True,ADHI,PT ADHI KARYA (PERSERO) TBK
BOB ARTHUR LOMBOGIA,COMMISSIONER,False,ADHI,PT ADHI KARYA (PERSERO) TBK
RUSTAM SOFYAN SIRAIT,COMMISSIONER,True,ADHI,PT ADHI KARYA (PERSERO) TBK
DAISUKE EJIMA,PRESIDENT COMMISIONER,False,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK
KRISNA WIJAYA,COMMISSIONER,True,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK
MANGGI TARUNA HABIR,COMMISSIONER,True,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK
CONGSIN CONGCAR,COMMISSIONER,False,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK
HONGGO WIDJOJO KANGMASTO,COMMISSIONER,False,ADMF,ADIRA DINAMIKA MULTI FINANCE TBK
BACELIUS RURU,PRESIDENT COMMISIONER,True,ADMG,POLYCHEM INDONESIA TBK
H ROSIHAN ARSYAD,VICE PRESIDENT COMMISIONER,False,ADMG,POLYCHEM INDONESIA TBK
JOHAN SETIAWAN,COMMISSIONER,False,ADMG,POLYCHEM INDONESIA TBK
BAMBANG HUSODO,COMMISSIONER,True,ADMG,POLYCHEM INDONESIA TBK
ILHAM,COMMISSIONER,True,ADMG,POLYCHEM INDONESIA TBK
GARIBALDI THOHIR,PRESIDENT COMMISIONER,False,ADMR,PT ALAMTRI MINERALS INDONESIA TBK
MICHAEL WILLIAM P SOERYADJAYA,COMMISSIONER,False,ADMR,PT ALAMTRI MINERALS INDONESIA TBK
MOHAMMAD SYAH INDRA AMAN,COMMISSIONER,False,ADMR,PT ALAMTRI MINERALS INDONESIA TBK
MOHAMMAD EFFENDI,COMMISSIONER,True,ADMR,PT ALAMTRI MINERALS INDONESIA TBK
LINDAWATI GANI,COMMISSIONER,True,ADMR,PT ALAMTRI MINERALS INDONESIA TBK
EDWIN SOERYADJAYA,PRESIDENT COMMISIONER,False,ADRO,ALAMTRI RESOURCES INDONESIA TBK
ARINI SARASWATY SUBIANTO,COMMISSIONER,False,ADRO,ALAMTRI RESOURCES INDONESIA TBK
MOHAMMAD EFFENDI,COMMISSIONER,True,ADRO,ALAMTRI RESOURCES INDONESIA TBK
BUDI BOWOLEKSONO,COMMISSIONER,True,ADRO,ALAMTRI RESOURCES INDONESIA TBK
GARIBALDI THOHIR,VICE PRESIDENT COMMISIONER,False,ADRO,ALAMTRI RESOURCES INDONESIA TBK
CHRISTIAN ARIANO RACHMAT,COMMISSIONER,False,ADRO,ALAMTRI RESOURCES INDONESIA TBK
FRANCIS DAYNE HARYONO,PRESIDENT COMMISIONER,False,AGAR,PT ASIA SEJAHTERA MINA TBK
THELLY ROPE,COMMISSIONER,True,AGAR,PT ASIA SEJAHTERA MINA TBK
MUHAMAD SIDIK HERUWIBOWO,PRESIDENT COMMISIONER,False,AGRO,PT BANK RAYA INDONESIA TBK
RETNO WAHYUNI WIJAYANTI,COMMISSIONER,True,AGRO,PT BANK RAYA INDONESIA TBK
JOHANES KUNTJORO ADISARDJONO,COMMISSIONER,True,AGRO,PT BANK RAYA INDONESIA TBK
NYIMAS DEWI RATIH KAMIL,COMMISSIONER,False,AGRO,PT BANK RAYA INDONESIA TBK
TAUFIK HAKIM,PRESIDENT COMMISIONER,True,AGRS,PT BANK IBK INDONESIA TBK
DAMAL BAYU UTAMA,COMMISSIONER,True,AGRS,PT BANK IBK INDONESIA TBK
JONI SWASTANTO,COMMISSIONER,True,AGRS,PT BANK IBK INDONESIA TBK
KO DAE JIN,COMMISSIONER,False,AGRS,PT BANK IBK INDONESIA TBK
ADHI INDRAWAN,PRESIDENT COMMISIONER,False,AHAP,ASURANSI HARTA AMAN PRATAMA TBK
PRAMONO MARGONO,COMMISSIONER,True,AHAP,ASURANSI HARTA AMAN PRATAMA TBK
ADI PURNOMO WIJAYA,COMMISSIONER,True,AHAP,ASURANSI HARTA AMAN PRATAMA TBK
MOHAMMAD RAFIL PERDANA,PRESIDENT COMMISIONER,False,AIMS,PT ARTHA MAHIYA INVESTAMA TBK
AHMAD ALI FAHMI,COMMISSIONER,True,AIMS,PT ARTHA MAHIYA INVESTAMA TBK
ENDRU ADHIKARA,COMMISSIONER,False,AIMS,PT ARTHA MAHIYA INVESTAMA TBK
H ITO SUMARDI DS,COMMISSIONER,True,AISA,PT FKS FOOD SEJAHTERA TBK
LIM AUN SENG,PRESIDENT COMMISIONER,False,AISA,PT FKS FOOD SEJAHTERA TBK
HERWAN NG,VICE PRESIDENT COMMISIONER,True,AISA,PT FKS FOOD SEJAHTERA TBK
DHARMITHEA KIEMAS HAMIDY,PRESIDENT COMMISIONER,False,AKKU,PT ANUGERAH KAGUM KARYA UTAMA TBK
WILHELMINA WIRIADISASTRA,COMMISSIONER,True,AKKU,PT ANUGERAH KAGUM KARYA UTAMA TBK
BRENNA FLORENCE PRIBADI,COMMISSIONER,False,AKPI,ARGHA KARYA PRIMA IND. TBK
JOHAN PAULUS YORANOUW,COMMISSIONER,True,AKPI,ARGHA KARYA PRIMA IND. TBK
WIDJOJO BUDIARTO,COMMISSIONER,True,AKPI,ARGHA KARYA PRIMA IND. TBK
ANDRY PRIBADI,PRESIDENT COMMISIONER,False,AKPI,ARGHA KARYA PRIMA IND. TBK
HENRY LIEM,COMMISSIONER,False,AKPI,ARGHA KARYA PRIMA IND. TBK
AMIRSYAH RISJAD,COMMISSIONER,False,AKPI,ARGHA KARYA PRIMA IND. TBK
SOEGIARTO ADIKOESOEMO,PRESIDENT COMMISIONER,False,AKRA,PT AKR CORPORINDO TBK
SOFYAN A DJALIL,COMMISSIONER,False,AKRA,PT AKR CORPORINDO TBK
MOHAMAD FAUZI MAULANA ICHSAN,COMMISSIONER,True,AKRA,PT AKR CORPORINDO TBK
WISNU WAHYUDIN PETTALOLO,COMMISSIONER,False,AKSI,PT MINERAL SUMBERDAYA MANDIRI TBK
MARCIANO HERSONDRIE HERMAN,COMMISSIONER,True,AKSI,PT MINERAL SUMBERDAYA MANDIRI TBK
ROSMARIA PARLINDUNGAN,PRESIDENT COMMISIONER,False,AKSI,PT MINERAL SUMBERDAYA MANDIRI TBK
LILI MULYADI SUTANTO,PRESIDENT COMMISIONER,False,ALDO,ALKINDO NARATAMA TBK
MEIGI SONNATA WIDJAJA,COMMISSIONER,True,ALDO,ALKINDO NARATAMA TBK
PENG TJOAN,PRESIDENT COMMISIONER,False,ALKA,ALAKASA INDUSTRINDO TBK
BAMBANG RAHARDJA BURHAN,VICE PRESIDENT COMMISIONER,True,ALKA,ALAKASA INDUSTRINDO TBK
SURYADI HERTANTO,COMMISSIONER,False,ALKA,ALAKASA INDUSTRINDO TBK
ANTONIUS WAHYU DJATMIKO,COMMISSIONER,True,ALKA,ALAKASA INDUSTRINDO TBK
WELLY MULIAWAN LIE,PRESIDENT COMMISIONER,False,ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK
SUPRANOTO DIPOKUSUMO,COMMISSIONER,True,ALMI,ALUMINDO LIGHT METAL INDUSTRY TBK
DEDI SETIAWAN,VICE PRESIDENT COMMISIONER,False,AMAG,ASURANSI MULTI ARTHA GUNA TBK
LUKMAN ABDULLAH,COMMISSIONER,True,AMAG,ASURANSI MULTI ARTHA GUNA TBK
H FIRDAUS DJAELANI,COMMISSIONER,True,AMAG,ASURANSI MULTI ARTHA GUNA TBK
ATHAPPAN GOBINATH ARVIND,PRESIDENT COMMISIONER,False,AMAG,ASURANSI MULTI ARTHA GUNA TBK
JOHAN TEDJA SURYA,PRESIDENT COMMISIONER,False,AMAN,PT MAKMUR BERKAH AMANDA TBK
SIAUW JENNICE MARIA,COMMISSIONER,False,AMAN,PT MAKMUR BERKAH AMANDA TBK
MADSUKI BAIDLOWI,COMMISSIONER,True,AMAN,PT MAKMUR BERKAH AMANDA TBK
ACHMAD ZAINI,COMMISSIONER,True,AMAN,PT MAKMUR BERKAH AMANDA TBK
NAVIN NAHATA,PRESIDENT COMMISIONER,False,AMAR,PT BANK AMAR INDONESIA TBK
ZAINAL ABIDIN HASNI,COMMISSIONER,True,AMAR,PT BANK AMAR INDONESIA TBK
RATNA HEIMAWATY ZAIN,COMMISSIONER,True,AMAR,PT BANK AMAR INDONESIA TBK
ANTHONY MUKI TAN,PRESIDENT COMMISIONER,False,AMFG,ASAHIMAS FLAT GLASS TBK
SHIGEKI YOSHIBA,VICE PRESIDENT COMMISIONER,False,AMFG,ASAHIMAS FLAT GLASS TBK
EMANUEL DAVID SATRIA SOETEDJA,COMMISSIONER,False,AMFG,ASAHIMAS FLAT GLASS TBK
HIROYUKI OTANI,COMMISSIONER,False,AMFG,ASAHIMAS FLAT GLASS TBK
IRAWAN SOERODJO,COMMISSIONER,True,AMFG,ASAHIMAS FLAT GLASS TBK
KIMIKAZU ICHIKAWA,COMMISSIONER,True,AMFG,ASAHIMAS FLAT GLASS TBK
JULIANI,PRESIDENT COMMISIONER,False,AMIN,PT ATELIERS MECANIQUES D INDONESIE TBK
DAULAT SIHOMBING,COMMISSIONER,True,AMIN,PT ATELIERS MECANIQUES D INDONESIE TBK
SEPTONY BENJAMIN SIAHAAN,COMMISSIONER,True,AMIN,PT ATELIERS MECANIQUES D INDONESIE TBK
FENY DJOKO SUSANTO,PRESIDENT COMMISIONER,False,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
BUDIYANTO DJOKO SUSANTO,COMMISSIONER,False,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
SETYO WASISTO,COMMISSIONER,True,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
BUDI SETIYADI,COMMISSIONER,True,AMRT,PT SUMBER ALFARIA TRIJAYA TBK
LUDIJANTO SETIJO,PRESIDENT COMMISIONER,False,ANDI,PT ANDIRA AGRO TBK
ANDRE HANDHIKA TESSAPUTRA THE,COMMISSIONER,True,ANDI,PT ANDIRA AGRO TBK
ANNE PATRICIA SUTANTO,COMMISSIONER,False,ANDI,PT ANDIRA AGRO TBK
HARIANTO TANAMOELJONO,PRESIDENT COMMISIONER,False,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
SOFYAN ABDUL DJALIL SHMA,COMMISSIONER,True,ANJT,PT AUSTINDO NUSANTARA JAYA TBK
RAUF PURNAMA,PRESIDENT COMMISIONER,True,ANTM,ANEKA TAMBANG TBK
IRWANDY ARIF,COMMISSIONER,False,ANTM,ANEKA TAMBANG TBK
ELEN SETIADI,COMMISSIONER,False,ANTM,ANEKA TAMBANG TBK
RIDWAN,COMMISSIONER,True,ANTM,ANEKA TAMBANG TBK
RUDY SUFAHRIADI,COMMISSIONER,False,ANTM,ANEKA TAMBANG TBK
M RUDY SALAHUDDIN RAMTO,COMMISSIONER,False,ANTM,ANEKA TAMBANG TBK
PIUS LUSTRILANANG,COMMISSIONER,True,ANTM,ANEKA TAMBANG TBK
IRAWAN SASTROTANOJO,KOMISARIS UTAMA,False,APEX,APEXINDO PRATAMA DUTA TBK
EKA DHARMAJANTO KASIH,KOMISARIS,False,APEX,APEXINDO PRATAMA DUTA TBK
ROBINSON SIMBOLON,KOMISARIS,True,APEX,APEXINDO PRATAMA DUTA TBK
BERNADETHA MELINDA KIRANA PUTRI,COMMISSIONER,True,APII,PT ARITA PRIMA INDONESIA TBK
LIM CHEAH CHOOI,PRESIDENT COMMISIONER,False,APII,PT ARITA PRIMA INDONESIA TBK
SIM YEE FUAN,COMMISSIONER,False,APII,PT ARITA PRIMA INDONESIA TBK
LIM JUN LIN,COMMISSIONER,False,APII,PT ARITA PRIMA INDONESIA TBK
ALEXANDER AGUNG PRANOTO,PRESIDENT COMMISIONER,False,APLI,ASIAPLAST INDUSTRIES TBK
SUSANTO TJIOE,COMMISSIONER,True,APLI,ASIAPLAST INDUSTRIES TBK
ROFIE SOEANDY,COMMISSIONER,False,APLI,ASIAPLAST INDUSTRIES TBK
SOFIAN EFFENDI,PRESIDENT COMMISIONER,True,APLN,PT AGUNG PODOMORO LAND TBK
INDARYONO,COMMISSIONER,False,APLN,PT AGUNG PODOMORO LAND TBK
KENNETH RONALD KENNEDY CRICHTON,PRESIDENT COMMISIONER,False,ARCI,PT ARCHI INDONESIA TBK
RIZKI INDRAKUSUMA,VICE PRESIDENT COMMISIONER,False,ARCI,PT ARCHI INDONESIA TBK
ABED NEGO,COMMISSIONER,False,ARCI,PT ARCHI INDONESIA TBK
BAMBANG SETIAWAN,COMMISSIONER,True,ARCI,PT ARCHI INDONESIA TBK
HAMID AWALUDDIN,COMMISSIONER,True,ARCI,PT ARCHI INDONESIA TBK
JHONI GINTING,COMMISSIONER,True,ARCI,PT ARCHI INDONESIA TBK
THE NICHOLAS,PRESIDENT COMMISIONER,False,ARGO,ARGO PANTES TBK
LEO YULIANTO SUTEDJA,COMMISSIONER,False,ARGO,ARGO PANTES TBK
RICARDO MARIA PANDEY,COMMISSIONER,True,ARGO,ARGO PANTES TBK
BERGIBB NELSON HALIM,COMMISSIONER,True,ARGO,ARGO PANTES TBK
SURJANTO PURNADI,COMMISSIONER,False,ARGO,ARGO PANTES TBK
JAY T OENTORO,PRESIDEN KOMISARIS,False,ARII,ATLAS RESOURCES TBK
AULIA SETIADI,KOMISARIS,False,ARII,ATLAS RESOURCES TBK
PRANATA HAJADI,KOMISARIS,False,ARII,ATLAS RESOURCES TBK
MANISH DAHIYA,WAKIL KOMISARIS UTAMA,False,ARII,ATLAS RESOURCES TBK
EDWIND A SATYABRATA,KOMISARIS,True,ARII,ATLAS RESOURCES TBK
NOTARIZA TAHER,KOMISARIS,True,ARII,ATLAS RESOURCES TBK
TATIT JATMIKO,PRESIDENT COMMISIONER,False,ARKA,PT ARKHA JAYANTI PERSADA TBK
EMAN SURYAMAN,COMMISSIONER,True,ARKA,PT ARKHA JAYANTI PERSADA TBK
ARYA PRADANA SETIADHARMA,PRESIDENT COMMISIONER,False,ARKO,PT ARKORA HYDRO TBK
INDARTO,COMMISSIONER,True,ARKO,PT ARKORA HYDRO TBK
IWAN HADIANTORO,COMMISSIONER,False,ARKO,PT ARKORA HYDRO TBK
MARSETIO,PRESIDENT COMMISIONER,False,ARNA,ARWANA CITRAMULIA TBK
EDWIN PAMIMPIN SITUMORANG,VICE PRESIDENT COMMISIONER,False,ARNA,ARWANA CITRAMULIA TBK
H KARSANTO,COMMISSIONER,True,ARNA,ARWANA CITRAMULIA TBK
ALEX SW RETRAUBUN,COMMISSIONER,True,ARNA,ARWANA CITRAMULIA TBK
HENRY F JUSUF,PRESIDENT COMMISIONER,False,ARTA,ARTHAVEST TBK
DAHNU TEGUH ADRIANTO,COMMISSIONER,True,ARTA,ARTHAVEST TBK
RONALD WAAS,PRESIDENT COMMISIONER,True,ASBI,ASURANSI BINTANG TBK
PETRONIUS SARAGIH,COMMISSIONER,False,ASBI,ASURANSI BINTANG TBK
CHAERUL DDJAKMAN,COMMISSIONER,True,ASBI,ASURANSI BINTANG TBK
KRISHNA SUPARTO,COMMISSIONER,True,ASBI,ASURANSI BINTANG TBK
BUSTOMI USMAN,PRESIDENT COMMISIONER,False,ASDM,ASURANSI DAYIN MITRA TBK
YUGI PRAYANTO,COMMISSIONER,False,ASDM,ASURANSI DAYIN MITRA TBK
RATNAWATI ATMODJO,COMMISSIONER,True,ASDM,ASURANSI DAYIN MITRA TBK
IMELDA SIAHAJA,COMMISSIONER,True,ASDM,ASURANSI DAYIN MITRA TBK
SANTOSA,PRESIDENT COMMISIONER,False,ASGR,ASTRA GRAPHIA TBK
GUNAWAN GENIUSAHARDJA,COMMISSIONER,False,ASGR,ASTRA GRAPHIA TBK
ARYA N SOEMALI,COMMISSIONER,True,ASGR,ASTRA GRAPHIA TBK
SIDHARTA UTAMA,COMMISSIONER,True,ASGR,ASTRA GRAPHIA TBK
PRIJONO SUGIARTO,PRESIDENT COMMISIONER,False,ASII,ASTRA INTERNATIONAL TBK
SRI INDRASTUTI HADIPUTRANTO,COMMISSIONER,True,ASII,ASTRA INTERNATIONAL TBK
APINONT SUCHEWABORIPONT,COMMISSIONER,True,ASII,ASTRA INTERNATIONAL TBK
MULIAMAN DARMANSYAH HADAD,COMMISSIONER,True,ASII,ASTRA INTERNATIONAL TBK
ANTHONY JOHN LIDDELL NIGHTINGALE,COMMISSIONER,False,ASII,ASTRA INTERNATIONAL TBK
BENJAMIN WILLIAM KESWICK,COMMISSIONER,False,ASII,ASTRA INTERNATIONAL TBK
JOHN RAYMOND WITT,COMMISSIONER,False,ASII,ASTRA INTERNATIONAL TBK
STEPHEN PATRICK GORE,COMMISSIONER,False,ASII,ASTRA INTERNATIONAL TBK
BENJAMIN HERRENDEN BIRKS,COMMISSIONER,False,ASII,ASTRA INTERNATIONAL TBK
HSU HAI YEH,COMMISSIONER,False,ASII,ASTRA INTERNATIONAL TBK
MEMED WIRAMIHARDJA,PRESIDENT COMMISIONER,True,ASJT,ASURANSI JASA TANIA TBK
SETIA DHARMA SEBAYANG,COMMISSIONER,False,ASJT,ASURANSI JASA TANIA TBK
FERDINAN DWIKORAJA PURBA,COMMISSIONER,True,ASJT,ASURANSI JASA TANIA TBK
MUHAMAD IDRUS,COMMISSIONER,True,ASMI,PT ASURANSI MAXIMUS GRAHA PERSADA TBK
MAGIT LES DENNY TEWU,PRESIDENT COMMISIONER,False,ASMI,PT ASURANSI MAXIMUS GRAHA PERSADA TBK
HENDRA SUDJAKA,COMMISSIONER,True,ASMI,PT ASURANSI MAXIMUS GRAHA PERSADA TBK
TEDDI BUDIMAN,PRESIDENT COMMISIONER,False,ASPI,PT ANDALAN SAKTI PRIMAINDO TBK
LOEKY SANDRIE,COMMISSIONER,True,ASPI,PT ANDALAN SAKTI PRIMAINDO TBK
HARJANTO TIRTOHADIGUNO,PRESIDENT COMMISIONER,False,ASRI,ALAM SUTERA REALTY TBK
ANGELINE SUTEDJA,COMMISSIONER,False,ASRI,ALAM SUTERA REALTY TBK
LEO YULIANTO SUTEDJA,COMMISSIONER,False,ASRI,ALAM SUTERA REALTY TBK
PINGKI ELKA PANGESTU,COMMISSIONER,True,ASRI,ALAM SUTERA REALTY TBK
ANTONIUS IGNATIUS KARAMOY,COMMISSIONER,True,ASRI,ALAM SUTERA REALTY TBK
A WINOTO DOERIAT,PRESIDENT COMMISIONER,False,ASRM,ASURANSI RAMAYANA TBK
MOHAMAD RUSLI,COMMISSIONER,True,ASRM,ASURANSI RAMAYANA TBK
ANTONIUS WIDYATMA SUMARLIN,COMMISSIONER,True,ASRM,ASURANSI RAMAYANA TBK
ANANTO HARJOKUSUMO,COMMISSIONER,False,ASRM,ASURANSI RAMAYANA TBK
ERIDA,PRESIDENT COMMISIONER,False,ASSA,ADI SARANA ARMADA TBK
HINDRA TANUJAYA,COMMISSIONER,False,ASSA,ADI SARANA ARMADA TBK
LINDAWATI GANI,COMMISSIONER,True,ASSA,ADI SARANA ARMADA TBK
SHANTI LASMININGSIH POESPOSOETJIPTO,COMMISSIONER,True,ASSA,ADI SARANA ARMADA TBK
YOYO SUGENG TRIYOGO,PRESIDENT COMMISIONER,False,ATAP,PT TRIMITRA PRAWARA GOLDLAND TBK
NADIA HASNA HUMAIRA,COMMISSIONER,True,ATAP,PT TRIMITRA PRAWARA GOLDLAND TBK
IGNASIUS JONAN,PRESIDENT COMMISIONER,True,ATIC,PT ANABATIC TECHNOLOGIES TBK
ANTONIUS AGUS SUSANTO,COMMISSIONER,False,ATIC,PT ANABATIC TECHNOLOGIES TBK
JOSAKU YANAI,COMMISSIONER,False,ATIC,PT ANABATIC TECHNOLOGIES TBK
GIDION HASAN,PRESIDENT COMMISIONER,False,AUTO,ASTRA OTOPARTS TBK
AGUS TJAHAJANA WIRAKUSUMAH,COMMISSIONER,True,AUTO,ASTRA OTOPARTS TBK
BAMBANG TRISULO,COMMISSIONER,True,AUTO,ASTRA OTOPARTS TBK
SUDIRMAN MAMAN RUSDI,COMMISSIONER,False,AUTO,ASTRA OTOPARTS TBK
GUNAWAN GENIUSAHARDJA,COMMISSIONER,False,AUTO,ASTRA OTOPARTS TBK
BAMBANG WIDJANARKO E S,COMMISSIONER,True,AUTO,ASTRA OTOPARTS TBK
THOMAS JUNAIDI ALIM W,COMMISSIONER,False,AUTO,ASTRA OTOPARTS TBK
HERMANTO TANOKO,PRESIDENT COMMISIONER,False,AVIA,PT AVIA AVIAN TBK
M NOOR RACHMAN SOEJOETI,COMMISSIONER,True,AVIA,PT AVIA AVIAN TBK
OSCAR CHRISTIAN MARIA JOZEF WEZENBEEK,COMMISSIONER,True,AVIA,PT AVIA AVIAN TBK
ROY OCTAVIAN,PRESIDENT COMMISIONER,False,AYLS,PT AGRO YASA LESTARI TBK
DENNY JONG WIJAYA,COMMISSIONER,True,AYLS,PT AGRO YASA LESTARI TBK
PONKY NAYARANA PUDIJANTO,PRESIDENT COMMISIONER,True,BABP,PT BANK MNC INTERNASIONAL TBK
PETER FAJAR,COMMISSIONER,False,BABP,PT BANK MNC INTERNASIONAL TBK
FREDERIKUS P WEOSEKE,COMMISSIONER,True,BABP,PT BANK MNC INTERNASIONAL TBK
DANNY NUGROHO,PRESIDENT COMMISIONER,False,BACA,PT BANK CAPITAL INDONESIA TBK
PETER KURNIAWAN,COMMISSIONER,True,BACA,PT BANK CAPITAL INDONESIA TBK
ANDREY JAYANTO,COMMISSIONER,True,BACA,PT BANK CAPITAL INDONESIA TBK
SOEDIARTO SOERJOPRAHONO,PRESIDENT COMMISIONER,False,BAJA,SARANACENTRAL BAJATAMA TBK
IBNU SUSANTO,COMMISSIONER,False,BAJA,SARANACENTRAL BAJATAMA TBK
YENTORO,COMMISSIONER,True,BAJA,SARANACENTRAL BAJATAMA TBK
JOHNNY SWANDI SJAM,PRESIDENT COMMISIONER,False,BALI,PT BALI TOWERINDO SENTRA TBK
ERRY FIRMANSYAH,COMMISSIONER,True,BALI,PT BALI TOWERINDO SENTRA TBK
SUMARSONO MDM,COMMISSIONER,True,BALI,PT BALI TOWERINDO SENTRA TBK
ANNI SUWARDI,COMMISSIONER,False,BALI,PT BALI TOWERINDO SENTRA TBK
ANDI SUMARSONO,COMMISSIONER,False,BALI,PT BALI TOWERINDO SENTRA TBK
RUDY HAMDANI,PRESIDENT COMMISIONER,True,BANK,PT BANK ALADIN SYARIAH TBK
NURHASANAH,COMMISSIONER,False,BANK,PT BANK ALADIN SYARIAH TBK
FRANSISCA EKAWATI,COMMISSIONER,True,BANK,PT BANK ALADIN SYARIAH TBK
ASRORUN NIAM SHOLEH,CHAIRMAN OF THE BOARD OF SUPERVISORY,False,BANK,PT BANK ALADIN SYARIAH TBK
SHOLAHUDIN AL AIYUB,MEMBER OF THE BOARD OF SUPERVISORY,False,BANK,PT BANK ALADIN SYARIAH TBK
SURYO NUGROHO,PRESIDENT COMMISIONER,False,BAPA,BEKASI ASRI PEMULA TBK
IVANA MAHARANI,COMMISSIONER,True,BAPA,BEKASI ASRI PEMULA TBK
CHAERUL IQBAL NUGRAHA,PRESIDENT COMMISIONER,False,BAPI,PT BHAKTI AGUNG PROPERTINDO TBK
IMAM NIRWANSYAH,COMMISSIONER,True,BAPI,PT BHAKTI AGUNG PROPERTINDO TBK
RAJEEV GOPALAKRISHNAN,PRESIDENT COMMISIONER,False,BATA,SEPATU BATA TBK
SHAIBAL SINHA,COMMISSIONER,False,BATA,SEPATU BATA TBK
AGUS NURUDIN,COMMISSIONER,True,BATA,SEPATU BATA TBK
INDRIANI SUHARTONO,PRESIDENT COMMISIONER,False,BAUT,PT MITRA ANGKASA SEJAHTERA TBK
SIHOL SIAGIAN,COMMISSIONER,True,BAUT,PT MITRA ANGKASA SEJAHTERA TBK
THIO GWAN PO MICKY,PRESIDENT COMMISIONER,False,BAYU,BAYU BUANA TBK
BOSTOMI SUHARMAN,COMMISSIONER,False,BAYU,BAYU BUANA TBK
PRANOWO GUMULIA,COMMISSIONER,True,BAYU,BAYU BUANA TBK
SUMANTRI SLAMET,COMMISSIONER,True,BBCA,PT BANK CENTRAL ASIA TBK
JAHJA SETIAATMADJA,PRESIDENT COMMISIONER,False,BBCA,PT BANK CENTRAL ASIA TBK
TONNY KUSNADI,COMMISSIONER,False,BBCA,PT BANK CENTRAL ASIA TBK
CYRILLUS HARINOWO,COMMISSIONER,True,BBCA,PT BANK CENTRAL ASIA TBK
RADEN PARDEDE,COMMISSIONER,True,BBCA,PT BANK CENTRAL ASIA TBK
ALI GUNAWAN,COMMISSIONER,False,BBHI,PT ALLO BANK INDONESIA TBK
AVILIANI,PRESIDENT COMMISIONER,True,BBHI,PT ALLO BANK INDONESIA TBK
